,AMAZON,NEW,USED,COUNT_NEW,BUY_BOX_SHIPPING,SALES,LISTPRICE,COUNT_REVIEWS,NEW_FBA,RATING
2022-10-01 08:52:00-04:00,11.99,11.99,,1.0,11.99,8309.0,13.99,192.0,23.98,4.699999999999999
2022-10-01 10:40:00-04:00,11.99,11.99,,1.0,11.99,8632.0,13.99,193.0,23.98,4.699999999999999
2022-10-01 14:52:00-04:00,11.99,11.99,,1.0,11.99,7574.0,13.99,193.0,23.98,4.699999999999999
2022-10-01 17:16:00-04:00,11.99,11.99,,1.0,11.99,7510.0,13.99,193.0,23.98,4.699999999999999
2022-10-02 08:34:00-04:00,11.99,11.99,,1.0,11.99,7564.0,13.99,193.0,23.98,4.699999999999999
2022-10-02 13:42:00-04:00,11.99,11.99,,1.0,11.99,7659.0,13.99,193.0,23.98,4.699999999999999
2022-10-02 17:56:00-04:00,11.99,11.99,,1.0,11.99,6599.0,13.99,193.0,23.98,4.699999999999999
2022-10-02 20:08:00-04:00,11.99,11.99,,1.0,11.99,6599.0,13.99,190.0,23.98,4.699999999999999
2022-10-03 02:40:00-04:00,11.99,11.99,,1.0,11.99,7997.0,13.99,190.0,23.98,4.699999999999999
2022-10-03 07:12:00-04:00,11.99,11.99,,1.0,11.99,8097.0,13.99,193.0,23.98,4.699999999999999
2022-10-03 14:44:00-04:00,11.99,11.99,,1.0,11.99,8021.0,13.99,193.0,23.98,4.699999999999999
2022-10-03 19:24:00-04:00,11.99,11.99,,1.0,11.99,7047.0,13.99,193.0,23.98,4.699999999999999
2022-10-04 14:28:00-04:00,11.99,11.99,,1.0,11.99,2569.0,13.99,193.0,23.98,4.699999999999999
2022-10-04 19:36:00-04:00,11.99,11.99,,1.0,11.99,2754.0,13.99,193.0,23.98,4.699999999999999
2022-10-04 22:20:00-04:00,11.99,11.99,,1.0,11.99,2741.0,13.99,466.0,23.98,4.8
2022-10-05 06:44:00-04:00,11.99,11.99,,1.0,11.99,2859.0,13.99,466.0,23.98,4.8
2022-10-05 13:10:00-04:00,11.99,11.99,,1.0,11.99,2822.0,13.99,466.0,23.98,4.8
2022-10-05 17:46:00-04:00,11.99,11.99,,1.0,11.99,2699.0,13.99,466.0,23.98,4.8
2022-10-06 00:44:00-04:00,11.99,11.99,,1.0,11.99,2850.0,13.99,466.0,23.98,4.8
2022-10-06 04:48:00-04:00,11.99,11.99,,1.0,11.99,2850.0,13.99,469.0,23.98,4.8
2022-10-06 12:40:00-04:00,11.99,11.99,,1.0,11.99,2898.0,13.99,469.0,23.98,4.8
2022-10-06 13:58:00-04:00,11.99,11.99,,1.0,11.99,2898.0,13.99,475.0,23.98,4.8
2022-10-06 16:58:00-04:00,11.99,11.99,,1.0,11.99,3083.0,13.99,475.0,23.98,4.8
2022-10-06 22:20:00-04:00,11.99,11.99,,1.0,11.99,3114.0,13.99,475.0,23.98,4.8
2022-10-07 01:28:00-04:00,11.99,11.99,,1.0,11.99,3087.0,13.99,475.0,23.98,4.8
2022-10-07 03:46:00-04:00,11.99,11.99,,1.0,11.99,3010.0,13.99,475.0,23.98,4.8
2022-10-07 10:48:00-04:00,11.99,11.99,,1.0,11.99,3010.0,13.99,478.0,23.98,4.8
2022-10-07 12:12:00-04:00,11.99,11.99,,1.0,11.99,2917.0,13.99,478.0,23.98,4.8
2022-10-07 17:46:00-04:00,11.99,11.99,,1.0,11.99,2682.0,13.99,478.0,23.98,4.8
2022-10-08 04:56:00-04:00,11.99,11.99,,1.0,11.99,2804.0,13.99,478.0,23.98,4.8
2022-10-08 11:18:00-04:00,11.99,11.99,,1.0,11.99,2804.0,13.99,480.0,23.98,4.8
2022-10-08 13:24:00-04:00,11.99,11.99,,1.0,11.99,2804.0,13.99,478.0,23.98,4.8
2022-10-08 13:58:00-04:00,11.99,11.99,,1.0,11.99,2762.0,13.99,478.0,23.98,4.8
2022-10-08 14:02:00-04:00,11.99,11.99,,1.0,11.99,2762.0,13.99,480.0,23.98,4.8
2022-10-08 18:20:00-04:00,11.99,11.99,,1.0,11.99,2994.0,13.99,480.0,23.98,4.8
2022-10-08 23:56:00-04:00,11.99,11.99,,1.0,11.99,2994.0,13.99,481.0,23.98,4.8
2022-10-09 07:56:00-04:00,11.99,11.99,,1.0,11.99,2994.0,13.99,485.0,23.98,4.8
2022-10-09 11:32:00-04:00,11.99,11.99,,1.0,11.99,3277.0,13.99,487.0,23.98,4.8
2022-10-09 13:34:00-04:00,11.99,11.99,,1.0,11.99,3039.0,13.99,487.0,23.98,4.8
2022-10-09 20:10:00-04:00,11.99,11.99,,1.0,11.99,3245.0,13.99,487.0,23.98,4.8
2022-10-10 03:16:00-04:00,11.99,11.99,,1.0,11.99,3243.0,13.99,487.0,23.98,4.8
2022-10-10 06:52:00-04:00,11.99,11.99,,1.0,11.99,3284.0,13.99,487.0,23.98,4.8
2022-10-10 07:28:00-04:00,11.99,11.99,,1.0,11.99,3284.0,13.99,489.0,23.98,4.8
2022-10-10 09:16:00-04:00,11.99,11.99,,1.0,11.99,3188.0,13.99,489.0,23.98,4.8
2022-10-10 11:36:00-04:00,11.99,11.99,,1.0,11.99,3188.0,13.99,490.0,23.98,4.8
2022-10-10 12:44:00-04:00,11.99,11.99,,1.0,11.99,3296.0,13.99,490.0,23.98,4.8
2022-10-10 18:16:00-04:00,11.99,11.99,,1.0,11.99,2847.0,13.99,490.0,23.98,4.8
2022-10-11 00:00:00-04:00,11.99,11.99,,1.0,11.99,2703.0,13.99,490.0,23.98,4.8
2022-10-11 09:48:00-04:00,11.99,11.99,,1.0,11.99,2719.0,13.99,490.0,23.98,4.8
2022-10-11 09:56:00-04:00,11.99,11.99,,1.0,11.99,2719.0,13.99,493.0,23.98,4.8
2022-10-11 15:16:00-04:00,11.99,11.99,,1.0,11.99,2830.0,13.99,493.0,23.98,4.8
2022-10-11 15:20:00-04:00,11.99,11.99,,1.0,11.99,2830.0,13.99,494.0,23.98,4.8
2022-10-11 21:22:00-04:00,11.99,11.99,,1.0,11.99,2796.0,13.99,494.0,23.98,4.8
2022-10-12 10:12:00-04:00,11.99,11.99,,1.0,11.99,2796.0,13.99,498.0,23.98,4.8
2022-10-12 17:44:00-04:00,11.99,11.99,,1.0,11.99,2566.0,13.99,498.0,23.98,4.8
2022-10-13 04:32:00-04:00,11.99,11.99,,1.0,11.99,2663.0,13.99,498.0,23.98,4.8
2022-10-13 14:28:00-04:00,11.99,11.99,,1.0,11.99,2575.0,13.99,498.0,23.98,4.8
2022-10-13 14:36:00-04:00,11.99,11.99,,1.0,11.99,2575.0,13.99,500.0,23.98,4.8
2022-10-13 17:44:00-04:00,11.99,11.99,,1.0,11.99,2642.0,13.99,500.0,23.98,4.8
2022-10-13 22:20:00-04:00,11.99,11.99,,1.0,11.99,2546.0,13.99,500.0,23.98,4.8
2022-10-14 05:56:00-04:00,11.99,11.99,,1.0,11.99,2547.0,13.99,500.0,23.98,4.8
2022-10-14 08:48:00-04:00,11.99,11.99,,1.0,11.99,2642.0,13.99,500.0,23.98,4.8
2022-10-14 13:04:00-04:00,11.99,11.99,,1.0,11.99,2642.0,13.99,501.0,23.98,4.8
2022-10-14 18:16:00-04:00,11.99,11.99,,1.0,11.99,2545.0,13.99,501.0,23.98,4.8
2022-10-14 22:28:00-04:00,11.99,11.99,,1.0,11.99,2793.0,13.99,501.0,23.98,4.8
2022-10-15 05:10:00-04:00,11.99,11.99,,1.0,11.99,2786.0,13.99,501.0,23.98,4.8
2022-10-15 07:02:00-04:00,11.99,11.99,,1.0,11.99,2811.0,13.99,501.0,23.98,4.8
2022-10-15 16:30:00-04:00,11.99,11.99,,1.0,11.99,2896.0,13.99,503.0,23.98,4.8
2022-10-15 23:52:00-04:00,11.99,11.99,,1.0,11.99,2875.0,13.99,503.0,23.98,4.8
2022-10-16 05:36:00-04:00,11.99,11.99,,1.0,11.99,2934.0,13.99,503.0,23.98,4.8
2022-10-16 07:38:00-04:00,11.99,11.99,,1.0,11.99,2934.0,13.99,504.0,23.98,4.8
2022-10-16 08:52:00-04:00,11.99,11.99,,1.0,11.99,2870.0,13.99,504.0,23.98,4.8
2022-10-16 13:40:00-04:00,11.99,11.99,,1.0,11.99,2926.0,13.99,504.0,23.98,4.8
2022-10-17 01:24:00-04:00,11.99,11.99,,1.0,11.99,3270.0,13.99,504.0,23.98,4.8
2022-10-17 10:22:00-04:00,11.99,11.99,,1.0,11.99,3270.0,13.99,505.0,23.98,4.8
2022-10-17 10:24:00-04:00,11.99,11.99,,1.0,11.99,2766.0,13.99,505.0,23.98,4.8
2022-10-17 21:16:00-04:00,11.99,11.99,,1.0,11.99,2870.0,13.99,505.0,23.98,4.8
2022-10-18 12:12:00-04:00,11.99,11.99,,1.0,11.99,2803.0,13.99,505.0,23.98,4.8
2022-10-18 14:56:00-04:00,11.99,11.99,,1.0,11.99,2803.0,13.99,506.0,23.98,4.8
2022-10-18 22:16:00-04:00,11.99,11.99,,1.0,11.99,3197.0,13.99,506.0,23.98,4.8
2022-10-19 08:14:00-04:00,11.99,11.99,,1.0,11.99,3288.0,13.99,506.0,23.98,4.8
2022-10-19 10:12:00-04:00,11.99,11.99,,1.0,11.99,3288.0,13.99,508.0,23.98,4.8
2022-10-20 10:16:00-04:00,11.99,11.99,,1.0,11.99,2988.0,13.99,508.0,23.98,4.8
2022-10-20 11:22:00-04:00,11.99,11.99,,1.0,11.99,2988.0,13.99,511.0,23.98,4.8
2022-10-20 22:16:00-04:00,11.99,11.99,,1.0,11.99,2863.0,13.99,511.0,23.98,4.8
2022-10-21 00:16:00-04:00,11.99,11.99,,1.0,11.99,2800.0,13.99,511.0,23.98,4.8
2022-10-21 05:48:00-04:00,11.99,11.99,,1.0,11.99,2987.0,13.99,511.0,23.98,4.8
2022-10-21 09:56:00-04:00,11.99,11.99,,1.0,11.99,2987.0,13.99,514.0,23.98,4.8
2022-10-21 11:56:00-04:00,11.99,11.99,,1.0,11.99,2987.0,13.99,516.0,23.98,4.8
2022-10-21 13:34:00-04:00,11.99,11.99,,1.0,11.99,2895.0,13.99,516.0,23.98,4.8
2022-10-22 08:00:00-04:00,11.99,11.99,,1.0,11.99,3013.0,13.99,516.0,23.98,4.8
2022-10-22 15:50:00-04:00,11.99,11.99,,1.0,11.99,3013.0,13.99,517.0,23.98,4.8
2022-10-22 18:00:00-04:00,11.99,11.99,,1.0,11.99,2885.0,13.99,517.0,23.98,4.8
2022-10-22 21:02:00-04:00,11.99,11.99,,1.0,11.99,2840.0,13.99,517.0,23.98,4.8
2022-10-23 01:16:00-04:00,11.99,11.99,,1.0,11.99,2637.0,13.99,517.0,23.98,4.8
2022-10-23 11:36:00-04:00,11.99,11.99,,1.0,11.99,2551.0,13.99,517.0,23.98,4.8
2022-10-23 13:48:00-04:00,11.99,11.99,,1.0,11.99,2513.0,13.99,517.0,23.98,4.8
2022-10-23 16:12:00-04:00,11.99,11.99,,1.0,11.99,2506.0,13.99,517.0,23.98,4.8
2022-10-24 00:00:00-04:00,11.99,11.99,,1.0,11.99,2719.0,13.99,517.0,23.98,4.8
2022-10-24 03:16:00-04:00,11.99,11.99,,1.0,11.99,2640.0,13.99,517.0,23.98,4.8
2022-10-24 06:30:00-04:00,11.99,11.99,,1.0,11.99,2717.0,13.99,517.0,23.98,4.8
2022-10-24 08:24:00-04:00,11.99,11.99,,1.0,11.99,2717.0,13.99,519.0,23.98,4.8
2022-10-24 09:16:00-04:00,11.99,11.99,,1.0,11.99,2717.0,13.99,520.0,23.98,4.8
2022-10-24 10:24:00-04:00,11.99,11.99,,1.0,11.99,2725.0,13.99,520.0,23.98,4.8
2022-10-24 12:28:00-04:00,11.99,11.99,,1.0,11.99,2681.0,13.99,520.0,23.98,4.8
2022-10-24 15:12:00-04:00,11.99,11.99,,1.0,11.99,2536.0,13.99,520.0,23.98,4.8
2022-10-24 18:16:00-04:00,11.99,11.99,,1.0,11.99,2748.0,13.99,520.0,23.98,4.8
2022-10-24 23:56:00-04:00,11.99,11.99,,1.0,11.99,2417.0,13.99,520.0,23.98,4.8
2022-10-25 03:24:00-04:00,11.99,11.99,,1.0,11.99,2315.0,13.99,520.0,23.98,4.8
2022-10-25 08:24:00-04:00,11.99,11.99,,1.0,11.99,2315.0,13.99,522.0,23.98,4.8
2022-10-25 10:06:00-04:00,11.99,11.99,,1.0,11.99,2342.0,13.99,522.0,23.98,4.8
2022-10-25 15:52:00-04:00,11.99,11.99,,1.0,11.99,2474.0,13.99,522.0,23.98,4.8
2022-10-25 18:08:00-04:00,11.99,11.99,,1.0,11.99,2570.0,13.99,522.0,23.98,4.8
2022-10-25 22:18:00-04:00,11.99,11.99,,1.0,11.99,2617.0,13.99,522.0,23.98,4.8
2022-10-26 06:24:00-04:00,11.99,11.99,,1.0,11.99,2737.0,13.99,522.0,23.98,4.8
2022-10-26 08:40:00-04:00,11.99,11.99,,1.0,11.99,2737.0,13.99,523.0,23.98,4.8
2022-10-26 08:50:00-04:00,11.99,11.99,,1.0,11.99,2661.0,13.99,523.0,23.98,4.8
2022-10-26 16:40:00-04:00,11.99,11.99,,1.0,11.99,2661.0,13.99,524.0,23.98,4.8
2022-10-26 22:12:00-04:00,11.99,11.99,,1.0,11.99,2341.0,13.99,524.0,23.98,4.8
2022-10-27 06:16:00-04:00,11.99,11.99,,1.0,11.99,2761.0,13.99,524.0,23.98,4.8
2022-10-27 14:30:00-04:00,11.99,11.99,,1.0,11.99,2897.0,13.99,524.0,23.98,4.8
2022-10-27 15:24:00-04:00,11.99,11.99,,1.0,11.99,2897.0,13.99,527.0,23.98,4.8
2022-10-27 21:00:00-04:00,11.99,11.99,,1.0,11.99,2976.0,13.99,527.0,23.98,4.8
2022-10-28 09:40:00-04:00,11.99,11.99,,1.0,11.99,2780.0,13.99,527.0,23.98,4.8
2022-10-28 11:12:00-04:00,11.99,11.99,,1.0,11.99,2780.0,13.99,528.0,23.98,4.8
2022-10-28 11:44:00-04:00,11.99,11.99,,1.0,11.99,2569.0,13.99,528.0,23.98,4.8
2022-10-28 23:36:00-04:00,11.99,11.99,,1.0,11.99,2328.0,13.99,528.0,23.98,4.8
2022-10-29 11:28:00-04:00,11.99,11.99,,1.0,11.99,2373.0,13.99,528.0,23.98,4.8
2022-10-29 13:54:00-04:00,11.99,11.99,,1.0,11.99,2239.0,13.99,528.0,23.98,4.8
2022-10-29 15:32:00-04:00,11.99,11.99,,1.0,11.99,2239.0,13.99,529.0,23.98,4.8
2022-10-30 04:20:00-04:00,11.99,11.99,,1.0,11.99,2532.0,13.99,529.0,23.98,4.8
2022-10-30 09:08:00-04:00,11.99,11.99,,1.0,11.99,2581.0,13.99,531.0,23.98,4.8
2022-10-30 10:16:00-04:00,11.99,11.99,,1.0,11.99,2581.0,13.99,533.0,23.98,4.8
2022-10-30 10:52:00-04:00,11.99,11.99,,1.0,11.99,2453.0,13.99,533.0,23.98,4.8
2022-10-30 13:44:00-04:00,11.99,11.99,,1.0,11.99,2275.0,13.99,533.0,23.98,4.8
2022-10-30 16:36:00-04:00,11.99,11.99,,1.0,11.99,2453.0,13.99,533.0,23.98,4.8
2022-10-31 06:10:00-04:00,11.99,11.99,,1.0,11.99,2377.0,13.99,533.0,23.98,4.8
2022-10-31 07:32:00-04:00,11.99,11.99,,1.0,11.99,2382.0,13.99,533.0,23.98,4.8
2022-10-31 14:44:00-04:00,11.99,11.99,,1.0,11.99,2299.0,13.99,533.0,23.98,4.8
2022-11-01 03:18:00-04:00,11.99,11.99,,1.0,11.99,2594.0,13.99,533.0,23.98,4.8
2022-11-01 09:48:00-04:00,11.99,11.99,,1.0,11.99,2613.0,13.99,533.0,23.98,4.8
2022-11-01 13:22:00-04:00,11.99,11.99,,1.0,11.99,2543.0,13.99,533.0,23.98,4.8
2022-11-01 21:58:00-04:00,11.99,11.99,,1.0,11.99,2525.0,13.99,533.0,23.98,4.8
2022-11-02 00:38:00-04:00,11.99,11.99,,1.0,11.99,2570.0,13.99,533.0,23.98,4.8
2022-11-02 02:44:00-04:00,11.99,11.99,,1.0,11.99,2687.0,13.99,533.0,23.98,4.8
2022-11-02 14:40:00-04:00,11.99,11.99,,1.0,11.99,2460.0,13.99,533.0,23.98,4.8
2022-11-02 14:42:00-04:00,11.99,11.99,,1.0,11.99,2460.0,13.99,537.0,23.98,4.8
2022-11-03 00:52:00-04:00,11.99,11.99,,1.0,11.99,2280.0,13.99,537.0,23.98,4.8
2022-11-03 03:36:00-04:00,11.99,11.99,,1.0,11.99,2377.0,13.99,537.0,23.98,4.8
2022-11-03 05:36:00-04:00,11.99,11.99,,1.0,11.99,2367.0,13.99,537.0,23.98,4.8
2022-11-03 07:16:00-04:00,11.99,11.99,,1.0,11.99,2367.0,13.99,539.0,23.98,4.8
2022-11-03 15:24:00-04:00,11.99,11.99,,1.0,11.99,2220.0,13.99,539.0,23.98,4.8
2022-11-03 19:56:00-04:00,11.99,11.99,,1.0,11.99,2130.0,13.99,539.0,23.98,4.8
2022-11-03 22:20:00-04:00,11.99,11.99,,1.0,11.99,2143.0,13.99,539.0,23.98,4.8
2022-11-04 00:00:00-04:00,11.99,11.99,,1.0,11.99,2366.0,13.99,539.0,23.98,4.8
2022-11-04 07:32:00-04:00,11.99,11.99,,1.0,11.99,2392.0,13.99,539.0,23.98,4.8
2022-11-04 23:44:00-04:00,11.99,11.99,,1.0,11.99,2392.0,13.99,541.0,23.98,4.8
2022-11-05 00:40:00-04:00,11.99,11.99,,1.0,11.99,2198.0,13.99,541.0,23.98,4.8
2022-11-05 04:52:00-04:00,11.99,11.99,,1.0,11.99,2254.0,13.99,541.0,23.98,4.8
2022-11-05 09:36:00-04:00,11.99,11.99,,1.0,11.99,2254.0,13.99,543.0,23.98,4.8
2022-11-05 15:16:00-04:00,11.99,11.99,,1.0,11.99,2414.0,13.99,543.0,23.98,4.8
2022-11-05 16:44:00-04:00,11.99,11.99,,1.0,11.99,2453.0,13.99,543.0,23.98,4.8
2022-11-05 23:44:00-04:00,11.99,11.99,,1.0,11.99,2332.0,13.99,543.0,23.98,4.8
2022-11-06 06:08:00-05:00,11.99,11.99,,1.0,11.99,2423.0,13.99,543.0,23.98,4.8
2022-11-06 08:18:00-05:00,11.99,11.99,,1.0,11.99,2422.0,13.99,543.0,23.98,4.8
2022-11-06 13:44:00-05:00,11.99,11.99,,1.0,11.99,2210.0,13.99,545.0,23.98,4.8
2022-11-07 05:06:00-05:00,11.99,11.99,,1.0,11.99,2405.0,13.99,545.0,23.98,4.8
2022-11-07 08:00:00-05:00,11.99,11.99,,1.0,11.99,2392.0,13.99,545.0,23.98,4.8
2022-11-07 10:24:00-05:00,11.99,11.99,,1.0,11.99,2383.0,13.99,545.0,23.98,4.8
2022-11-07 17:40:00-05:00,11.99,11.99,,1.0,11.99,2387.0,13.99,545.0,23.98,4.8
2022-11-07 22:00:00-05:00,11.99,11.99,,1.0,11.99,2338.0,13.99,545.0,23.98,4.8
2022-11-08 01:00:00-05:00,11.99,11.99,,1.0,11.99,2418.0,13.99,545.0,23.98,4.8
2022-11-08 05:24:00-05:00,11.99,11.99,,1.0,11.99,2418.0,13.99,546.0,23.98,4.8
2022-11-08 09:18:00-05:00,11.99,11.99,,1.0,11.99,2418.0,13.99,549.0,23.98,4.8
2022-11-08 10:08:00-05:00,11.99,11.99,,1.0,11.99,2433.0,13.99,549.0,23.98,4.8
2022-11-08 17:16:00-05:00,11.99,11.99,,1.0,11.99,2539.0,13.99,549.0,23.98,4.8
2022-11-08 20:58:00-05:00,11.99,11.99,,1.0,11.99,2361.0,13.99,549.0,23.98,4.8
2022-11-09 05:24:00-05:00,11.99,11.99,,1.0,11.99,2581.0,13.99,549.0,23.98,4.8
2022-11-09 07:58:00-05:00,11.99,11.99,,1.0,11.99,2581.0,13.99,551.0,23.98,4.8
2022-11-09 11:56:00-05:00,11.99,11.99,,1.0,11.99,2625.0,13.99,551.0,23.98,4.8
2022-11-09 14:00:00-05:00,11.99,11.99,,1.0,11.99,2528.0,13.99,551.0,23.98,4.8
2022-11-09 14:08:00-05:00,11.99,11.99,,1.0,11.99,2625.0,13.99,551.0,23.98,4.8
2022-11-10 00:44:00-05:00,11.99,11.99,,1.0,11.99,2466.0,13.99,551.0,23.98,4.8
2022-11-10 04:26:00-05:00,11.99,11.99,,1.0,11.99,2642.0,13.99,551.0,23.98,4.8
2022-11-10 09:12:00-05:00,11.99,11.99,,1.0,11.99,2642.0,13.99,552.0,23.98,4.8
2022-11-10 13:26:00-05:00,11.99,11.99,,1.0,11.99,2745.0,13.99,552.0,23.98,4.8
2022-11-10 18:44:00-05:00,11.99,11.99,,1.0,11.99,2705.0,13.99,552.0,23.98,4.8
2022-11-10 22:36:00-05:00,11.99,11.99,,1.0,11.99,2476.0,13.99,552.0,23.98,4.8
2022-11-11 00:54:00-05:00,11.99,11.99,,1.0,11.99,2545.0,13.99,552.0,23.98,4.8
2022-11-11 06:40:00-05:00,11.99,11.99,,1.0,11.99,2684.0,13.99,552.0,23.98,4.8
2022-11-11 11:56:00-05:00,11.99,11.99,,1.0,11.99,2724.0,13.99,552.0,23.98,4.8
2022-11-11 12:40:00-05:00,11.99,11.99,,1.0,11.99,2724.0,13.99,554.0,23.98,4.8
2022-11-11 16:24:00-05:00,11.99,11.99,,1.0,11.99,2588.0,13.99,554.0,23.98,4.8
2022-11-11 20:16:00-05:00,11.99,11.99,,1.0,11.99,2144.0,13.99,554.0,23.98,4.8
2022-11-12 06:10:00-05:00,11.99,11.99,,1.0,11.99,2258.0,13.99,554.0,23.98,4.8
2022-11-12 10:24:00-05:00,11.99,11.99,,1.0,11.99,2340.0,13.99,554.0,23.98,4.8
2022-11-12 11:00:00-05:00,11.99,11.99,,1.0,11.99,2340.0,13.99,556.0,23.98,4.8
2022-11-13 04:20:00-05:00,11.99,11.99,,1.0,11.99,2365.0,13.99,556.0,23.98,4.8
2022-11-13 07:46:00-05:00,11.99,11.99,,1.0,11.99,2407.0,13.99,556.0,23.98,4.8
2022-11-13 12:16:00-05:00,11.99,11.99,,1.0,11.99,2409.0,13.99,556.0,23.98,4.8
2022-11-13 13:56:00-05:00,11.99,11.99,,1.0,11.99,2359.0,13.99,558.0,23.98,4.8
2022-11-13 15:16:00-05:00,11.99,11.99,,1.0,11.99,2409.0,13.99,558.0,23.98,4.8
2022-11-13 22:12:00-05:00,11.99,11.99,,1.0,11.99,2461.0,13.99,558.0,23.98,4.8
2022-11-14 03:56:00-05:00,11.99,11.99,,1.0,11.99,2612.0,13.99,558.0,23.98,4.8
2022-11-14 09:22:00-05:00,11.99,11.99,,1.0,11.99,2549.0,13.99,558.0,23.98,4.8
2022-11-14 10:56:00-05:00,11.99,11.99,,1.0,11.99,2549.0,13.99,560.0,23.98,4.8
2022-11-14 11:04:00-05:00,11.99,11.99,,1.0,11.99,2507.0,13.99,560.0,23.98,4.8
2022-11-14 17:26:00-05:00,11.99,11.99,,1.0,11.99,2559.0,13.99,560.0,23.98,4.8
2022-11-14 19:40:00-05:00,11.99,11.99,,1.0,11.99,2653.0,13.99,560.0,23.98,4.8
2022-11-14 21:30:00-05:00,11.99,11.99,,1.0,11.99,2882.0,13.99,560.0,23.98,4.8
2022-11-14 23:16:00-05:00,11.99,11.99,,1.0,11.99,2614.0,13.99,560.0,23.98,4.8
2022-11-15 06:20:00-05:00,11.99,11.99,,1.0,11.99,2746.0,13.99,560.0,23.98,4.8
2022-11-15 10:58:00-05:00,11.99,11.99,,1.0,11.99,2593.0,13.99,560.0,23.98,4.8
2022-11-15 12:12:00-05:00,11.99,11.99,,1.0,11.99,2635.0,13.99,560.0,23.98,4.8
2022-11-15 17:44:00-05:00,11.99,11.99,,1.0,11.99,2635.0,13.99,562.0,23.98,4.8
2022-11-15 22:28:00-05:00,11.99,11.99,,1.0,11.99,2245.0,13.99,562.0,23.98,4.8
2022-11-15 22:58:00-05:00,11.99,11.99,,1.0,11.99,2516.0,13.99,562.0,23.98,4.8
2022-11-15 23:10:00-05:00,11.99,11.99,,1.0,11.99,2245.0,13.99,562.0,23.98,4.8
2022-11-16 08:20:00-05:00,11.99,11.99,,1.0,11.99,2667.0,13.99,562.0,23.98,4.8
2022-11-16 10:38:00-05:00,11.99,11.99,,1.0,11.99,2667.0,13.99,565.0,23.98,4.8
2022-11-16 11:28:00-05:00,11.99,11.99,,1.0,11.99,2601.0,13.99,565.0,23.98,4.8
2022-11-16 22:32:00-05:00,11.99,11.99,,1.0,11.99,2461.0,13.99,565.0,23.98,4.8
2022-11-17 04:32:00-05:00,11.99,11.99,,1.0,11.99,2461.0,13.99,566.0,23.98,4.8
2022-11-17 10:02:00-05:00,11.99,11.99,,1.0,11.99,2461.0,13.99,567.0,23.98,4.8
2022-11-17 11:20:00-05:00,11.99,11.99,,1.0,11.99,2375.0,13.99,567.0,23.98,4.8
2022-11-17 17:40:00-05:00,11.99,11.99,,1.0,11.99,2585.0,13.99,567.0,23.98,4.8
2022-11-17 19:36:00-05:00,11.99,11.99,,1.0,11.99,2734.0,13.99,567.0,23.98,4.8
2022-11-17 21:32:00-05:00,11.99,11.99,,1.0,11.99,2681.0,13.99,567.0,23.98,4.8
2022-11-18 02:16:00-05:00,11.99,11.99,,1.0,11.99,2715.0,13.99,567.0,23.98,4.8
2022-11-18 07:44:00-05:00,11.99,11.99,,1.0,11.99,2715.0,13.99,568.0,23.98,4.8
2022-11-18 11:10:00-05:00,11.99,11.99,,1.0,11.99,2618.0,13.99,568.0,23.98,4.8
2022-11-18 16:24:00-05:00,11.99,11.99,,1.0,11.99,2618.0,13.99,569.0,23.98,4.8
2022-11-19 11:16:00-05:00,11.99,24.47,,1.0,11.99,2674.0,13.99,569.0,23.98,4.8
2022-11-19 15:16:00-05:00,11.99,24.47,,1.0,11.99,2791.0,13.99,569.0,23.98,4.8
2022-11-19 15:46:00-05:00,11.99,24.47,,1.0,11.99,2791.0,13.99,573.0,23.98,4.8
2022-11-19 18:22:00-05:00,11.99,11.99,,2.0,11.99,2641.0,13.99,573.0,23.98,4.8
2022-11-19 22:28:00-05:00,11.99,11.99,,2.0,11.99,2455.0,13.99,573.0,23.98,4.8
2022-11-20 13:56:00-05:00,11.99,11.99,,1.0,11.99,2648.0,13.99,577.0,23.98,4.8
2022-11-20 20:24:00-05:00,11.99,11.99,,1.0,11.99,2625.0,13.99,577.0,23.98,4.8
2022-11-20 23:20:00-05:00,11.99,11.99,,1.0,11.99,2711.0,13.99,577.0,23.98,4.8
2022-11-21 05:16:00-05:00,11.99,11.99,,2.0,11.99,2911.0,13.99,577.0,23.98,4.8
2022-11-21 11:16:00-05:00,11.99,11.99,,2.0,11.99,2911.0,13.99,579.0,23.98,4.8
2022-11-21 11:32:00-05:00,11.99,11.99,,2.0,11.99,2510.0,13.99,579.0,23.98,4.8
2022-11-21 20:26:00-05:00,11.99,11.99,,2.0,11.99,2524.0,13.99,579.0,23.98,4.8
2022-11-22 09:52:00-05:00,11.99,11.99,,2.0,11.99,2441.0,13.99,580.0,23.98,4.8
2022-11-22 16:54:00-05:00,11.99,11.99,,2.0,11.99,2402.0,13.99,580.0,23.98,4.8
2022-11-22 22:40:00-05:00,11.99,24.47,,1.0,11.99,2558.0,13.99,580.0,23.98,4.8
2022-11-23 00:36:00-05:00,11.99,24.47,,1.0,11.99,2614.0,13.99,580.0,23.98,4.8
2022-11-23 02:10:00-05:00,11.99,24.47,,1.0,11.99,2642.0,13.99,580.0,23.98,4.8
2022-11-23 07:30:00-05:00,11.99,24.47,,1.0,11.99,2642.0,13.99,581.0,23.98,4.8
2022-11-23 08:06:00-05:00,11.99,24.47,,1.0,11.99,2691.0,13.99,581.0,23.98,4.8
2022-11-23 09:04:00-05:00,11.99,24.47,,1.0,11.99,2691.0,13.99,582.0,23.98,4.8
