,AMAZON,NEW,USED,COUNT_NEW,BUY_BOX_SHIPPING,SALES,LISTPRICE,COUNT_REVIEWS,NEW_FBA,RATING
2022-01-06 21:00:00-05:00,12.99,12.99,,1.0,12.99,81054.0,12.99,1.0,23.98,5.0
2022-01-07 09:52:00-05:00,12.99,12.99,,1.0,12.99,89776.0,12.99,1.0,23.98,5.0
2022-01-08 05:08:00-05:00,12.99,12.99,,1.0,12.99,74750.0,12.99,1.0,23.98,5.0
2022-01-10 09:46:00-05:00,12.99,12.99,,1.0,12.99,43419.0,12.99,1.0,23.98,5.0
2022-01-10 23:48:00-05:00,12.99,12.99,,1.0,12.99,49990.0,12.99,1.0,23.98,5.0
2022-01-11 02:56:00-05:00,12.99,12.99,,1.0,12.99,72261.0,12.99,1.0,23.98,5.0
2022-01-11 12:52:00-05:00,12.99,12.99,,1.0,12.99,73789.0,12.99,1.0,23.98,5.0
2022-01-11 20:12:00-05:00,12.99,12.99,,1.0,12.99,79219.0,12.99,1.0,23.98,5.0
2022-01-12 09:04:00-05:00,12.99,12.99,,1.0,12.99,87193.0,12.99,1.0,23.98,5.0
2022-01-12 12:08:00-05:00,12.99,12.99,,1.0,12.99,88010.0,12.99,1.0,23.98,5.0
2022-01-12 22:32:00-05:00,12.99,12.99,,1.0,12.99,35217.0,12.99,1.0,23.98,5.0
2022-01-13 01:32:00-05:00,12.99,12.99,,1.0,12.99,38816.0,12.99,1.0,23.98,5.0
2022-01-13 09:16:00-05:00,12.99,12.99,,1.0,12.99,20864.0,12.99,1.0,23.98,5.0
2022-01-13 13:10:00-05:00,12.99,12.99,,1.0,12.99,23531.0,12.99,1.0,23.98,5.0
2022-01-13 16:08:00-05:00,12.99,12.99,,1.0,12.99,25511.0,12.99,1.0,23.98,5.0
2022-01-13 19:08:00-05:00,12.99,12.99,,1.0,12.99,27517.0,12.99,1.0,23.98,5.0
2022-01-13 23:16:00-05:00,12.99,12.99,,1.0,12.99,29278.0,12.99,1.0,23.98,5.0
2022-01-14 02:18:00-05:00,12.99,12.99,,1.0,12.99,31381.0,12.99,1.0,23.98,5.0
2022-01-14 04:18:00-05:00,12.99,12.99,,1.0,12.99,29259.0,12.99,1.0,23.98,5.0
2022-01-14 16:44:00-05:00,12.99,12.99,,1.0,12.99,23976.0,12.99,1.0,23.98,5.0
2022-01-15 05:24:00-05:00,12.99,12.99,,1.0,12.99,27140.0,12.99,1.0,23.98,5.0
2022-01-15 12:36:00-05:00,12.99,12.99,,1.0,12.99,19110.0,12.99,1.0,23.98,5.0
2022-01-15 20:22:00-05:00,12.99,12.99,,1.0,12.99,19363.0,12.99,1.0,23.98,5.0
2022-01-16 00:10:00-05:00,12.99,12.99,,1.0,12.99,20984.0,12.99,1.0,23.98,5.0
2022-01-16 05:08:00-05:00,12.99,12.99,,1.0,12.99,21687.0,12.99,1.0,23.98,5.0
2022-01-16 07:24:00-05:00,12.99,12.99,,1.0,12.99,25381.0,12.99,1.0,23.98,5.0
2022-01-17 01:28:00-05:00,12.99,12.99,,1.0,12.99,16031.0,12.99,1.0,23.98,5.0
2022-01-17 02:32:00-05:00,12.99,12.99,,1.0,12.99,16576.0,12.99,1.0,23.98,5.0
2022-01-17 05:06:00-05:00,12.99,12.99,,1.0,12.99,16296.0,12.99,1.0,23.98,5.0
2022-01-17 09:12:00-05:00,12.99,12.99,,1.0,12.99,18417.0,12.99,1.0,23.98,5.0
2022-01-17 16:16:00-05:00,12.99,12.99,,1.0,12.99,22345.0,12.99,1.0,23.98,5.0
2022-01-17 19:42:00-05:00,12.99,12.99,,1.0,12.99,19564.0,12.99,1.0,23.98,5.0
2022-01-18 01:00:00-05:00,12.99,12.99,,1.0,12.99,19531.0,12.99,1.0,23.98,5.0
2022-01-18 04:48:00-05:00,12.99,12.99,,1.0,12.99,19299.0,12.99,1.0,23.98,5.0
2022-01-18 08:04:00-05:00,12.99,12.99,,1.0,12.99,16560.0,12.99,1.0,23.98,5.0
2022-01-18 10:44:00-05:00,12.99,12.99,,1.0,12.99,16923.0,12.99,1.0,23.98,5.0
2022-01-19 00:30:00-05:00,12.99,12.99,,1.0,12.99,18727.0,12.99,1.0,23.98,5.0
2022-01-19 02:34:00-05:00,12.99,12.99,,1.0,12.99,17189.0,12.99,1.0,23.98,5.0
2022-01-19 09:00:00-05:00,12.99,12.99,,1.0,12.99,19784.0,12.99,1.0,23.98,5.0
2022-01-20 04:56:00-05:00,12.99,12.99,,1.0,12.99,21959.0,12.99,1.0,23.98,5.0
2022-01-20 09:00:00-05:00,12.99,12.99,,1.0,12.99,16754.0,12.99,1.0,23.98,5.0
2022-01-20 12:08:00-05:00,12.99,12.99,,1.0,12.99,16764.0,12.99,1.0,23.98,5.0
2022-01-20 14:24:00-05:00,12.99,12.99,,1.0,12.99,16643.0,12.99,1.0,23.98,5.0
2022-01-20 17:40:00-05:00,12.99,12.99,,1.0,12.99,18514.0,12.99,1.0,23.98,5.0
2022-01-20 22:42:00-05:00,12.99,12.99,,1.0,12.99,17123.0,12.99,1.0,23.98,5.0
2022-01-21 08:28:00-05:00,12.99,12.99,,1.0,12.99,16533.0,12.99,1.0,23.98,5.0
2022-01-21 12:14:00-05:00,12.99,12.99,,1.0,12.99,15771.0,12.99,1.0,23.98,5.0
2022-01-21 12:58:00-05:00,12.99,12.99,,1.0,12.99,15984.0,12.99,1.0,23.98,5.0
2022-01-22 02:32:00-05:00,12.99,12.99,,1.0,12.99,17536.0,12.99,1.0,23.98,5.0
2022-01-22 05:20:00-05:00,12.99,12.99,,2.0,12.99,17536.0,12.99,1.0,23.98,5.0
2022-01-22 08:44:00-05:00,12.99,12.99,,2.0,12.99,19967.0,12.99,1.0,23.98,5.0
2022-01-22 15:58:00-05:00,12.99,12.99,,2.0,12.99,22069.0,12.99,1.0,23.98,5.0
2022-01-22 19:14:00-05:00,12.99,12.99,,2.0,12.99,15036.0,12.99,1.0,23.98,5.0
2022-01-23 01:48:00-05:00,12.99,12.99,,2.0,12.99,14507.0,12.99,1.0,23.98,5.0
2022-01-23 04:32:00-05:00,12.99,12.99,,2.0,12.99,11357.0,12.99,1.0,23.98,5.0
2022-01-23 09:36:00-05:00,12.99,12.99,,2.0,12.99,12677.0,12.99,1.0,23.98,5.0
2022-01-23 13:20:00-05:00,12.99,12.99,,2.0,12.99,11685.0,12.99,1.0,23.98,5.0
2022-01-23 13:48:00-05:00,12.99,12.99,,2.0,12.99,11685.0,12.99,1.0,23.98,5.0
2022-01-24 00:16:00-05:00,12.99,12.99,,2.0,12.99,13591.0,12.99,1.0,23.98,5.0
2022-01-24 03:46:00-05:00,12.99,12.99,,2.0,12.99,14128.0,12.99,1.0,23.98,5.0
2022-01-24 07:52:00-05:00,12.99,12.99,,2.0,12.99,13751.0,12.99,1.0,23.98,5.0
2022-01-24 11:40:00-05:00,12.99,12.99,,2.0,12.99,13845.0,12.99,1.0,23.98,5.0
2022-01-24 16:28:00-05:00,11.99,11.99,,2.0,11.99,16087.0,12.99,1.0,23.98,5.0
2022-01-25 06:24:00-05:00,11.99,11.99,,2.0,11.99,16285.0,12.99,1.0,23.98,5.0
2022-01-25 10:16:00-05:00,11.99,11.99,,2.0,11.99,15899.0,12.99,1.0,23.98,5.0
2022-01-25 15:40:00-05:00,11.99,11.99,,2.0,11.99,15360.0,12.99,1.0,23.98,5.0
2022-01-25 17:52:00-05:00,11.99,11.99,,2.0,11.99,16363.0,12.99,1.0,23.98,5.0
2022-01-25 22:00:00-05:00,11.99,11.99,,2.0,11.99,16194.0,12.99,1.0,23.98,5.0
2022-01-26 10:56:00-05:00,11.99,11.99,,2.0,11.99,15976.0,12.99,1.0,23.98,5.0
2022-01-26 17:30:00-05:00,11.99,11.99,,2.0,11.99,16425.0,12.99,1.0,23.98,5.0
2022-01-27 00:30:00-05:00,11.99,11.99,,2.0,11.99,17173.0,12.99,1.0,23.98,5.0
2022-01-27 02:52:00-05:00,11.99,11.99,,2.0,11.99,15886.0,12.99,1.0,23.98,5.0
2022-01-27 05:26:00-05:00,11.99,11.99,,2.0,11.99,15886.0,12.99,1.0,23.98,5.0
2022-01-27 07:14:00-05:00,11.99,11.99,,2.0,11.99,15306.0,12.99,1.0,23.98,5.0
2022-01-27 10:12:00-05:00,11.99,11.99,,2.0,11.99,14454.0,12.99,1.0,23.98,5.0
2022-01-27 18:32:00-05:00,11.99,11.99,,2.0,11.99,14176.0,12.99,1.0,23.98,5.0
2022-01-27 21:32:00-05:00,11.99,11.99,,2.0,11.99,14562.0,12.99,1.0,23.98,5.0
2022-01-28 06:54:00-05:00,11.99,11.99,,2.0,11.99,15493.0,12.99,1.0,23.98,5.0
2022-01-28 08:56:00-05:00,11.99,11.99,,2.0,11.99,15556.0,12.99,1.0,23.98,5.0
2022-01-28 14:10:00-05:00,11.99,11.99,,2.0,11.99,16126.0,12.99,1.0,23.98,5.0
2022-01-28 16:30:00-05:00,11.99,11.99,,2.0,11.99,15546.0,12.99,1.0,23.98,5.0
2022-01-28 18:20:00-05:00,11.99,11.99,,2.0,11.99,15916.0,12.99,1.0,23.98,5.0
2022-01-29 00:24:00-05:00,11.99,11.99,,2.0,11.99,14839.0,12.99,1.0,23.98,5.0
2022-01-29 02:30:00-05:00,11.99,11.99,,2.0,11.99,15088.0,12.99,1.0,23.98,5.0
2022-01-29 07:50:00-05:00,11.99,11.99,,2.0,11.99,16038.0,12.99,1.0,23.98,5.0
2022-01-29 10:12:00-05:00,11.99,11.99,,2.0,11.99,16604.0,12.99,1.0,23.98,5.0
2022-01-29 21:04:00-05:00,11.99,11.99,,2.0,11.99,15920.0,12.99,1.0,23.98,5.0
2022-01-30 16:04:00-05:00,11.99,11.99,,2.0,11.99,14005.0,12.99,1.0,23.98,5.0
2022-01-30 17:56:00-05:00,11.99,11.99,,2.0,11.99,13099.0,12.99,1.0,23.98,5.0
2022-01-31 04:12:00-05:00,11.99,11.99,,2.0,11.99,14647.0,12.99,1.0,23.98,5.0
2022-01-31 08:14:00-05:00,11.99,11.99,,2.0,11.99,14619.0,12.99,1.0,23.98,5.0
2022-01-31 10:12:00-05:00,11.99,11.99,,2.0,11.99,11030.0,12.99,1.0,23.98,5.0
2022-01-31 15:00:00-05:00,11.99,11.99,,2.0,11.99,11661.0,12.99,1.0,23.98,5.0
2022-01-31 17:04:00-05:00,11.99,11.99,,2.0,11.99,12107.0,12.99,1.0,23.98,5.0
2022-01-31 22:56:00-05:00,14.19,14.19,,2.0,14.19,13089.0,12.99,1.0,23.98,5.0
2022-02-01 00:20:00-05:00,14.19,14.19,,2.0,14.19,12164.0,12.99,1.0,23.98,5.0
2022-02-01 09:52:00-05:00,14.19,14.19,,2.0,14.19,13171.0,12.99,1.0,23.98,5.0
2022-02-01 13:16:00-05:00,14.19,14.19,,2.0,14.19,11273.0,12.99,1.0,23.98,5.0
2022-02-01 20:12:00-05:00,14.19,14.19,,2.0,14.19,11349.0,12.99,1.0,23.98,5.0
2022-02-02 06:56:00-05:00,14.19,14.19,,2.0,14.19,12215.0,12.99,1.0,23.98,5.0
2022-02-02 09:28:00-05:00,14.19,14.19,,2.0,14.19,12249.0,12.99,1.0,23.98,5.0
2022-02-02 17:40:00-05:00,14.19,14.19,,2.0,14.19,12198.0,12.99,1.0,23.98,5.0
2022-02-03 12:56:00-05:00,14.19,14.19,,2.0,14.19,12913.0,12.99,1.0,23.98,5.0
2022-02-03 13:40:00-05:00,14.19,14.19,,2.0,14.19,12913.0,12.99,2.0,23.98,5.0
2022-02-04 04:32:00-05:00,14.19,14.19,,2.0,14.19,11412.0,12.99,2.0,23.98,5.0
2022-02-04 13:00:00-05:00,14.19,14.19,,2.0,14.19,13188.0,12.99,2.0,23.98,5.0
2022-02-04 16:00:00-05:00,14.19,14.19,,2.0,14.19,12076.0,12.99,2.0,23.98,5.0
2022-02-05 01:08:00-05:00,14.19,14.19,,2.0,14.19,12265.0,12.99,2.0,23.98,5.0
2022-02-05 14:40:00-05:00,14.19,14.19,,2.0,14.19,9915.0,12.99,2.0,23.98,5.0
2022-02-05 20:00:00-05:00,14.19,14.19,,2.0,14.19,10571.0,12.99,2.0,23.98,5.0
2022-02-06 01:56:00-05:00,14.19,14.19,,2.0,14.19,11740.0,12.99,2.0,23.98,5.0
2022-02-06 04:12:00-05:00,14.19,14.19,,2.0,14.19,11461.0,12.99,2.0,23.98,5.0
2022-02-06 17:26:00-05:00,14.19,14.19,,2.0,14.19,11342.0,12.99,2.0,23.98,5.0
2022-02-06 19:28:00-05:00,14.19,14.19,,2.0,14.19,11305.0,12.99,2.0,23.98,5.0
2022-02-07 01:32:00-05:00,14.19,14.19,,2.0,14.19,13536.0,12.99,2.0,23.98,5.0
2022-02-07 15:04:00-05:00,14.19,14.19,,2.0,14.19,15014.0,12.99,2.0,23.98,5.0
2022-02-07 19:04:00-05:00,14.19,14.19,,2.0,14.19,15548.0,12.99,2.0,23.98,5.0
2022-02-07 23:04:00-05:00,14.19,14.19,,2.0,14.19,12860.0,12.99,2.0,23.98,5.0
2022-02-08 01:02:00-05:00,14.19,14.19,,2.0,14.19,11690.0,12.99,2.0,23.98,5.0
2022-02-08 06:00:00-05:00,12.99,12.99,,2.0,12.99,12297.0,12.99,2.0,23.98,5.0
2022-02-08 09:44:00-05:00,12.99,12.99,,2.0,12.99,13594.0,12.99,2.0,23.98,5.0
2022-02-08 14:52:00-05:00,12.99,12.99,,2.0,12.99,15013.0,12.99,2.0,23.98,5.0
2022-02-08 18:22:00-05:00,12.99,12.99,,2.0,12.99,17773.0,12.99,2.0,23.98,5.0
2022-02-08 22:08:00-05:00,12.99,12.99,,2.0,12.99,17773.0,12.99,3.0,23.98,5.0
2022-02-09 00:24:00-05:00,12.99,12.99,,2.0,12.99,17481.0,12.99,3.0,23.98,5.0
2022-02-09 03:10:00-05:00,12.99,12.99,,2.0,12.99,17194.0,12.99,3.0,23.98,5.0
2022-02-09 05:38:00-05:00,12.99,12.99,,2.0,12.99,16819.0,12.99,3.0,23.98,5.0
2022-02-09 08:40:00-05:00,12.99,12.99,,2.0,12.99,17280.0,12.99,3.0,23.98,5.0
2022-02-09 13:28:00-05:00,12.99,12.99,,2.0,12.99,18540.0,12.99,3.0,23.98,5.0
2022-02-09 14:44:00-05:00,12.99,12.99,,2.0,12.99,18540.0,12.99,6.0,23.98,5.0
2022-02-09 15:32:00-05:00,12.99,12.99,,2.0,12.99,17038.0,12.99,6.0,23.98,5.0
2022-02-09 20:18:00-05:00,12.99,12.99,,2.0,12.99,13293.0,12.99,6.0,23.98,5.0
2022-02-09 22:48:00-05:00,12.99,12.99,,2.0,12.99,14464.0,12.99,6.0,23.98,5.0
2022-02-10 01:58:00-05:00,12.99,12.99,,2.0,12.99,16903.0,12.99,6.0,23.98,5.0
2022-02-10 22:22:00-05:00,12.99,12.99,,2.0,12.99,16903.0,12.99,7.0,23.98,4.8
2022-02-10 23:44:00-05:00,12.99,12.99,,2.0,12.99,11753.0,12.99,7.0,23.98,4.8
2022-02-11 02:44:00-05:00,12.99,12.99,,2.0,12.99,11499.0,12.99,7.0,23.98,4.8
2022-02-11 06:06:00-05:00,12.99,12.99,,2.0,12.99,11499.0,12.99,9.0,23.98,4.699999999999999
2022-02-11 06:52:00-05:00,12.99,12.99,,1.0,12.99,11791.0,12.99,9.0,23.98,4.699999999999999
2022-02-11 09:52:00-05:00,12.99,12.99,,1.0,12.99,11488.0,12.99,9.0,23.98,4.699999999999999
2022-02-11 10:52:00-05:00,12.99,12.99,,1.0,12.99,11488.0,12.99,10.0,23.98,4.8
2022-02-11 15:08:00-05:00,12.99,12.99,,1.0,12.99,10586.0,12.99,10.0,23.98,4.8
2022-02-11 17:16:00-05:00,12.99,12.99,,1.0,12.99,12048.0,12.99,10.0,23.98,4.8
2022-02-11 21:56:00-05:00,12.99,12.99,,1.0,12.99,13274.0,12.99,10.0,23.98,4.8
2022-02-12 00:02:00-05:00,12.99,12.99,,1.0,12.99,13274.0,12.99,12.0,23.98,4.699999999999999
2022-02-12 00:22:00-05:00,12.99,12.99,,1.0,12.99,13481.0,12.99,12.0,23.98,4.699999999999999
2022-02-12 02:28:00-05:00,12.99,12.99,,1.0,12.99,14071.0,12.99,12.0,23.98,4.699999999999999
2022-02-12 07:56:00-05:00,12.99,12.99,,1.0,12.99,11638.0,12.99,12.0,23.98,4.699999999999999
2022-02-12 08:12:00-05:00,12.99,12.99,,1.0,12.99,11638.0,12.99,13.0,23.98,4.699999999999999
2022-02-12 08:44:00-05:00,12.99,12.99,,1.0,12.99,12160.0,12.99,13.0,23.98,4.699999999999999
2022-02-12 21:32:00-05:00,12.99,12.99,,1.0,12.99,8777.0,12.99,13.0,23.98,4.699999999999999
2022-02-13 00:44:00-05:00,12.99,12.99,,1.0,12.99,10829.0,12.99,13.0,23.98,4.699999999999999
2022-02-13 04:52:00-05:00,12.99,12.99,,1.0,12.99,10685.0,12.99,13.0,23.98,4.699999999999999
2022-02-13 08:08:00-05:00,12.99,12.99,,1.0,12.99,11463.0,12.99,13.0,23.98,4.699999999999999
2022-02-13 11:20:00-05:00,12.99,12.99,,1.0,12.99,12068.0,12.99,13.0,23.98,4.699999999999999
2022-02-13 15:52:00-05:00,12.99,12.99,,1.0,12.99,12068.0,12.99,14.0,23.98,4.699999999999999
2022-02-13 23:40:00-05:00,12.99,12.99,,1.0,12.99,14402.0,12.99,14.0,23.98,4.699999999999999
2022-02-14 03:52:00-05:00,12.99,12.99,,1.0,12.99,12757.0,12.99,14.0,23.98,4.699999999999999
2022-02-14 04:04:00-05:00,12.99,12.99,,1.0,12.99,12757.0,12.99,15.0,23.98,4.699999999999999
2022-02-14 06:20:00-05:00,12.99,12.99,,1.0,12.99,12394.0,12.99,15.0,23.98,4.699999999999999
2022-02-14 07:00:00-05:00,12.99,12.99,,1.0,12.99,12394.0,12.99,17.0,23.98,4.699999999999999
2022-02-14 10:20:00-05:00,12.99,12.99,,1.0,12.99,12847.0,12.99,17.0,23.98,4.699999999999999
2022-02-14 14:50:00-05:00,12.99,12.99,,1.0,12.99,12847.0,12.99,18.0,23.98,4.8
2022-02-14 19:20:00-05:00,12.99,12.99,,1.0,12.99,11100.0,12.99,18.0,23.98,4.8
2022-02-14 23:44:00-05:00,12.99,12.99,,1.0,12.99,10764.0,12.99,18.0,23.98,4.8
2022-02-15 03:04:00-05:00,12.99,12.99,,1.0,12.99,12701.0,12.99,18.0,23.98,4.8
2022-02-15 05:50:00-05:00,12.99,12.99,,1.0,12.99,12791.0,12.99,18.0,23.98,4.8
2022-02-15 09:00:00-05:00,12.99,12.99,,1.0,12.99,12791.0,12.99,20.0,23.98,4.8
2022-02-15 09:38:00-05:00,12.99,12.99,,1.0,12.99,13184.0,12.99,20.0,23.98,4.8
2022-02-15 14:32:00-05:00,12.99,12.99,,1.0,12.99,13184.0,12.99,21.0,23.98,4.8
2022-02-15 16:24:00-05:00,12.99,12.99,,1.0,12.99,15425.0,12.99,21.0,23.98,4.8
2022-02-15 19:40:00-05:00,11.99,11.99,,1.0,11.99,11765.0,12.99,21.0,23.98,4.8
2022-02-15 22:28:00-05:00,11.99,11.99,,1.0,11.99,11439.0,12.99,21.0,23.98,4.8
2022-02-16 01:32:00-05:00,11.99,11.99,,1.0,11.99,11271.0,12.99,21.0,23.98,4.8
2022-02-16 10:04:00-05:00,11.99,11.99,,1.0,11.99,10669.0,12.99,21.0,23.98,4.8
2022-02-16 10:52:00-05:00,11.99,11.99,,1.0,11.99,11678.0,12.99,21.0,23.98,4.8
2022-02-16 16:00:00-05:00,11.99,11.99,,1.0,11.99,8710.0,12.99,21.0,23.98,4.8
2022-02-16 20:32:00-05:00,11.99,11.99,,1.0,11.99,8710.0,12.99,22.0,23.98,4.699999999999999
2022-02-16 23:16:00-05:00,11.99,11.99,,1.0,11.99,9845.0,12.99,22.0,23.98,4.699999999999999
2022-02-17 00:32:00-05:00,11.99,11.99,,1.0,11.99,9845.0,12.99,23.0,23.98,4.699999999999999
2022-02-17 01:20:00-05:00,11.99,11.99,,1.0,11.99,12019.0,12.99,23.0,23.98,4.699999999999999
2022-02-17 04:22:00-05:00,11.99,11.99,,1.0,11.99,10144.0,12.99,23.0,23.98,4.699999999999999
2022-02-17 07:36:00-05:00,11.99,11.99,,1.0,11.99,10804.0,12.99,23.0,23.98,4.699999999999999
2022-02-17 12:24:00-05:00,11.99,11.99,,1.0,11.99,9745.0,12.99,23.0,23.98,4.699999999999999
2022-02-17 13:12:00-05:00,11.99,11.99,,1.0,11.99,9991.0,12.99,23.0,23.98,4.699999999999999
2022-02-17 14:44:00-05:00,12.99,12.99,,1.0,12.99,9991.0,12.99,23.0,23.98,4.699999999999999
2022-02-17 15:58:00-05:00,12.99,12.99,,1.0,12.99,9991.0,12.99,24.0,23.98,4.699999999999999
2022-02-17 19:32:00-05:00,12.99,12.99,,1.0,12.99,10558.0,12.99,24.0,23.98,4.699999999999999
2022-02-17 23:00:00-05:00,11.99,11.99,,1.0,11.99,10378.0,12.99,24.0,23.98,4.699999999999999
2022-02-18 05:44:00-05:00,11.99,11.99,,1.0,11.99,10378.0,12.99,25.0,23.98,4.6000000000000005
2022-02-18 06:34:00-05:00,11.99,11.99,,1.0,11.99,10408.0,12.99,25.0,23.98,4.6000000000000005
2022-02-18 09:32:00-05:00,11.99,11.99,,1.0,11.99,10408.0,12.99,26.0,23.98,4.699999999999999
2022-02-18 11:08:00-05:00,12.99,12.99,,1.0,12.99,10214.0,12.99,26.0,23.98,4.699999999999999
2022-02-18 12:54:00-05:00,11.99,11.99,,1.0,11.99,9608.0,12.99,26.0,23.98,4.699999999999999
2022-02-18 17:24:00-05:00,11.99,11.99,,1.0,11.99,9608.0,12.99,27.0,23.98,4.699999999999999
2022-02-18 17:36:00-05:00,11.99,11.99,,1.0,11.99,10338.0,12.99,27.0,23.98,4.699999999999999
2022-02-19 01:00:00-05:00,11.99,11.99,,1.0,11.99,8678.0,12.99,27.0,23.98,4.699999999999999
2022-02-19 03:38:00-05:00,11.99,11.99,,1.0,11.99,8192.0,12.99,27.0,23.98,4.699999999999999
2022-02-19 06:44:00-05:00,11.99,11.99,,1.0,11.99,9143.0,12.99,27.0,23.98,4.699999999999999
2022-02-19 09:48:00-05:00,11.99,11.99,,1.0,11.99,9143.0,12.99,28.0,23.98,4.699999999999999
2022-02-19 10:14:00-05:00,11.99,11.99,,1.0,11.99,9524.0,12.99,28.0,23.98,4.699999999999999
2022-02-19 13:00:00-05:00,11.99,11.99,,1.0,11.99,9716.0,12.99,28.0,23.98,4.699999999999999
2022-02-19 15:04:00-05:00,11.99,11.99,,1.0,11.99,7676.0,12.99,28.0,23.98,4.699999999999999
2022-02-19 19:30:00-05:00,11.99,11.99,,1.0,11.99,7379.0,12.99,28.0,23.98,4.699999999999999
2022-02-19 21:42:00-05:00,11.99,11.99,,1.0,11.99,7978.0,12.99,28.0,23.98,4.699999999999999
2022-02-20 01:06:00-05:00,11.99,11.99,,1.0,11.99,7978.0,12.99,29.0,23.98,4.699999999999999
2022-02-20 04:48:00-05:00,11.99,11.99,,1.0,11.99,8865.0,12.99,29.0,23.98,4.699999999999999
2022-02-20 06:56:00-05:00,11.99,11.99,,1.0,11.99,9346.0,12.99,29.0,23.98,4.699999999999999
2022-02-20 11:12:00-05:00,11.99,11.99,,1.0,11.99,9708.0,12.99,29.0,23.98,4.699999999999999
2022-02-20 17:08:00-05:00,11.99,11.99,,1.0,11.99,9708.0,12.99,30.0,23.98,4.699999999999999
2022-02-20 17:24:00-05:00,11.99,11.99,,1.0,11.99,10048.0,12.99,30.0,23.98,4.699999999999999
2022-02-20 19:48:00-05:00,11.99,11.99,,1.0,11.99,9163.0,12.99,30.0,23.98,4.699999999999999
2022-02-20 23:46:00-05:00,11.99,11.99,,1.0,11.99,10473.0,12.99,30.0,23.98,4.699999999999999
2022-02-21 14:24:00-05:00,11.99,11.99,,1.0,11.99,12404.0,12.99,30.0,23.98,4.699999999999999
2022-02-21 19:54:00-05:00,11.99,11.99,,1.0,11.99,10294.0,12.99,30.0,23.98,4.699999999999999
2022-02-21 19:56:00-05:00,11.99,11.99,,1.0,11.99,10294.0,12.99,31.0,23.98,4.699999999999999
2022-02-22 01:52:00-05:00,11.99,11.99,,1.0,11.99,8677.0,12.99,31.0,23.98,4.699999999999999
2022-02-22 04:56:00-05:00,11.99,11.99,,1.0,11.99,8878.0,12.99,31.0,23.98,4.699999999999999
2022-02-22 11:46:00-05:00,11.99,11.99,,1.0,11.99,10091.0,12.99,31.0,23.98,4.699999999999999
2022-02-22 18:24:00-05:00,11.99,11.99,,1.0,11.99,11918.0,12.99,31.0,23.98,4.699999999999999
2022-02-23 00:54:00-05:00,11.99,11.99,,1.0,11.99,10060.0,12.99,31.0,23.98,4.699999999999999
2022-02-23 04:48:00-05:00,11.99,11.99,,1.0,11.99,10606.0,12.99,31.0,23.98,4.699999999999999
