,AMAZON,NEW,USED,RATING,COUNT_REVIEWS,SALES,COUNT_NEW,BUY_BOX_SHIPPING,LISTPRICE,NEW_FBA
2022-05-13 16:40:00-04:00,6.99,6.99,,4.8,17315.0,531.0,1.0,6.99,6.99,7.5
2022-05-14 00:24:00-04:00,6.99,6.99,,4.8,17315.0,529.0,1.0,6.99,6.99,7.5
2022-05-14 02:30:00-04:00,6.99,6.99,,4.8,17315.0,532.0,1.0,6.99,6.99,7.5
2022-05-14 04:20:00-04:00,6.99,6.99,,3.0,1.0,532.0,1.0,6.99,6.99,7.5
2022-05-14 05:32:00-04:00,6.99,6.99,,3.0,1.0,554.0,1.0,6.99,6.99,7.5
2022-05-14 12:28:00-04:00,6.99,6.99,,3.0,1.0,580.0,1.0,6.99,6.99,7.5
2022-05-14 23:44:00-04:00,6.99,6.99,,3.0,1.0,564.0,1.0,6.99,6.99,7.5
2022-05-15 06:24:00-04:00,6.99,6.99,,3.0,1.0,582.0,1.0,6.99,6.99,7.5
2022-05-16 01:40:00-04:00,6.99,6.99,,3.0,1.0,567.0,1.0,6.99,6.99,7.5
2022-05-16 07:10:00-04:00,6.99,6.99,,3.0,1.0,615.0,1.0,6.99,6.99,7.5
2022-05-16 11:12:00-04:00,6.99,6.99,,3.0,1.0,646.0,1.0,6.99,6.99,7.5
2022-05-16 19:06:00-04:00,6.99,6.99,,3.0,1.0,620.0,1.0,6.99,6.99,7.5
2022-05-16 22:02:00-04:00,6.99,6.99,,3.0,1.0,621.0,1.0,6.99,6.99,7.5
2022-05-17 10:02:00-04:00,6.99,6.99,,3.0,1.0,643.0,1.0,6.99,6.99,7.5
2022-05-17 14:00:00-04:00,6.99,6.99,,4.8,8659.0,568.0,1.0,6.99,6.99,7.5
2022-05-17 18:26:00-04:00,6.99,6.99,,4.8,8659.0,598.0,1.0,6.99,6.99,7.5
2022-05-17 23:12:00-04:00,6.99,6.99,,4.8,8656.0,572.0,1.0,6.99,6.99,7.5
2022-05-18 05:06:00-04:00,6.99,6.99,,4.8,8656.0,594.0,1.0,6.99,6.99,7.5
2022-05-18 06:24:00-04:00,6.99,6.99,,4.8,8656.0,656.0,1.0,6.99,6.99,7.5
2022-05-18 15:20:00-04:00,6.99,6.99,,4.8,8656.0,669.0,1.0,6.99,6.99,7.5
2022-05-18 20:56:00-04:00,6.99,6.99,,4.8,8656.0,677.0,1.0,6.99,6.99,7.5
2022-05-19 05:14:00-04:00,6.99,6.99,,4.8,8656.0,699.0,1.0,6.99,6.99,7.5
2022-05-19 10:28:00-04:00,6.99,6.99,,4.8,8656.0,742.0,1.0,6.99,6.99,7.5
2022-05-19 11:02:00-04:00,6.99,6.99,,4.8,8656.0,760.0,1.0,6.99,6.99,7.5
2022-05-19 20:52:00-04:00,6.99,6.99,,4.8,8656.0,719.0,1.0,6.99,6.99,7.5
2022-05-19 21:16:00-04:00,6.99,6.99,,4.8,8693.0,719.0,1.0,6.99,6.99,7.5
2022-05-20 12:06:00-04:00,6.99,6.99,,4.8,8693.0,723.0,1.0,6.99,6.99,7.5
2022-05-20 13:08:00-04:00,6.99,6.99,,4.8,8700.0,723.0,1.0,6.99,6.99,7.5
2022-05-20 23:56:00-04:00,6.99,6.99,,4.8,8700.0,729.0,2.0,6.99,6.99,7.5
2022-05-21 03:14:00-04:00,6.99,6.99,,4.8,8700.0,734.0,2.0,6.99,6.99,7.5
2022-05-21 05:48:00-04:00,6.99,6.99,,4.8,8700.0,732.0,2.0,6.99,6.99,7.5
2022-05-21 11:56:00-04:00,6.99,6.99,,4.8,8700.0,735.0,2.0,6.99,6.99,7.5
2022-05-21 12:32:00-04:00,6.99,6.99,,4.8,8708.0,735.0,2.0,6.99,6.99,7.5
2022-05-21 17:12:00-04:00,6.99,6.99,,4.8,8708.0,726.0,2.0,6.99,6.99,7.5
2022-05-22 00:48:00-04:00,6.99,6.99,,4.8,8708.0,664.0,2.0,6.99,6.99,7.5
2022-05-22 04:30:00-04:00,6.99,6.99,,4.8,8708.0,694.0,2.0,6.99,6.99,7.5
2022-05-22 22:32:00-04:00,6.99,6.99,,4.8,8708.0,693.0,2.0,6.99,6.99,7.5
2022-05-22 23:10:00-04:00,6.99,6.99,,4.8,8720.0,693.0,2.0,6.99,6.99,7.5
2022-05-23 02:44:00-04:00,6.99,6.99,,4.8,8720.0,709.0,2.0,6.99,6.99,7.5
2022-05-23 11:54:00-04:00,6.99,6.99,,4.8,8720.0,774.0,2.0,6.99,6.99,7.5
2022-05-23 17:08:00-04:00,6.99,6.99,,4.8,8720.0,750.0,2.0,6.99,6.99,7.5
2022-05-24 00:36:00-04:00,6.99,6.99,,4.8,8720.0,793.0,2.0,6.99,6.99,7.5
2022-05-24 02:20:00-04:00,6.99,6.99,,4.8,8720.0,822.0,2.0,6.99,6.99,7.5
2022-05-24 07:08:00-04:00,6.99,6.99,,4.8,8721.0,822.0,2.0,6.99,6.99,7.5
2022-05-24 08:48:00-04:00,6.99,6.99,,4.8,8730.0,811.0,2.0,6.99,6.99,7.5
2022-05-24 12:52:00-04:00,6.99,6.99,,4.8,8730.0,809.0,2.0,6.99,6.99,7.5
2022-05-24 15:00:00-04:00,6.99,6.99,,4.8,8743.0,809.0,2.0,6.99,6.99,7.5
2022-05-24 23:32:00-04:00,6.99,6.99,,4.8,8743.0,707.0,2.0,6.99,6.99,7.5
2022-05-25 02:40:00-04:00,6.99,6.99,,4.8,8743.0,676.0,2.0,6.99,6.99,7.5
2022-05-25 08:16:00-04:00,6.99,6.99,,4.8,8743.0,699.0,2.0,6.99,6.99,7.5
2022-05-25 09:18:00-04:00,6.99,6.99,,4.8,8749.0,699.0,2.0,6.99,6.99,7.5
2022-05-25 13:00:00-04:00,6.99,6.99,,4.8,8749.0,695.0,2.0,6.99,6.99,7.5
2022-05-25 22:54:00-04:00,6.99,6.99,,4.8,8749.0,752.0,2.0,6.99,6.99,7.5
2022-05-26 02:44:00-04:00,6.99,6.99,,4.8,8749.0,770.0,2.0,6.99,6.99,7.5
2022-05-26 05:22:00-04:00,6.99,6.99,,4.8,8749.0,826.0,2.0,6.99,6.99,7.5
2022-05-26 07:16:00-04:00,6.99,6.99,,4.8,8749.0,827.0,2.0,6.99,6.99,7.5
2022-05-26 08:34:00-04:00,6.99,6.99,,4.8,8753.0,827.0,2.0,6.99,6.99,7.5
2022-05-26 09:20:00-04:00,6.99,6.99,,4.8,8753.0,846.0,2.0,6.99,6.99,7.5
2022-05-26 13:32:00-04:00,6.99,6.99,,4.8,8753.0,796.0,2.0,6.99,6.99,7.5
2022-05-26 22:00:00-04:00,6.99,6.99,,4.8,8766.0,796.0,2.0,6.99,6.99,7.5
2022-05-27 00:16:00-04:00,6.99,6.99,,4.8,8766.0,761.0,2.0,6.99,6.99,7.5
2022-05-27 03:36:00-04:00,6.99,6.99,,4.8,8766.0,822.0,2.0,6.99,6.99,7.5
2022-05-27 09:04:00-04:00,6.99,6.99,,4.8,8773.0,822.0,2.0,6.99,6.99,7.5
2022-05-27 21:24:00-04:00,6.99,6.99,,4.8,8774.0,813.0,2.0,6.99,6.99,7.5
2022-05-29 04:12:00-04:00,6.99,6.99,,4.8,8783.0,813.0,2.0,6.99,6.99,7.5
2022-05-29 12:36:00-04:00,6.99,6.99,,4.8,8783.0,841.0,2.0,6.99,6.99,7.5
2022-05-29 22:20:00-04:00,6.99,6.99,,4.8,8783.0,813.0,2.0,6.99,6.99,7.5
2022-05-30 00:08:00-04:00,6.99,6.99,,4.8,8783.0,810.0,2.0,6.99,6.99,7.5
2022-05-30 12:40:00-04:00,6.99,6.99,,4.8,8783.0,814.0,2.0,6.99,6.99,7.5
2022-05-30 17:12:00-04:00,6.99,6.99,,4.8,8783.0,727.0,2.0,6.99,6.99,7.5
2022-05-30 18:48:00-04:00,6.99,6.99,,4.8,8783.0,790.0,2.0,6.99,6.99,7.5
2022-05-31 08:40:00-04:00,6.99,6.99,,4.8,8804.0,784.0,2.0,6.99,6.99,7.5
2022-05-31 16:16:00-04:00,6.99,6.99,,4.8,8809.0,784.0,2.0,6.99,6.99,7.5
2022-05-31 16:36:00-04:00,6.99,6.99,,4.8,8809.0,748.0,2.0,6.99,6.99,7.5
2022-05-31 18:02:00-04:00,6.99,6.99,,4.8,8809.0,747.0,2.0,6.99,6.99,7.5
2022-05-31 22:08:00-04:00,6.99,6.99,,4.8,8809.0,742.0,2.0,6.99,6.99,7.5
2022-06-01 08:34:00-04:00,6.99,6.99,,4.8,8812.0,748.0,2.0,6.99,6.99,7.5
2022-06-01 11:40:00-04:00,6.99,6.99,,4.8,8812.0,746.0,2.0,6.99,6.99,7.5
2022-06-01 19:52:00-04:00,6.99,6.99,,4.8,8812.0,672.0,2.0,6.99,6.99,7.5
2022-06-02 01:20:00-04:00,6.99,6.99,,4.8,8812.0,691.0,2.0,6.99,6.99,7.5
2022-06-02 04:12:00-04:00,6.99,6.99,,4.8,8817.0,767.0,2.0,6.99,6.99,7.5
2022-06-02 14:38:00-04:00,6.99,6.99,,4.8,8817.0,790.0,2.0,6.99,6.99,7.5
2022-06-03 05:30:00-04:00,6.99,6.99,,4.8,8817.0,817.0,2.0,6.99,6.99,7.5
2022-06-03 13:40:00-04:00,6.99,6.99,,4.8,8845.0,817.0,2.0,6.99,6.99,7.5
2022-06-03 15:44:00-04:00,6.99,6.99,,4.8,8845.0,855.0,2.0,6.99,6.99,7.5
2022-06-04 00:28:00-04:00,6.99,6.99,,4.8,8845.0,829.0,2.0,6.99,6.99,7.5
2022-06-04 08:12:00-04:00,6.99,6.99,,4.8,8856.0,829.0,2.0,6.99,6.99,7.5
2022-06-04 13:24:00-04:00,6.99,6.99,,4.8,8856.0,841.0,2.0,6.99,6.99,7.5
2022-06-04 23:44:00-04:00,6.99,6.99,,4.8,8856.0,785.0,2.0,6.99,6.99,7.5
2022-06-05 02:06:00-04:00,6.99,6.99,,4.8,8862.0,785.0,2.0,6.99,6.99,7.5
2022-06-05 05:56:00-04:00,6.99,6.99,,4.8,8862.0,759.0,2.0,6.99,6.99,7.5
2022-06-05 10:10:00-04:00,6.99,6.99,,4.8,8862.0,776.0,2.0,6.99,6.99,7.5
2022-06-05 10:40:00-04:00,6.99,6.99,,4.8,8871.0,776.0,2.0,6.99,6.99,7.5
2022-06-05 12:00:00-04:00,6.99,6.99,,4.8,8871.0,782.0,2.0,6.99,6.99,7.5
2022-06-05 17:08:00-04:00,6.99,6.99,,4.8,8871.0,795.0,2.0,6.99,6.99,7.5
2022-06-05 21:04:00-04:00,6.99,6.99,,4.8,8871.0,751.0,2.0,6.99,6.99,7.5
2022-06-05 22:56:00-04:00,6.99,6.99,,4.8,8871.0,767.0,2.0,6.99,6.99,7.5
2022-06-06 07:04:00-04:00,6.99,6.99,,4.8,8870.0,767.0,2.0,6.99,6.99,7.5
2022-06-06 08:56:00-04:00,6.99,6.99,,4.8,8870.0,824.0,2.0,6.99,6.99,7.5
2022-06-06 14:04:00-04:00,6.99,6.99,,4.8,8878.0,824.0,2.0,6.99,6.99,7.5
2022-06-06 16:04:00-04:00,6.99,6.99,,4.8,8878.0,821.0,2.0,6.99,6.99,7.5
2022-06-06 18:44:00-04:00,6.99,6.99,,4.8,8878.0,806.0,2.0,6.99,6.99,7.5
2022-06-06 20:52:00-04:00,6.99,6.99,,4.8,8878.0,800.0,2.0,6.99,6.99,7.5
2022-06-07 05:16:00-04:00,6.99,6.99,,4.8,8878.0,867.0,2.0,6.99,6.99,7.5
2022-06-07 08:40:00-04:00,6.99,6.99,,4.8,8880.0,867.0,2.0,6.99,6.99,7.5
2022-06-07 11:44:00-04:00,6.99,6.99,,4.8,8884.0,866.0,2.0,6.99,6.99,7.5
2022-06-07 15:32:00-04:00,6.99,6.99,,4.8,8884.0,800.0,2.0,6.99,6.99,7.5
2022-06-07 21:52:00-04:00,6.99,6.99,,4.8,8884.0,815.0,2.0,6.99,6.99,7.5
2022-06-08 04:52:00-04:00,6.99,6.99,,4.8,8885.0,728.0,2.0,6.99,6.99,7.5
2022-06-08 11:08:00-04:00,6.99,6.99,,4.8,8885.0,797.0,2.0,6.99,6.99,7.5
2022-06-08 14:22:00-04:00,6.99,6.99,,4.8,8885.0,784.0,2.0,6.99,6.99,7.5
2022-06-09 08:30:00-04:00,6.99,6.99,,4.8,8885.0,800.0,2.0,6.99,6.99,7.5
2022-06-09 09:54:00-04:00,6.99,6.99,,4.8,8890.0,800.0,2.0,6.99,6.99,7.5
2022-06-09 13:12:00-04:00,6.99,6.99,,4.8,8890.0,788.0,2.0,6.99,6.99,7.5
2022-06-09 14:40:00-04:00,6.99,6.99,,4.8,8898.0,788.0,2.0,6.99,6.99,7.5
2022-06-09 14:44:00-04:00,6.99,6.99,,4.8,8898.0,844.0,2.0,6.99,6.99,7.5
2022-06-10 01:00:00-04:00,6.99,6.99,,4.8,8898.0,868.0,2.0,6.99,6.99,7.5
2022-06-10 08:24:00-04:00,6.99,6.99,,4.8,8898.0,835.0,2.0,6.99,6.99,7.5
2022-06-10 09:24:00-04:00,6.99,6.99,,4.8,8909.0,835.0,2.0,6.99,6.99,7.5
2022-06-10 23:52:00-04:00,6.99,6.99,,4.8,8909.0,919.0,2.0,6.99,6.99,7.5
2022-06-11 05:00:00-04:00,6.99,6.99,,4.8,8912.0,919.0,2.0,6.99,6.99,7.5
2022-06-11 05:12:00-04:00,6.99,6.99,,4.8,8912.0,922.0,2.0,6.99,6.99,7.5
2022-06-11 09:00:00-04:00,6.99,6.99,,4.8,8912.0,981.0,2.0,6.99,6.99,7.5
2022-06-11 11:56:00-04:00,6.99,6.99,,4.8,8924.0,981.0,2.0,6.99,6.99,7.5
2022-06-11 17:48:00-04:00,6.99,6.99,,4.8,8924.0,1011.0,2.0,6.99,6.99,7.5
2022-06-12 04:36:00-04:00,6.99,6.99,,4.8,8833.0,1011.0,2.0,6.99,6.99,7.5
2022-06-12 05:56:00-04:00,6.99,6.99,,4.8,8833.0,960.0,2.0,6.99,6.99,7.5
2022-06-12 13:24:00-04:00,6.99,6.99,,4.8,8841.0,976.0,2.0,6.99,6.99,7.5
2022-06-12 23:28:00-04:00,6.99,6.99,,4.8,8841.0,961.0,2.0,6.99,6.99,7.5
2022-06-13 01:56:00-04:00,6.99,6.99,,4.8,8841.0,1183.0,2.0,6.99,6.99,7.5
2022-06-13 02:42:00-04:00,6.99,6.99,,4.8,8936.0,1183.0,2.0,6.99,6.99,7.5
2022-06-13 08:38:00-04:00,6.99,6.99,,4.8,8940.0,1263.0,2.0,6.99,6.99,7.5
2022-06-13 11:28:00-04:00,6.99,6.99,,4.8,8940.0,1057.0,2.0,6.99,6.99,7.5
2022-06-13 16:52:00-04:00,6.99,6.99,,4.8,8940.0,1004.0,1.0,6.99,6.99,7.5
2022-06-13 18:56:00-04:00,6.99,6.99,,4.8,8940.0,921.0,2.0,6.99,6.99,7.5
2022-06-13 23:16:00-04:00,6.99,6.99,,4.8,8946.0,921.0,2.0,6.99,6.99,7.5
2022-06-13 23:40:00-04:00,6.99,6.99,,4.8,8946.0,952.0,2.0,6.99,6.99,7.5
2022-06-14 06:48:00-04:00,6.99,6.99,,4.8,8946.0,1025.0,2.0,6.99,6.99,7.5
2022-06-14 13:44:00-04:00,6.99,6.99,,4.8,8946.0,970.0,1.0,6.99,6.99,7.5
2022-06-14 15:50:00-04:00,6.99,6.99,,4.8,8946.0,970.0,1.0,6.99,6.99,7.5
2022-06-14 20:58:00-04:00,6.99,6.99,,4.8,8946.0,966.0,1.0,6.99,6.99,7.5
2022-06-15 00:06:00-04:00,6.99,6.99,,4.8,8946.0,975.0,1.0,6.99,6.99,7.5
2022-06-15 03:48:00-04:00,6.99,6.99,,4.8,8946.0,969.0,1.0,6.99,6.99,7.5
2022-06-15 07:12:00-04:00,6.99,6.99,,4.8,8946.0,1018.0,1.0,6.99,6.99,7.5
2022-06-15 13:24:00-04:00,6.99,6.99,,4.8,8946.0,1054.0,1.0,6.99,6.99,7.5
2022-06-15 17:08:00-04:00,6.99,6.99,,4.8,8970.0,1054.0,1.0,6.99,6.99,7.5
2022-06-15 21:40:00-04:00,6.99,6.99,,4.8,8970.0,952.0,1.0,6.99,6.99,7.5
2022-06-15 23:46:00-04:00,6.99,6.99,,4.8,8970.0,986.0,1.0,6.99,6.99,7.5
2022-06-16 01:58:00-04:00,6.99,6.99,,4.8,8970.0,996.0,1.0,6.99,6.99,7.5
2022-06-16 05:08:00-04:00,6.99,6.99,,4.8,8970.0,1032.0,1.0,6.99,6.99,7.5
2022-06-16 11:24:00-04:00,6.99,6.99,,4.8,8979.0,1030.0,1.0,6.99,6.99,7.5
2022-06-16 16:58:00-04:00,6.99,6.99,,4.8,8979.0,893.0,1.0,6.99,6.99,7.5
2022-06-16 20:04:00-04:00,6.99,6.99,,4.8,8979.0,1007.0,1.0,6.99,6.99,7.5
2022-06-16 23:08:00-04:00,6.99,6.99,,4.8,8979.0,964.0,1.0,6.99,6.99,7.5
2022-06-17 01:16:00-04:00,6.99,6.99,,4.8,8979.0,911.0,1.0,6.99,6.99,7.5
2022-06-17 04:36:00-04:00,6.99,6.99,,4.8,8979.0,850.0,1.0,6.99,6.99,7.5
2022-06-17 07:36:00-04:00,6.99,6.99,,4.8,8979.0,905.0,1.0,6.99,6.99,7.5
2022-06-17 17:00:00-04:00,6.99,6.99,,4.8,8979.0,931.0,1.0,6.99,6.99,7.5
2022-06-17 19:08:00-04:00,6.99,6.99,,4.8,8979.0,967.0,1.0,6.99,6.99,7.5
2022-06-18 06:24:00-04:00,6.99,6.99,,4.8,8979.0,1037.0,1.0,6.99,6.99,7.5
2022-06-18 08:32:00-04:00,6.99,6.99,,4.8,8979.0,994.0,1.0,6.99,6.99,7.5
2022-06-18 18:22:00-04:00,6.99,6.99,,4.8,8979.0,821.0,2.0,6.99,6.99,7.5
2022-06-18 18:52:00-04:00,6.99,6.99,,4.8,8979.0,821.0,1.0,6.99,6.99,7.5
2022-06-19 09:56:00-04:00,6.99,6.99,,4.8,9015.0,821.0,1.0,6.99,6.99,7.5
2022-06-19 10:16:00-04:00,6.99,6.99,,4.8,9015.0,1026.0,1.0,6.99,6.99,7.5
2022-06-19 17:28:00-04:00,6.99,6.99,,4.8,9015.0,820.0,1.0,6.99,6.99,7.5
2022-06-19 23:12:00-04:00,6.99,6.99,,4.8,9015.0,974.0,1.0,6.99,6.99,7.5
2022-06-20 01:04:00-04:00,6.99,6.99,,4.8,9015.0,978.0,1.0,6.99,6.99,7.5
2022-06-20 08:58:00-04:00,6.99,6.99,,4.8,9015.0,949.0,1.0,6.99,6.99,7.5
2022-06-20 10:40:00-04:00,6.99,6.99,,4.8,9015.0,984.0,1.0,6.99,6.99,7.5
2022-06-20 13:32:00-04:00,6.99,6.99,,4.8,9015.0,940.0,1.0,6.99,6.99,7.5
2022-06-21 02:00:00-04:00,6.99,6.99,,4.8,9014.0,787.0,1.0,6.99,6.99,7.5
2022-06-21 09:02:00-04:00,6.99,6.99,,4.8,9014.0,944.0,1.0,6.99,6.99,7.5
2022-06-21 09:04:00-04:00,6.99,6.99,,4.8,9022.0,944.0,1.0,6.99,6.99,7.5
2022-06-21 11:30:00-04:00,6.99,6.99,,4.8,9028.0,944.0,1.0,6.99,6.99,7.5
2022-06-21 16:02:00-04:00,6.99,6.99,,4.8,9028.0,869.0,1.0,6.99,6.99,7.5
2022-06-21 17:58:00-04:00,6.99,6.99,,4.8,9028.0,898.0,1.0,6.99,6.99,7.5
2022-06-21 23:22:00-04:00,6.99,6.99,,4.8,9031.0,898.0,1.0,6.99,6.99,7.5
2022-06-22 05:08:00-04:00,6.99,6.99,,4.8,9031.0,889.0,1.0,6.99,6.99,7.5
2022-06-23 00:56:00-04:00,6.99,6.99,,4.8,9044.0,846.0,2.0,6.99,6.99,7.5
2022-06-23 07:40:00-04:00,6.99,6.99,,4.8,9044.0,875.0,1.0,6.99,6.99,7.5
2022-06-23 14:04:00-04:00,6.99,6.99,,4.8,9054.0,951.0,1.0,6.99,6.99,7.5
2022-06-24 05:04:00-04:00,6.99,6.99,,4.8,9054.0,928.0,1.0,6.99,6.99,7.5
2022-06-24 11:40:00-04:00,6.99,6.99,,4.8,9054.0,971.0,1.0,6.99,6.99,7.5
2022-06-24 13:44:00-04:00,6.99,6.99,,4.8,9054.0,940.0,1.0,6.99,6.99,7.5
2022-06-24 16:32:00-04:00,6.99,6.99,,4.8,9064.0,940.0,1.0,6.99,6.99,7.5
2022-06-24 17:54:00-04:00,6.99,6.99,,4.8,9064.0,988.0,1.0,6.99,6.99,7.5
2022-06-25 00:00:00-04:00,6.99,6.99,,4.8,9064.0,844.0,1.0,6.99,6.99,7.5
2022-06-25 08:08:00-04:00,6.99,6.99,,4.8,9064.0,941.0,1.0,6.99,6.99,7.5
2022-06-25 13:56:00-04:00,6.99,6.99,,4.8,9064.0,925.0,1.0,6.99,6.99,7.5
2022-06-25 16:04:00-04:00,6.99,6.99,,4.8,9064.0,943.0,1.0,6.99,6.99,7.5
2022-06-26 07:40:00-04:00,6.99,6.99,,4.8,9064.0,1093.0,1.0,6.99,6.99,7.5
2022-06-26 11:52:00-04:00,6.99,6.99,,4.8,9064.0,1103.0,1.0,6.99,6.99,7.5
2022-06-26 13:54:00-04:00,6.99,6.99,,4.8,9064.0,1072.0,1.0,6.99,6.99,7.5
2022-06-26 15:56:00-04:00,6.99,6.99,,4.8,9064.0,1028.0,1.0,6.99,6.99,7.5
2022-06-26 17:36:00-04:00,6.99,6.99,,4.8,9078.0,1028.0,1.0,6.99,6.99,7.5
2022-06-26 20:10:00-04:00,6.99,6.99,,4.8,9078.0,1085.0,1.0,6.99,6.99,7.5
2022-06-26 23:12:00-04:00,6.99,6.99,,4.8,9078.0,1130.0,1.0,6.99,6.99,7.5
2022-06-27 01:52:00-04:00,6.99,6.99,,4.8,9078.0,1130.0,3.0,6.99,6.99,7.5
2022-06-27 02:14:00-04:00,6.99,6.99,,4.8,9078.0,1130.0,1.0,6.99,6.99,7.5
2022-06-27 10:42:00-04:00,6.99,6.99,,4.8,9078.0,1105.0,1.0,6.99,6.99,7.5
2022-06-28 01:40:00-04:00,6.99,6.99,,4.8,9089.0,1105.0,1.0,6.99,6.99,7.5
2022-06-28 10:26:00-04:00,6.99,6.99,,4.8,9089.0,1119.0,1.0,6.99,6.99,7.5
2022-06-28 12:28:00-04:00,6.99,6.99,,4.8,9089.0,1117.0,1.0,6.99,6.99,7.5
2022-06-28 17:34:00-04:00,6.99,6.99,,4.8,9089.0,1077.0,1.0,6.99,6.99,7.5
2022-06-28 22:44:00-04:00,6.99,6.99,,4.8,9089.0,1057.0,1.0,6.99,6.99,7.5
2022-06-29 04:10:00-04:00,6.99,6.99,,4.8,9101.0,1078.0,1.0,6.99,6.99,7.5
2022-06-29 07:00:00-04:00,6.99,6.99,,4.8,9101.0,1077.0,1.0,6.99,6.99,7.5
2022-06-29 15:24:00-04:00,6.99,6.99,,4.8,9110.0,966.0,1.0,6.99,6.99,7.5
2022-06-30 00:24:00-04:00,6.99,6.99,,4.8,9110.0,976.0,1.0,6.99,6.99,7.5
2022-06-30 04:48:00-04:00,6.99,6.99,,4.8,9110.0,960.0,1.0,6.99,6.99,7.5
2022-06-30 11:36:00-04:00,6.99,6.99,,4.8,9110.0,894.0,1.0,6.99,6.99,7.5
2022-07-01 02:10:00-04:00,6.99,6.99,,4.8,9110.0,930.0,3.0,6.99,6.99,7.5
2022-07-01 02:28:00-04:00,6.99,6.99,,4.8,9110.0,930.0,1.0,6.99,6.99,7.5
2022-07-01 03:32:00-04:00,6.99,6.99,,4.8,9116.0,976.0,1.0,6.99,6.99,7.5
2022-07-01 23:04:00-04:00,6.99,6.99,,4.8,9116.0,879.0,1.0,6.99,6.99,7.5
2022-07-02 15:48:00-04:00,6.99,6.99,,4.8,9116.0,884.0,1.0,6.99,6.99,7.5
2022-07-03 00:16:00-04:00,6.99,6.99,,4.8,9116.0,858.0,1.0,6.99,6.99,7.5
2022-07-03 17:56:00-04:00,6.99,6.99,,4.8,9159.0,972.0,1.0,6.99,6.99,7.5
2022-07-03 23:56:00-04:00,6.99,6.99,,4.8,9159.0,1075.0,1.0,6.99,6.99,7.5
2022-07-04 05:24:00-04:00,6.99,6.99,,4.8,9159.0,1007.0,3.0,6.99,6.99,7.5
2022-07-04 18:56:00-04:00,6.99,6.99,,4.8,9159.0,1030.0,1.0,6.99,6.99,7.5
