,AMAZON,NEW,USED,SALES,LISTPRICE,COUNT_NEW,NEW_FBA,BUY_BOX_SHIPPING,COUNT_REVIEWS,RATING
2019-07-04 16:30:00-04:00,,9.99,11.95,10850.0,9.99,1.0,9.99,9.99,1.0,5.0
2019-07-04 17:40:00-04:00,,9.99,11.95,10513.0,9.99,1.0,9.99,9.99,1.0,5.0
2019-07-04 21:18:00-04:00,,9.99,11.95,11308.0,9.99,1.0,9.99,9.99,1.0,5.0
2019-07-05 02:16:00-04:00,,9.99,11.95,11063.0,16.99,1.0,9.99,9.99,1.0,5.0
2019-07-05 04:36:00-04:00,,9.99,11.95,9955.0,16.99,1.0,9.99,9.99,1.0,5.0
2019-07-05 09:54:00-04:00,,9.99,11.95,11524.0,16.99,1.0,9.99,9.99,1.0,5.0
2019-07-05 23:06:00-04:00,,9.99,11.95,8408.0,16.99,1.0,9.99,9.99,1.0,5.0
2019-07-06 04:32:00-04:00,,9.99,11.95,9673.0,16.99,1.0,9.99,9.99,1.0,5.0
2019-07-06 08:44:00-04:00,,9.99,11.95,10243.0,16.99,1.0,9.99,9.99,1.0,5.0
2019-07-06 09:24:00-04:00,,9.99,11.95,10243.0,16.99,1.0,9.99,9.99,2.0,5.0
2019-07-06 09:48:00-04:00,,9.99,11.95,10420.0,16.99,1.0,9.99,9.99,2.0,5.0
2019-07-06 12:00:00-04:00,,9.99,11.95,10712.0,16.99,1.0,9.99,9.99,2.0,5.0
2019-07-06 14:56:00-04:00,,9.99,11.95,8346.0,16.99,1.0,9.99,9.99,2.0,5.0
2019-07-06 17:44:00-04:00,,9.99,11.95,6012.0,16.99,1.0,9.99,9.99,2.0,5.0
2019-07-06 21:04:00-04:00,,9.99,11.95,5433.0,16.99,1.0,9.99,9.99,2.0,5.0
2019-07-07 04:36:00-04:00,,9.99,11.95,6276.0,16.99,1.0,9.99,9.99,2.0,5.0
2019-07-07 05:52:00-04:00,,9.99,11.95,6027.0,16.99,1.0,9.99,9.99,2.0,5.0
2019-07-07 07:56:00-04:00,,9.99,11.95,6255.0,16.99,1.0,9.99,9.99,2.0,5.0
2019-07-07 18:20:00-04:00,,9.99,11.95,7859.0,16.99,1.0,9.99,9.99,2.0,5.0
2019-07-08 04:36:00-04:00,,9.99,11.95,8328.0,16.99,1.0,9.99,9.99,2.0,5.0
2019-07-08 07:56:00-04:00,,9.99,11.95,8881.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-08 14:52:00-04:00,,9.99,11.95,6852.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-08 18:24:00-04:00,,9.99,11.95,7211.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-09 02:42:00-04:00,,9.99,11.95,5757.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-09 04:48:00-04:00,,9.99,11.95,5874.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-09 19:20:00-04:00,,9.99,11.95,6920.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-09 20:32:00-04:00,,9.99,11.95,7719.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-10 01:34:00-04:00,,9.99,11.95,6680.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-10 04:32:00-04:00,,9.99,11.95,6710.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-10 08:28:00-04:00,,9.99,11.95,7141.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-10 10:08:00-04:00,,9.99,11.95,7529.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-10 13:14:00-04:00,,9.99,11.95,6082.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-10 17:16:00-04:00,,9.99,11.95,6305.0,16.99,1.0,9.99,9.99,3.0,5.0
2019-07-10 17:46:00-04:00,,9.99,11.95,6305.0,16.99,1.0,9.99,9.99,4.0,5.0
2019-07-10 22:44:00-04:00,,9.99,11.95,7229.0,16.99,1.0,9.99,9.99,4.0,5.0
2019-07-11 00:10:00-04:00,,9.99,11.95,6289.0,16.99,1.0,9.99,9.99,4.0,5.0
2019-07-11 04:58:00-04:00,,9.99,11.95,6641.0,16.99,1.0,9.99,9.99,4.0,5.0
2019-07-11 08:00:00-04:00,,9.99,11.95,6427.0,16.99,1.0,9.99,9.99,4.0,5.0
2019-07-11 13:24:00-04:00,,9.99,11.95,5663.0,16.99,1.0,9.99,9.99,4.0,5.0
2019-07-11 20:24:00-04:00,,9.99,11.95,5020.0,16.99,1.0,9.99,9.99,4.0,5.0
2019-07-12 02:32:00-04:00,,9.99,11.95,5166.0,16.99,1.0,9.99,9.99,4.0,5.0
2019-07-12 05:08:00-04:00,,9.99,11.95,5649.0,16.99,1.0,9.99,9.99,4.0,5.0
2019-07-12 10:50:00-04:00,,9.99,11.95,5604.0,16.99,1.0,9.99,9.99,4.0,5.0
2019-07-12 23:06:00-04:00,,9.99,11.95,5604.0,16.99,1.0,9.99,9.99,5.0,5.0
2019-07-12 23:58:00-04:00,,9.99,11.95,5455.0,16.99,1.0,9.99,9.99,5.0,5.0
2019-07-13 03:32:00-04:00,,9.99,11.95,6193.0,16.99,1.0,9.99,9.99,5.0,5.0
2019-07-13 05:06:00-04:00,,9.99,11.95,6030.0,16.99,1.0,9.99,9.99,5.0,5.0
2019-07-13 21:48:00-04:00,,9.99,11.95,5305.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-14 05:12:00-04:00,,9.99,11.95,5308.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-14 08:52:00-04:00,,9.99,11.95,5744.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-14 12:54:00-04:00,,9.99,11.95,6499.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-14 18:20:00-04:00,,9.99,11.95,4437.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-15 04:24:00-04:00,,9.99,11.95,5251.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-15 06:36:00-04:00,,9.99,11.95,5099.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-15 07:20:00-04:00,,9.99,11.95,5099.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-15 09:52:00-04:00,,9.99,11.95,5227.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-15 11:40:00-04:00,,9.99,11.95,4365.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-15 13:30:00-04:00,,9.99,11.95,3748.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-15 18:44:00-04:00,,9.99,11.95,4017.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-15 21:40:00-04:00,,9.99,11.95,4495.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-16 03:24:00-04:00,,9.99,11.95,5468.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-16 05:20:00-04:00,,9.99,11.95,5035.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-16 06:24:00-04:00,,9.99,11.95,5066.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-16 10:18:00-04:00,,9.99,11.95,5123.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-16 11:50:00-04:00,,9.99,11.95,5350.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-16 14:30:00-04:00,,9.99,11.95,5759.0,16.99,1.0,9.99,9.99,6.0,5.0
2019-07-16 16:04:00-04:00,,9.99,11.95,5491.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-16 17:26:00-04:00,,9.99,11.95,5859.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-16 20:10:00-04:00,,9.99,11.95,6492.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-16 22:52:00-04:00,,9.99,11.95,6337.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-17 02:20:00-04:00,,9.99,11.95,6152.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-17 05:28:00-04:00,,9.99,11.95,5265.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-17 09:44:00-04:00,,9.99,11.95,5892.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-17 13:36:00-04:00,,9.99,11.95,5453.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-17 18:28:00-04:00,,9.99,11.95,4976.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-17 20:24:00-04:00,,9.99,11.95,5422.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-17 21:40:00-04:00,,9.99,11.95,5030.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-18 05:40:00-04:00,,9.99,11.95,5168.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-18 10:24:00-04:00,,9.99,11.95,5304.0,16.99,1.0,9.99,9.99,7.0,5.0
2019-07-18 16:00:00-04:00,,9.99,11.95,4323.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-19 00:56:00-04:00,,9.99,11.95,5307.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-19 02:18:00-04:00,,9.99,11.95,4958.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-19 05:18:00-04:00,,9.99,11.95,4624.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-19 06:36:00-04:00,,9.99,11.95,4790.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-19 08:28:00-04:00,,9.99,11.95,4965.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-19 09:48:00-04:00,,9.99,11.95,5146.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-19 11:14:00-04:00,,9.99,11.95,5018.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-19 12:40:00-04:00,,9.99,11.95,5118.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-19 16:00:00-04:00,,9.99,11.95,5546.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-19 17:12:00-04:00,,9.99,11.95,6067.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-19 21:42:00-04:00,,9.99,11.95,5918.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-19 23:56:00-04:00,,9.99,11.95,6368.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-20 05:36:00-04:00,,9.99,11.95,4324.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-20 15:12:00-04:00,,9.99,11.95,5090.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-20 17:10:00-04:00,,9.99,11.95,3887.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-20 22:06:00-04:00,,9.99,11.95,4207.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-21 05:52:00-04:00,,9.99,11.95,3695.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-21 10:12:00-04:00,,9.99,11.95,3670.0,16.99,1.0,9.99,9.99,8.0,5.0
2019-07-21 13:14:00-04:00,,9.99,11.95,3670.0,16.99,1.0,9.99,9.99,9.0,5.0
2019-07-22 02:26:00-04:00,,9.99,11.95,3063.0,16.99,1.0,9.99,9.99,9.0,5.0
2019-07-22 05:36:00-04:00,,9.99,11.95,2757.0,16.99,1.0,9.99,9.99,9.0,5.0
2019-07-22 07:26:00-04:00,,9.99,11.95,2989.0,16.99,1.0,9.99,9.99,9.0,5.0
2019-07-22 08:44:00-04:00,,9.99,11.95,3174.0,16.99,1.0,9.99,9.99,9.0,5.0
2019-07-22 08:46:00-04:00,,9.99,11.95,3174.0,16.99,1.0,9.99,9.99,11.0,5.0
2019-07-22 13:32:00-04:00,,9.99,11.95,3181.0,16.99,1.0,9.99,9.99,11.0,5.0
2019-07-22 15:52:00-04:00,,9.99,11.95,3181.0,16.99,1.0,9.99,9.99,12.0,5.0
2019-07-22 20:58:00-04:00,,9.99,11.95,3225.0,16.99,1.0,9.99,9.99,12.0,5.0
2019-07-23 01:24:00-04:00,,9.99,11.95,3314.0,16.99,1.0,9.99,9.99,12.0,5.0
2019-07-23 05:36:00-04:00,,9.99,11.95,3793.0,16.99,1.0,9.99,9.99,12.0,5.0
2019-07-23 12:48:00-04:00,,9.99,11.95,3750.0,16.99,1.0,9.99,9.99,12.0,5.0
2019-07-23 13:16:00-04:00,,9.99,11.95,3750.0,16.99,1.0,9.99,9.99,15.0,5.0
2019-07-23 15:40:00-04:00,,9.99,11.95,3862.0,16.99,1.0,9.99,9.99,15.0,5.0
2019-07-23 18:46:00-04:00,,9.99,11.95,3555.0,16.99,1.0,9.99,9.99,15.0,5.0
2019-07-23 20:48:00-04:00,,9.99,11.95,3423.0,16.99,1.0,9.99,9.99,15.0,5.0
2019-07-24 02:58:00-04:00,,9.99,11.95,3447.0,16.99,1.0,9.99,9.99,15.0,5.0
2019-07-24 05:16:00-04:00,,9.99,11.95,3505.0,16.99,1.0,9.99,9.99,15.0,5.0
2019-07-24 10:52:00-04:00,,9.99,11.95,3471.0,16.99,1.0,9.99,9.99,15.0,5.0
2019-07-24 12:20:00-04:00,,9.99,11.95,3690.0,16.99,1.0,9.99,9.99,15.0,5.0
2019-07-24 18:04:00-04:00,,9.99,11.95,2750.0,16.99,1.0,9.99,9.99,15.0,5.0
2019-07-25 01:52:00-04:00,,10.99,11.95,2593.0,16.99,1.0,9.99,9.99,15.0,5.0
2019-07-25 03:20:00-04:00,,10.99,11.95,2593.0,16.99,1.0,9.99,9.99,16.0,5.0
2019-07-25 04:52:00-04:00,,10.99,11.95,2298.0,16.99,1.0,9.99,9.99,16.0,5.0
2019-07-25 05:36:00-04:00,,10.99,11.95,2298.0,16.99,1.0,9.99,9.99,18.0,5.0
2019-07-25 07:24:00-04:00,,10.99,11.95,2337.0,16.99,1.0,9.99,9.99,18.0,5.0
2019-07-25 08:44:00-04:00,,10.99,11.95,2453.0,16.99,1.0,9.99,9.99,18.0,5.0
2019-07-25 14:40:00-04:00,,10.99,11.95,2669.0,16.99,1.0,9.99,9.99,18.0,5.0
2019-07-25 16:24:00-04:00,,10.99,11.95,3027.0,16.99,1.0,10.99,10.99,18.0,5.0
2019-07-25 22:20:00-04:00,,10.99,11.95,3015.0,16.99,1.0,10.99,10.99,18.0,5.0
2019-07-26 00:18:00-04:00,,10.99,11.95,3078.0,16.99,1.0,10.99,10.99,19.0,5.0
2019-07-26 01:48:00-04:00,,10.99,11.95,3312.0,16.99,1.0,10.99,10.99,19.0,5.0
2019-07-26 05:44:00-04:00,,10.99,11.95,2835.0,16.99,1.0,10.99,10.99,19.0,5.0
2019-07-26 05:48:00-04:00,,10.99,11.95,2835.0,16.99,1.0,10.99,10.99,20.0,5.0
2019-07-26 13:20:00-04:00,,10.99,11.95,3014.0,16.99,1.0,10.99,10.99,20.0,5.0
2019-07-26 17:04:00-04:00,,10.99,11.95,2841.0,16.99,1.0,10.99,10.99,20.0,5.0
2019-07-26 18:52:00-04:00,,10.99,11.95,3096.0,16.99,1.0,10.99,10.99,20.0,5.0
2019-07-26 21:32:00-04:00,,10.99,11.95,3318.0,16.99,1.0,10.99,10.99,23.0,4.9
2019-07-27 02:36:00-04:00,,10.99,11.95,2918.0,16.99,1.0,10.99,10.99,23.0,4.9
2019-07-27 05:24:00-04:00,,10.99,11.95,2891.0,16.99,1.0,10.99,10.99,23.0,4.9
2019-07-27 09:28:00-04:00,,11.99,11.95,2774.0,16.99,1.0,10.99,10.99,23.0,4.9
2019-07-27 10:12:00-04:00,,11.99,11.95,2743.0,16.99,1.0,10.99,10.99,23.0,4.9
2019-07-27 12:10:00-04:00,,11.99,11.95,2668.0,16.99,1.0,10.99,10.99,23.0,4.9
2019-07-27 17:30:00-04:00,,11.99,11.95,2599.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-28 05:20:00-04:00,,11.99,11.95,3136.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-28 11:54:00-04:00,,11.99,11.95,3201.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-28 13:44:00-04:00,,11.99,11.95,3350.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-28 20:48:00-04:00,,11.99,11.95,3383.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-28 23:12:00-04:00,,11.99,11.95,2792.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-29 05:18:00-04:00,,11.99,11.95,2800.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-29 07:42:00-04:00,,11.99,11.95,2808.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-29 12:20:00-04:00,,11.99,11.95,2905.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-29 13:56:00-04:00,,11.99,11.95,2560.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-29 15:08:00-04:00,,11.99,11.95,2529.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-29 16:44:00-04:00,,11.99,11.95,2446.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-29 18:08:00-04:00,,11.99,11.95,2563.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-29 20:14:00-04:00,,11.99,11.95,2307.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-29 21:56:00-04:00,,11.99,11.95,2209.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-30 03:44:00-04:00,,11.99,11.95,1890.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-30 05:34:00-04:00,,11.99,11.95,2080.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-30 09:00:00-04:00,,11.99,11.95,2264.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-30 13:00:00-04:00,,11.99,11.95,2550.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-30 14:16:00-04:00,,11.99,11.95,2473.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-30 16:32:00-04:00,,11.99,11.95,2493.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-30 17:40:00-04:00,,11.99,11.95,2733.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-30 20:12:00-04:00,,11.99,11.95,2824.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-30 21:32:00-04:00,,11.99,11.95,2359.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-30 22:08:00-04:00,,11.99,11.95,2378.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-31 00:16:00-04:00,,11.99,11.95,2403.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-31 02:08:00-04:00,,11.99,11.95,2566.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-31 03:38:00-04:00,,11.99,11.95,2557.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-31 05:32:00-04:00,,11.99,11.95,2978.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-31 07:52:00-04:00,,11.99,11.95,2931.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-31 11:14:00-04:00,,11.99,11.95,2828.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-31 14:00:00-04:00,,11.99,11.95,2396.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-31 16:14:00-04:00,,11.99,11.95,2618.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-31 18:28:00-04:00,,11.99,11.95,2648.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-31 20:12:00-04:00,,11.99,11.95,2658.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-07-31 23:04:00-04:00,,11.99,11.95,3055.0,16.99,1.0,11.99,11.99,23.0,4.9
2019-08-01 02:36:00-04:00,,11.99,11.95,3031.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-01 05:20:00-04:00,,11.99,11.95,3212.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-01 12:40:00-04:00,,11.99,11.95,3186.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-01 15:16:00-04:00,,11.99,11.95,3443.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-01 16:32:00-04:00,,11.99,11.95,3311.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-01 18:40:00-04:00,,11.99,11.95,2696.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-01 22:00:00-04:00,,11.99,11.95,2511.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-02 00:24:00-04:00,,11.99,11.95,2716.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-02 03:48:00-04:00,,11.99,11.95,2847.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-02 05:44:00-04:00,,11.99,11.95,2625.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-02 09:54:00-04:00,,11.99,11.95,3028.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-02 14:20:00-04:00,,11.99,11.95,2911.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-02 15:36:00-04:00,,11.99,11.95,3010.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-02 19:42:00-04:00,,11.99,11.95,3333.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-03 00:00:00-04:00,,11.99,11.95,2837.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-03 01:52:00-04:00,,11.99,11.95,2906.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-03 04:00:00-04:00,,11.99,11.95,3054.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-03 06:54:00-04:00,,11.99,11.95,3447.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-03 08:50:00-04:00,,11.99,11.95,3474.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-03 10:08:00-04:00,,11.99,11.95,3365.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-03 13:12:00-04:00,,11.99,11.95,3510.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-03 14:22:00-04:00,,11.99,11.95,3760.0,16.99,1.0,11.99,11.99,24.0,4.9
2019-08-03 16:36:00-04:00,,11.99,11.95,3271.0,16.99,1.0,11.99,11.99,24.0,4.9
