,AMAZON,NEW,USED,SALES,LISTPRICE,COUNT_NEW,NEW_FBA,BUY_BOX_SHIPPING,COUNT_REVIEWS,RATING
2020-02-03 15:34:00-05:00,,12.99,11.95,2372.0,16.99,1.0,12.99,12.99,183.0,4.9
2020-02-03 19:52:00-05:00,,12.99,11.95,2554.0,16.99,1.0,12.99,12.99,183.0,4.9
2020-02-03 23:10:00-05:00,,12.99,11.95,2540.0,16.99,1.0,12.99,12.99,183.0,4.9
2020-02-04 02:12:00-05:00,,12.99,11.95,2706.0,16.99,1.0,12.99,12.99,183.0,4.9
2020-02-04 05:00:00-05:00,,12.99,11.95,2706.0,16.99,1.0,12.99,12.99,184.0,4.9
2020-02-04 08:54:00-05:00,,12.99,11.95,2397.0,16.99,1.0,12.99,12.99,184.0,4.9
2020-02-04 10:04:00-05:00,,12.99,11.95,2397.0,16.99,1.0,12.99,12.99,185.0,4.9
2020-02-04 11:04:00-05:00,,12.99,11.95,2478.0,16.99,1.0,12.99,12.99,185.0,4.9
2020-02-04 13:44:00-05:00,,12.99,11.95,2258.0,16.99,1.0,12.99,12.99,185.0,4.9
2020-02-04 16:16:00-05:00,,12.99,11.95,2576.0,16.99,1.0,12.99,12.99,185.0,4.9
2020-02-04 19:04:00-05:00,,12.99,11.95,2485.0,16.99,1.0,12.99,12.99,185.0,4.9
2020-02-04 23:32:00-05:00,,12.99,11.95,2873.0,16.99,1.0,12.99,12.99,185.0,4.9
2020-02-05 02:30:00-05:00,,12.99,11.95,2555.0,16.99,1.0,12.99,12.99,185.0,4.9
2020-02-05 03:00:00-05:00,,12.99,11.95,2555.0,16.99,1.0,12.99,12.99,186.0,4.9
2020-02-05 07:48:00-05:00,,12.99,11.95,2366.0,16.99,1.0,12.99,12.99,186.0,4.9
2020-02-05 10:46:00-05:00,,12.99,11.95,2360.0,16.99,1.0,12.99,12.99,186.0,4.9
2020-02-05 13:16:00-05:00,,12.99,11.95,2255.0,16.99,1.0,12.99,12.99,186.0,4.9
2020-02-05 22:30:00-05:00,,12.99,11.95,2593.0,16.99,1.0,12.99,12.99,186.0,4.9
2020-02-06 00:16:00-05:00,,12.99,11.95,2796.0,16.99,1.0,12.99,12.99,186.0,4.9
2020-02-06 02:54:00-05:00,,12.99,11.95,2811.0,16.99,1.0,12.99,12.99,186.0,4.9
2020-02-06 08:12:00-05:00,,12.99,11.95,2791.0,16.99,1.0,12.99,12.99,186.0,4.9
2020-02-06 10:48:00-05:00,,12.99,11.95,2880.0,16.99,1.0,12.99,12.99,186.0,4.9
2020-02-06 14:20:00-05:00,,12.99,11.95,2928.0,16.99,1.0,12.99,12.99,186.0,4.9
2020-02-06 18:06:00-05:00,,12.99,11.95,3097.0,16.99,1.0,12.99,12.99,186.0,4.9
2020-02-06 20:04:00-05:00,,12.99,11.95,2891.0,16.99,1.0,12.99,12.99,188.0,4.9
2020-02-06 23:52:00-05:00,,12.99,11.95,3553.0,16.99,1.0,12.99,12.99,188.0,4.9
2020-02-07 02:50:00-05:00,,12.99,11.95,3597.0,16.99,1.0,12.99,12.99,189.0,4.9
2020-02-07 05:34:00-05:00,,12.99,11.95,3391.0,16.99,1.0,12.99,12.99,189.0,4.9
2020-02-07 06:36:00-05:00,,12.99,11.95,3139.0,16.99,1.0,12.99,12.99,189.0,4.9
2020-02-07 14:24:00-05:00,,12.99,11.95,2958.0,16.99,1.0,12.99,12.99,189.0,4.9
2020-02-08 01:56:00-05:00,,12.99,11.95,3099.0,16.99,1.0,12.99,12.99,189.0,4.9
2020-02-08 02:48:00-05:00,,12.99,11.95,3099.0,16.99,1.0,12.99,12.99,188.0,4.9
2020-02-08 03:24:00-05:00,,12.99,11.95,3088.0,16.99,1.0,12.99,12.99,188.0,4.9
2020-02-08 05:24:00-05:00,,12.99,11.95,3116.0,16.99,1.0,12.99,12.99,188.0,4.9
2020-02-08 13:56:00-05:00,,12.99,11.95,2862.0,16.99,1.0,12.99,12.99,188.0,4.9
2020-02-08 19:52:00-05:00,,12.99,11.95,2973.0,16.99,1.0,12.99,12.99,188.0,4.9
2020-02-08 20:16:00-05:00,,12.99,11.95,2973.0,16.99,1.0,12.99,12.99,190.0,4.9
2020-02-08 21:24:00-05:00,,12.99,11.95,3380.0,16.99,1.0,12.99,12.99,190.0,4.9
2020-02-09 02:24:00-05:00,,12.99,11.95,3152.0,16.99,1.0,12.99,12.99,190.0,4.9
2020-02-09 10:26:00-05:00,,12.99,11.95,2785.0,16.99,1.0,12.99,12.99,190.0,4.9
2020-02-09 12:14:00-05:00,,12.99,11.95,2720.0,16.99,1.0,12.99,12.99,190.0,4.9
2020-02-09 16:36:00-05:00,,12.99,11.95,2781.0,16.99,1.0,12.99,12.99,190.0,4.9
2020-02-09 19:56:00-05:00,,12.99,11.95,2798.0,16.99,1.0,12.99,12.99,190.0,4.9
2020-02-09 21:26:00-05:00,,12.99,11.95,2798.0,16.99,1.0,12.99,12.99,193.0,4.9
2020-02-09 22:08:00-05:00,,12.99,11.95,2590.0,16.99,1.0,12.99,12.99,193.0,4.9
2020-02-10 03:04:00-05:00,,12.99,11.95,2877.0,16.99,1.0,12.99,12.99,193.0,4.9
2020-02-10 05:32:00-05:00,,12.99,11.95,2858.0,16.99,1.0,12.99,12.99,193.0,4.9
2020-02-10 07:44:00-05:00,,12.99,11.95,3001.0,16.99,1.0,12.99,12.99,193.0,4.9
2020-02-10 07:46:00-05:00,,12.99,11.95,3001.0,16.99,1.0,12.99,12.99,194.0,4.9
2020-02-10 12:16:00-05:00,,12.99,11.95,3194.0,16.99,1.0,12.99,12.99,194.0,4.9
2020-02-10 14:56:00-05:00,,12.99,11.95,3194.0,16.99,1.0,12.99,12.99,195.0,4.9
2020-02-10 15:16:00-05:00,,12.99,11.95,2911.0,16.99,1.0,12.99,12.99,195.0,4.9
2020-02-10 19:00:00-05:00,,12.99,11.95,2762.0,16.99,1.0,12.99,12.99,195.0,4.9
2020-02-10 21:32:00-05:00,,12.99,11.95,2626.0,16.99,1.0,12.99,12.99,195.0,4.9
2020-02-10 22:58:00-05:00,,12.99,11.95,2604.0,16.99,1.0,12.99,12.99,195.0,4.9
2020-02-11 02:40:00-05:00,,12.99,11.95,2553.0,16.99,1.0,12.99,12.99,195.0,4.9
2020-02-11 04:12:00-05:00,,12.99,11.95,2683.0,16.99,1.0,12.99,12.99,195.0,4.9
2020-02-11 08:48:00-05:00,,12.99,11.95,2743.0,16.99,1.0,12.99,12.99,196.0,4.9
2020-02-11 10:16:00-05:00,,12.99,11.95,2826.0,16.99,1.0,12.99,12.99,196.0,4.9
2020-02-11 13:36:00-05:00,,12.99,11.95,2956.0,16.99,1.0,12.99,12.99,196.0,4.9
2020-02-11 14:48:00-05:00,,12.99,11.95,2819.0,16.99,1.0,12.99,12.99,196.0,4.9
2020-02-11 17:30:00-05:00,,12.99,11.95,2776.0,16.99,1.0,12.99,12.99,196.0,4.9
2020-02-11 21:00:00-05:00,,12.99,11.95,2829.0,16.99,1.0,12.99,12.99,196.0,4.9
2020-02-11 23:08:00-05:00,,12.99,11.95,3011.0,16.99,1.0,12.99,12.99,196.0,4.9
2020-02-12 02:20:00-05:00,,12.99,11.95,3129.0,16.99,1.0,12.99,12.99,196.0,4.9
2020-02-12 03:20:00-05:00,,12.99,11.95,3129.0,16.99,1.0,12.99,12.99,198.0,4.9
2020-02-12 04:36:00-05:00,,12.99,11.95,3205.0,16.99,1.0,12.99,12.99,198.0,4.9
2020-02-12 10:40:00-05:00,,12.99,11.95,3175.0,16.99,1.0,12.99,12.99,198.0,4.9
2020-02-12 14:08:00-05:00,,12.99,11.95,3175.0,16.99,1.0,12.99,12.99,200.0,4.9
2020-02-12 17:16:00-05:00,,12.99,11.95,3070.0,16.99,1.0,12.99,12.99,200.0,4.9
2020-02-12 20:08:00-05:00,,12.99,11.95,3359.0,16.99,1.0,12.99,12.99,200.0,4.9
2020-02-12 22:48:00-05:00,,12.99,11.95,3202.0,16.99,1.0,12.99,12.99,200.0,4.9
2020-02-13 03:32:00-05:00,,12.99,11.95,3278.0,16.99,1.0,12.99,12.99,200.0,4.9
2020-02-13 05:16:00-05:00,,12.99,11.95,3236.0,16.99,1.0,12.99,12.99,200.0,4.9
2020-02-13 11:16:00-05:00,,12.99,11.95,3011.0,16.99,1.0,12.99,12.99,200.0,4.9
2020-02-13 11:52:00-05:00,,12.99,11.95,3011.0,16.99,1.0,12.99,12.99,201.0,4.9
2020-02-13 17:04:00-05:00,,12.99,11.95,2916.0,16.99,1.0,12.99,12.99,201.0,4.9
2020-02-14 03:00:00-05:00,,12.99,11.95,3030.0,16.99,1.0,12.99,12.99,202.0,4.9
2020-02-14 09:08:00-05:00,,12.99,11.95,3258.0,16.99,1.0,12.99,12.99,202.0,4.9
2020-02-14 10:46:00-05:00,,12.99,11.95,3119.0,16.99,1.0,12.99,12.99,202.0,4.9
2020-02-14 14:28:00-05:00,,12.99,11.95,2528.0,16.99,1.0,12.99,12.99,202.0,4.9
2020-02-14 22:18:00-05:00,,12.99,11.95,2544.0,16.99,1.0,12.99,12.99,202.0,4.9
2020-02-15 00:56:00-05:00,,12.99,11.95,2713.0,16.99,1.0,12.99,12.99,205.0,4.9
2020-02-15 03:12:00-05:00,,12.99,11.95,2982.0,16.99,1.0,12.99,12.99,205.0,4.9
2020-02-15 09:24:00-05:00,,12.99,11.95,2863.0,16.99,1.0,12.99,12.99,205.0,4.9
2020-02-15 11:36:00-05:00,,12.99,11.95,2627.0,16.99,1.0,12.99,12.99,205.0,4.9
2020-02-15 16:18:00-05:00,,12.99,11.95,3486.0,16.99,1.0,12.99,12.99,205.0,4.9
2020-02-15 19:04:00-05:00,,12.99,11.95,3520.0,16.99,1.0,12.99,12.99,205.0,4.9
2020-02-16 01:42:00-05:00,,12.99,11.95,2886.0,16.99,1.0,12.99,12.99,205.0,4.9
2020-02-16 02:40:00-05:00,,12.99,11.95,2886.0,16.99,1.0,12.99,12.99,207.0,4.9
2020-02-16 03:46:00-05:00,,12.99,11.95,3152.0,16.99,1.0,12.99,12.99,207.0,4.9
2020-02-16 11:04:00-05:00,,12.99,11.95,2929.0,16.99,1.0,12.99,12.99,208.0,4.9
2020-02-16 14:56:00-05:00,,12.99,11.95,3191.0,16.99,1.0,12.99,12.99,208.0,4.9
2020-02-16 20:36:00-05:00,,12.99,11.95,3431.0,16.99,1.0,12.99,12.99,208.0,4.9
2020-02-17 01:20:00-05:00,,12.99,11.95,2736.0,16.99,1.0,12.99,12.99,208.0,4.9
2020-02-17 03:32:00-05:00,,12.99,11.95,2651.0,16.99,1.0,12.99,12.99,209.0,4.9
2020-02-17 04:36:00-05:00,,12.99,11.95,2529.0,16.99,1.0,12.99,12.99,209.0,4.9
2020-02-17 13:06:00-05:00,,12.99,11.95,2797.0,16.99,1.0,12.99,12.99,209.0,4.9
2020-02-17 14:44:00-05:00,,12.99,11.95,3157.0,16.99,1.0,12.99,12.99,209.0,4.9
2020-02-17 19:48:00-05:00,,12.99,11.95,3309.0,16.99,1.0,12.99,12.99,209.0,4.9
2020-02-18 00:26:00-05:00,,12.99,11.95,3559.0,16.99,1.0,12.99,12.99,209.0,4.9
2020-02-18 02:40:00-05:00,,12.99,11.95,3110.0,16.99,1.0,12.99,12.99,212.0,4.9
2020-02-18 05:24:00-05:00,,12.99,11.95,3038.0,16.99,1.0,12.99,12.99,212.0,4.9
2020-02-18 11:40:00-05:00,,12.99,11.95,3341.0,16.99,1.0,12.99,12.99,212.0,4.9
2020-02-18 13:28:00-05:00,,12.99,11.95,2859.0,16.99,1.0,12.99,12.99,212.0,4.9
2020-02-18 15:32:00-05:00,,12.99,11.95,3103.0,16.99,1.0,12.99,12.99,212.0,4.9
2020-02-19 01:32:00-05:00,,12.99,11.95,3103.0,16.99,1.0,12.99,12.99,212.0,4.9
2020-02-19 03:04:00-05:00,,12.99,11.95,3103.0,16.99,1.0,12.99,12.99,215.0,4.9
2020-02-19 07:24:00-05:00,,12.99,11.95,2504.0,16.99,1.0,12.99,12.99,215.0,4.9
2020-02-19 11:04:00-05:00,,12.99,11.95,2732.0,16.99,1.0,12.99,12.99,215.0,4.9
2020-02-19 15:36:00-05:00,,12.99,11.95,2704.0,16.99,1.0,12.99,12.99,215.0,4.9
2020-02-20 01:06:00-05:00,,12.99,11.95,2456.0,16.99,1.0,12.99,12.99,215.0,4.9
2020-02-20 02:40:00-05:00,,12.99,11.95,2456.0,16.99,1.0,12.99,12.99,217.0,4.9
2020-02-20 08:08:00-05:00,,12.99,11.95,2256.0,16.99,1.0,12.99,12.99,217.0,4.9
2020-02-20 11:36:00-05:00,,12.99,11.95,2213.0,16.99,1.0,12.99,12.99,217.0,4.9
2020-02-20 12:48:00-05:00,,12.99,11.95,2231.0,16.99,1.0,12.99,12.99,217.0,4.9
2020-02-20 16:30:00-05:00,,12.99,11.95,2231.0,16.99,1.0,12.99,12.99,219.0,4.9
2020-02-20 22:48:00-05:00,,12.99,11.95,2231.0,16.99,1.0,12.99,12.99,219.0,4.9
2020-02-21 23:04:00-05:00,,12.99,11.95,2231.0,16.99,1.0,12.99,12.99,221.0,4.9
2020-02-22 05:00:00-05:00,,12.99,11.95,2231.0,16.99,1.0,12.99,12.99,222.0,4.9
2020-02-24 02:56:00-05:00,,12.99,11.95,2231.0,16.99,1.0,12.99,12.99,223.0,4.9
2020-02-25 07:06:00-05:00,,12.99,11.95,1634.0,16.99,1.0,12.99,12.99,223.0,4.9
2020-02-25 10:14:00-05:00,,12.99,11.95,1612.0,16.99,1.0,12.99,12.99,223.0,4.9
2020-02-25 13:32:00-05:00,,12.99,11.95,1841.0,16.99,1.0,12.99,12.99,223.0,4.9
2020-02-25 18:20:00-05:00,,12.99,11.95,2294.0,16.99,1.0,12.99,12.99,223.0,4.9
2020-02-26 00:10:00-05:00,,12.99,11.95,2718.0,16.99,1.0,12.99,12.99,223.0,4.9
2020-02-26 02:44:00-05:00,,12.99,11.95,2855.0,16.99,1.0,12.99,12.99,226.0,4.9
2020-02-26 06:14:00-05:00,,12.99,11.95,2689.0,16.99,1.0,12.99,12.99,226.0,4.9
2020-02-26 08:58:00-05:00,,12.99,11.95,2710.0,16.99,1.0,12.99,12.99,226.0,4.9
2020-02-26 10:00:00-05:00,,12.99,11.95,2757.0,16.99,1.0,12.99,12.99,226.0,4.9
2020-02-26 12:48:00-05:00,,12.99,11.95,2477.0,16.99,1.0,12.99,12.99,226.0,4.9
2020-02-26 16:26:00-05:00,,12.99,11.95,2363.0,16.99,1.0,12.99,12.99,226.0,4.9
2020-02-26 23:06:00-05:00,,12.99,11.95,2490.0,16.99,1.0,12.99,12.99,226.0,4.9
2020-02-27 00:40:00-05:00,,12.99,11.95,2719.0,16.99,1.0,12.99,12.99,226.0,4.9
2020-02-27 02:04:00-05:00,,12.99,11.95,2473.0,16.99,1.0,12.99,12.99,226.0,4.9
2020-02-27 02:28:00-05:00,,12.99,11.95,2473.0,16.99,1.0,12.99,12.99,228.0,4.9
2020-02-27 08:36:00-05:00,,12.99,11.95,2780.0,16.99,1.0,12.99,12.99,228.0,4.9
2020-02-27 14:48:00-05:00,,12.99,11.95,2541.0,16.99,1.0,12.99,12.99,228.0,4.9
2020-02-27 21:02:00-05:00,,12.99,11.95,2641.0,16.99,1.0,12.99,12.99,229.0,4.9
2020-02-27 23:48:00-05:00,,12.99,11.95,2225.0,16.99,1.0,12.99,12.99,229.0,4.9
2020-02-28 01:20:00-05:00,,12.99,11.95,2409.0,16.99,1.0,12.99,12.99,229.0,4.9
2020-02-28 07:24:00-05:00,,12.99,11.95,2686.0,16.99,1.0,12.99,12.99,229.0,4.9
2020-02-28 10:32:00-05:00,,12.99,11.95,2783.0,16.99,1.0,12.99,12.99,230.0,4.9
2020-02-28 17:14:00-05:00,,12.99,11.95,2604.0,16.99,1.0,12.99,12.99,230.0,4.9
2020-02-29 04:18:00-05:00,,12.99,11.95,2604.0,16.99,1.0,12.99,12.99,231.0,4.9
2020-02-29 10:02:00-05:00,,12.99,11.95,2457.0,16.99,1.0,12.99,12.99,231.0,4.9
2020-02-29 10:44:00-05:00,,12.99,11.95,2457.0,16.99,1.0,12.99,12.99,233.0,4.9
2020-02-29 13:40:00-05:00,,12.99,11.95,2521.0,16.99,1.0,12.99,12.99,233.0,4.9
2020-02-29 16:56:00-05:00,,12.99,11.95,2816.0,16.99,1.0,12.99,12.99,233.0,4.9
2020-02-29 22:10:00-05:00,,12.99,11.95,2066.0,16.99,1.0,12.99,12.99,233.0,4.9
2020-03-01 01:04:00-05:00,,12.99,11.95,2307.0,16.99,1.0,12.99,12.99,233.0,4.9
2020-03-01 02:04:00-05:00,,12.99,11.95,2307.0,16.99,1.0,12.99,12.99,234.0,4.9
2020-03-01 04:32:00-05:00,,12.99,11.95,2355.0,16.99,1.0,12.99,12.99,234.0,4.9
2020-03-01 08:10:00-05:00,,12.99,11.95,2519.0,16.99,1.0,12.99,12.99,234.0,4.9
2020-03-01 10:16:00-05:00,,12.99,11.95,2372.0,16.99,1.0,12.99,12.99,234.0,4.9
2020-03-01 13:16:00-05:00,,12.99,11.95,2446.0,16.99,1.0,12.99,12.99,234.0,4.9
2020-03-01 15:36:00-05:00,,12.99,11.95,2291.0,16.99,1.0,12.99,12.99,234.0,4.9
2020-03-01 22:14:00-05:00,,12.99,11.95,1958.0,16.99,1.0,12.99,12.99,234.0,4.9
2020-03-02 01:06:00-05:00,,12.99,11.95,1955.0,16.99,1.0,12.99,12.99,234.0,4.9
2020-03-02 01:46:00-05:00,,12.99,11.95,1955.0,16.99,1.0,12.99,12.99,237.0,4.9
2020-03-02 02:08:00-05:00,,12.99,11.95,1749.0,16.99,1.0,12.99,12.99,237.0,4.9
2020-03-02 04:30:00-05:00,,12.99,11.95,1695.0,16.99,1.0,12.99,12.99,237.0,4.9
2020-03-02 11:08:00-05:00,,12.99,11.95,1887.0,16.99,1.0,12.99,12.99,237.0,4.9
2020-03-02 11:14:00-05:00,,12.99,11.95,1887.0,16.99,1.0,12.99,12.99,240.0,4.9
2020-03-02 14:04:00-05:00,,12.99,11.95,1960.0,16.99,1.0,12.99,12.99,240.0,4.9
2020-03-02 20:28:00-05:00,,12.99,11.95,1608.0,16.99,1.0,12.99,12.99,240.0,4.9
2020-03-02 23:00:00-05:00,,12.99,11.95,1702.0,16.99,1.0,12.99,12.99,240.0,4.9
2020-03-03 02:22:00-05:00,,12.99,11.95,1883.0,16.99,1.0,12.99,12.99,240.0,4.9
2020-03-03 05:32:00-05:00,,12.99,11.95,1947.0,16.99,1.0,12.99,12.99,240.0,4.9
2020-03-03 11:52:00-05:00,,12.99,11.95,1944.0,16.99,1.0,12.99,12.99,240.0,4.9
2020-03-03 12:48:00-05:00,,12.99,11.95,1944.0,16.99,1.0,12.99,12.99,241.0,4.9
2020-03-03 22:42:00-05:00,,12.99,11.95,2048.0,16.99,1.0,12.99,12.99,241.0,4.9
2020-03-04 00:48:00-05:00,,12.99,11.95,2080.0,16.99,1.0,12.99,12.99,241.0,4.9
2020-03-04 01:24:00-05:00,,12.99,11.95,2080.0,16.99,1.0,12.99,12.99,243.0,4.9
2020-03-04 08:56:00-05:00,,12.99,11.95,1941.0,16.99,1.0,12.99,12.99,243.0,4.9
2020-03-04 13:40:00-05:00,,12.99,11.95,2038.0,16.99,1.0,12.99,12.99,243.0,4.9
2020-03-04 20:28:00-05:00,,12.99,11.95,1880.0,16.99,1.0,12.99,12.99,243.0,4.9
2020-03-04 21:46:00-05:00,,12.99,11.95,2174.0,16.99,1.0,12.99,12.99,243.0,4.9
2020-03-05 01:12:00-05:00,,12.99,11.95,2246.0,16.99,1.0,12.99,12.99,243.0,4.9
2020-03-05 02:40:00-05:00,,12.99,11.95,2166.0,16.99,1.0,12.99,12.99,245.0,4.9
2020-03-05 05:34:00-05:00,,12.99,11.95,2103.0,16.99,1.0,12.99,12.99,245.0,4.9
2020-03-05 09:14:00-05:00,,12.99,11.95,1978.0,16.99,1.0,12.99,12.99,249.0,4.9
2020-03-05 10:44:00-05:00,,12.99,11.95,2102.0,16.99,1.0,12.99,12.99,249.0,4.9
2020-03-05 14:40:00-05:00,,12.99,11.95,2241.0,16.99,1.0,12.99,12.99,249.0,4.9
2020-03-05 16:56:00-05:00,,12.99,11.95,2210.0,16.99,1.0,12.99,12.99,249.0,4.9
2020-03-05 23:22:00-05:00,,12.99,11.95,2365.0,16.99,1.0,12.99,12.99,249.0,4.9
2020-03-06 00:50:00-05:00,,12.99,11.95,2333.0,16.99,1.0,12.99,12.99,249.0,4.9
2020-03-06 07:24:00-05:00,,12.99,11.95,2256.0,16.99,1.0,12.99,12.99,249.0,4.9
2020-03-06 11:12:00-05:00,,12.99,11.95,2350.0,16.99,1.0,12.99,12.99,251.0,4.9
2020-03-06 16:48:00-05:00,,12.99,11.95,2489.0,16.99,1.0,12.99,12.99,251.0,4.9
2020-03-06 19:10:00-05:00,,12.99,11.95,2335.0,16.99,1.0,12.99,12.99,251.0,4.9
2020-03-06 22:00:00-05:00,,12.99,11.95,2568.0,16.99,1.0,12.99,12.99,251.0,4.9
2020-03-07 01:00:00-05:00,,12.99,11.95,2381.0,16.99,1.0,12.99,12.99,251.0,4.9
2020-03-07 05:46:00-05:00,,12.99,11.95,2239.0,16.99,1.0,12.99,12.99,251.0,4.9
2020-03-07 08:16:00-05:00,,12.99,11.95,2353.0,16.99,1.0,12.99,12.99,251.0,4.9
2020-03-07 11:08:00-05:00,,12.99,11.95,2173.0,16.99,1.0,12.99,12.99,251.0,4.9
2020-03-07 13:14:00-05:00,,12.99,11.95,2350.0,16.99,1.0,12.99,12.99,251.0,4.9
2020-03-07 15:54:00-05:00,,12.99,11.95,2138.0,16.99,1.0,12.99,12.99,251.0,4.9
2020-03-07 21:04:00-05:00,,12.99,11.95,1875.0,16.99,1.0,12.99,12.99,251.0,4.9
2020-03-08 01:52:00-05:00,,12.99,11.95,1875.0,16.99,1.0,12.99,12.99,252.0,4.9
2020-03-08 03:06:00-04:00,,12.99,11.95,1774.0,16.99,1.0,12.99,12.99,252.0,4.9
2020-03-08 05:40:00-04:00,,12.99,11.95,1831.0,16.99,1.0,12.99,12.99,252.0,4.9
2020-03-08 09:28:00-04:00,,12.99,11.95,1831.0,16.99,1.0,12.99,12.99,253.0,4.9
2020-03-08 10:20:00-04:00,,12.99,11.95,1836.0,16.99,1.0,12.99,12.99,253.0,4.9
2020-03-08 12:52:00-04:00,,12.99,11.95,1803.0,16.99,1.0,12.99,12.99,253.0,4.9
2020-03-08 14:12:00-04:00,,12.99,11.95,1868.0,16.99,1.0,12.99,12.99,253.0,4.9
2020-03-08 16:50:00-04:00,,12.99,11.95,1770.0,16.99,1.0,12.99,12.99,253.0,4.9
2020-03-08 19:12:00-04:00,,12.99,11.95,1738.0,16.99,1.0,12.99,12.99,253.0,4.9
2020-03-08 23:48:00-04:00,,12.99,11.95,1820.0,16.99,1.0,12.99,12.99,253.0,4.9
2020-03-09 03:20:00-04:00,,12.99,11.95,1708.0,16.99,1.0,12.99,12.99,253.0,4.9
2020-03-09 10:48:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,253.0,4.9
2020-03-09 13:08:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,256.0,4.9
2020-03-09 16:38:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,256.0,4.9
2020-03-10 21:44:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,258.0,4.9
2020-03-11 02:16:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,260.0,4.9
2020-03-12 02:24:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,262.0,4.9
2020-03-13 03:32:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,266.0,4.9
2020-03-13 09:52:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,268.0,4.9
2020-03-14 22:56:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,272.0,4.9
2020-03-16 03:58:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,273.0,4.9
2020-03-17 03:36:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,274.0,4.9
2020-03-18 02:04:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,277.0,4.9
2020-03-18 14:56:00-04:00,,12.99,11.95,1734.0,16.99,1.0,12.99,12.99,278.0,4.9
2020-03-18 22:44:00-04:00,,13.99,11.95,1734.0,16.99,1.0,12.99,13.99,278.0,4.9
2020-03-19 02:04:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,278.0,4.9
2020-03-20 02:08:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,279.0,4.9
2020-03-22 03:12:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,280.0,4.9
2020-03-22 15:20:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,281.0,4.9
2020-03-23 14:36:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,284.0,4.9
2020-03-24 17:10:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,285.0,4.9
2020-03-26 11:40:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,285.0,4.9
2020-03-26 19:44:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,285.0,4.9
2020-03-27 02:58:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,286.0,4.9
2020-03-27 04:24:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,286.0,4.9
2020-03-28 03:48:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,289.0,4.9
2020-03-29 02:04:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,291.0,4.9
2020-03-29 03:22:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,291.0,4.9
2020-03-30 00:20:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,291.0,4.9
2020-03-30 02:10:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,292.0,4.9
2020-03-31 02:08:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,293.0,4.9
2020-03-31 17:10:00-04:00,,13.99,11.95,1734.0,16.99,2.0,13.99,13.99,293.0,4.9
2020-04-01 02:10:00-04:00,,13.99,11.95,1734.0,16.99,2.0,13.99,13.99,295.0,4.9
2020-04-02 01:44:00-04:00,,13.99,11.95,1734.0,16.99,2.0,13.99,13.99,298.0,4.9
2020-04-02 16:40:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,298.0,4.9
2020-04-04 02:10:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,300.0,4.9
2020-04-05 02:04:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,302.0,4.9
2020-04-05 03:44:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,303.0,4.9
2020-04-05 15:44:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,304.0,4.9
2020-04-06 17:28:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,305.0,4.9
2020-04-07 03:48:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,306.0,4.9
2020-04-08 01:20:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,307.0,4.9
2020-04-08 03:32:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,308.0,4.9
2020-04-09 02:08:00-04:00,,13.99,11.95,1734.0,16.99,1.0,13.99,13.99,313.0,4.9
