,AMAZON,NEW,USED,COUNT_NEW,BUY_BOX_SHIPPING,SALES,LISTPRICE,NEW_FBA,COUNT_REVIEWS,RATING
2022-08-17 14:02:00-04:00,27.99,41.79,44.6,6.0,27.99,1769.0,29.98,73.1,504.0,4.8
2022-08-17 20:10:00-04:00,27.99,41.79,44.6,6.0,27.99,1811.0,29.98,73.1,504.0,4.8
2022-08-17 21:12:00-04:00,27.99,41.79,44.6,6.0,27.99,1736.0,29.98,73.1,504.0,4.8
2022-08-17 23:12:00-04:00,27.99,41.79,44.6,6.0,27.99,1830.0,29.98,73.1,504.0,4.8
2022-08-18 03:10:00-04:00,27.99,41.79,44.6,6.0,27.99,1801.0,29.98,73.1,504.0,4.8
2022-08-18 07:28:00-04:00,27.99,41.79,44.6,6.0,27.99,1801.0,29.98,73.1,506.0,4.8
2022-08-18 07:30:00-04:00,27.99,41.79,44.6,6.0,27.99,1741.0,29.98,73.1,506.0,4.8
2022-08-18 08:00:00-04:00,27.99,41.79,44.6,6.0,27.99,1741.0,29.98,73.1,507.0,4.8
2022-08-18 08:30:00-04:00,27.99,41.79,44.6,6.0,27.99,1750.0,29.98,73.1,507.0,4.8
2022-08-18 09:40:00-04:00,27.99,41.79,44.6,6.0,27.99,1750.0,29.98,73.1,511.0,4.8
2022-08-18 10:02:00-04:00,27.99,41.79,44.6,6.0,27.99,1750.0,29.98,73.1,512.0,4.8
2022-08-18 10:40:00-04:00,27.99,45.79,44.6,5.0,27.99,1750.0,29.98,73.1,512.0,4.8
2022-08-18 11:52:00-04:00,27.99,45.79,44.6,4.0,27.99,1844.0,29.98,73.1,512.0,4.8
2022-08-18 14:50:00-04:00,27.99,45.79,44.6,4.0,27.99,1726.0,29.98,73.1,512.0,4.8
2022-08-18 15:24:00-04:00,27.99,45.79,44.6,4.0,27.99,1726.0,29.98,73.1,501.0,4.8
2022-08-18 15:28:00-04:00,27.99,45.79,44.6,4.0,27.99,1726.0,29.98,73.1,512.0,4.8
2022-08-18 18:54:00-04:00,27.99,45.79,44.6,4.0,27.99,1745.0,29.98,73.1,512.0,4.8
2022-08-19 01:06:00-04:00,27.99,45.79,44.6,4.0,27.99,1690.0,29.98,73.1,512.0,4.8
2022-08-19 02:04:00-04:00,27.99,45.79,44.6,4.0,27.99,1690.0,29.98,73.1,511.0,4.8
2022-08-19 03:12:00-04:00,27.99,45.79,44.6,4.0,27.99,1594.0,29.98,73.1,511.0,4.8
2022-08-19 03:16:00-04:00,27.99,45.79,44.6,4.0,27.99,1594.0,29.98,73.1,512.0,4.8
2022-08-19 07:34:00-04:00,27.99,45.79,44.6,4.0,27.99,1594.0,29.98,73.1,513.0,4.8
2022-08-19 09:24:00-04:00,27.99,45.79,44.6,4.0,27.99,1594.0,29.98,73.1,515.0,4.8
2022-08-19 10:24:00-04:00,27.99,45.79,44.6,4.0,27.99,1731.0,29.98,73.1,515.0,4.8
2022-08-19 11:20:00-04:00,27.99,45.79,44.6,4.0,27.99,1731.0,29.98,73.1,516.0,4.8
2022-08-19 14:32:00-04:00,27.99,45.79,44.6,5.0,27.99,1710.0,29.98,73.1,516.0,4.8
2022-08-19 18:56:00-04:00,27.99,45.79,44.6,5.0,27.99,1710.0,29.98,73.1,517.0,4.8
2022-08-19 19:08:00-04:00,27.99,45.79,44.6,5.0,27.99,1873.0,29.98,73.1,517.0,4.8
2022-08-19 23:56:00-04:00,27.99,45.79,44.6,5.0,27.99,1853.0,29.98,73.1,517.0,4.8
2022-08-20 01:12:00-04:00,27.99,45.79,44.6,5.0,27.99,1801.0,29.98,73.1,517.0,4.8
2022-08-20 01:52:00-04:00,27.99,45.79,44.6,5.0,27.99,1801.0,29.98,73.1,517.0,4.8
2022-08-20 05:36:00-04:00,27.99,45.79,44.6,5.0,27.99,1810.0,29.98,73.1,517.0,4.8
2022-08-20 06:08:00-04:00,27.99,46.75,44.6,5.0,27.99,1810.0,29.98,73.1,517.0,4.8
2022-08-20 08:06:00-04:00,27.99,46.75,44.6,5.0,27.99,1866.0,29.98,73.1,517.0,4.8
2022-08-20 09:06:00-04:00,27.99,46.75,44.6,5.0,27.99,1866.0,29.98,73.1,518.0,4.8
2022-08-20 10:16:00-04:00,27.99,46.75,44.6,5.0,27.99,1866.0,29.98,73.1,521.0,4.8
2022-08-20 10:56:00-04:00,27.99,46.75,44.6,5.0,27.99,1859.0,29.98,73.1,522.0,4.8
2022-08-20 12:00:00-04:00,27.99,46.75,44.6,5.0,27.99,1866.0,29.98,73.1,522.0,4.8
2022-08-20 13:20:00-04:00,27.99,46.75,44.6,5.0,27.99,1813.0,29.98,73.1,522.0,4.8
2022-08-20 14:20:00-04:00,27.99,46.75,44.6,5.0,27.99,1813.0,29.98,72.71,522.0,4.8
2022-08-20 14:34:00-04:00,27.99,46.75,44.6,5.0,27.99,1813.0,29.98,72.71,436.0,4.8
2022-08-20 15:00:00-04:00,27.99,46.75,44.6,5.0,27.99,1813.0,29.98,72.71,522.0,4.8
2022-08-20 16:16:00-04:00,27.99,46.75,44.6,5.0,27.99,2024.0,29.98,72.71,522.0,4.8
2022-08-20 20:20:00-04:00,27.99,46.75,44.6,5.0,27.99,1732.0,29.98,72.71,522.0,4.8
2022-08-20 21:12:00-04:00,27.99,46.75,44.6,5.0,27.99,1732.0,29.98,72.12,522.0,4.8
2022-08-21 03:10:00-04:00,27.99,46.75,44.6,5.0,27.99,1706.0,29.98,72.12,522.0,4.8
2022-08-21 07:16:00-04:00,27.99,46.75,44.6,5.0,27.99,1805.0,29.98,72.12,522.0,4.8
2022-08-21 08:08:00-04:00,27.99,46.75,44.6,5.0,27.99,1805.0,29.98,71.08,522.0,4.8
2022-08-21 11:44:00-04:00,27.99,46.75,44.6,5.0,27.99,1805.0,29.98,71.08,527.0,4.8
2022-08-21 11:46:00-04:00,27.99,46.75,44.6,5.0,27.99,1857.0,29.98,71.08,527.0,4.8
2022-08-21 14:34:00-04:00,27.99,46.75,44.6,5.0,27.99,1912.0,29.98,71.08,527.0,4.8
2022-08-21 20:08:00-04:00,27.99,46.75,44.6,5.0,27.99,1973.0,29.98,71.08,527.0,4.8
2022-08-21 21:42:00-04:00,27.99,46.75,44.6,5.0,27.99,1973.0,29.98,68.92,529.0,4.8
2022-08-21 21:56:00-04:00,27.99,46.75,44.6,5.0,27.99,1973.0,29.98,68.92,530.0,4.8
2022-08-21 22:44:00-04:00,27.99,46.75,44.6,5.0,27.99,1965.0,29.98,68.92,530.0,4.8
2022-08-22 01:32:00-04:00,27.99,46.75,44.6,5.0,27.99,1979.0,29.98,68.92,530.0,4.8
2022-08-22 02:20:00-04:00,27.99,46.75,44.6,5.0,27.99,1979.0,29.98,68.4,531.0,4.8
2022-08-22 04:56:00-04:00,27.99,46.75,44.6,5.0,27.99,1902.0,29.98,68.4,531.0,4.8
2022-08-22 07:10:00-04:00,27.99,46.75,44.6,5.0,27.99,1979.0,29.98,67.94,531.0,4.8
2022-08-22 08:00:00-04:00,27.99,46.75,44.6,5.0,27.99,1943.0,29.98,67.94,531.0,4.8
2022-08-22 08:12:00-04:00,27.99,46.75,44.6,5.0,27.99,1943.0,29.98,67.94,533.0,4.8
2022-08-22 09:32:00-04:00,27.99,46.75,44.6,5.0,27.99,1943.0,29.98,67.88,535.0,4.8
2022-08-22 10:02:00-04:00,27.99,46.75,44.6,5.0,27.99,1943.0,29.98,67.88,536.0,4.8
2022-08-22 12:48:00-04:00,27.99,46.75,44.6,5.0,27.99,1941.0,29.98,67.88,536.0,4.8
2022-08-22 13:16:00-04:00,27.99,46.75,44.6,5.0,27.99,1941.0,29.98,67.88,522.0,4.8
2022-08-22 16:08:00-04:00,27.99,46.75,44.6,5.0,27.99,1792.0,29.98,67.88,522.0,4.8
2022-08-22 16:20:00-04:00,27.99,46.75,44.6,5.0,27.99,1792.0,29.98,67.88,536.0,4.8
2022-08-22 16:28:00-04:00,27.99,46.75,44.6,5.0,27.99,1951.0,29.98,66.8,536.0,4.8
2022-08-22 18:08:00-04:00,27.99,46.75,44.6,5.0,27.99,1792.0,29.98,66.7,536.0,4.8
2022-08-22 23:56:00-04:00,27.99,46.75,44.6,5.0,27.99,1792.0,29.98,66.7,534.0,4.8
2022-08-23 00:44:00-04:00,27.99,46.75,44.6,5.0,27.99,1746.0,29.98,66.7,534.0,4.8
2022-08-23 00:56:00-04:00,27.99,46.75,44.6,5.0,27.99,1746.0,29.98,65.7,534.0,4.8
2022-08-23 02:12:00-04:00,27.99,46.75,44.6,5.0,27.99,1746.0,29.98,65.7,535.0,4.8
2022-08-23 02:56:00-04:00,27.99,46.75,44.6,5.0,27.99,1685.0,29.98,65.7,535.0,4.8
2022-08-23 04:08:00-04:00,27.99,46.75,44.6,5.0,27.99,1685.0,29.98,65.7,536.0,4.8
2022-08-23 05:04:00-04:00,27.99,46.75,44.6,5.0,27.99,1652.0,29.98,65.16,536.0,4.8
2022-08-23 06:28:00-04:00,27.99,46.75,44.6,5.0,27.99,1652.0,29.98,65.16,537.0,4.8
2022-08-23 06:30:00-04:00,27.99,46.75,44.6,5.0,27.99,1652.0,29.98,65.04,537.0,4.8
2022-08-23 07:24:00-04:00,27.99,46.75,44.6,5.0,27.99,1728.0,29.98,65.04,537.0,4.8
2022-08-23 08:08:00-04:00,27.99,46.75,44.6,5.0,27.99,1728.0,29.98,65.04,542.0,4.8
2022-08-23 09:40:00-04:00,27.99,46.75,44.6,5.0,27.99,1728.0,29.98,65.04,545.0,4.8
2022-08-23 10:52:00-04:00,27.99,46.75,44.6,5.0,27.99,1759.0,29.98,65.04,545.0,4.8
2022-08-23 11:24:00-04:00,27.99,46.75,44.6,5.0,27.99,1728.0,29.98,64.68,547.0,4.8
2022-08-23 11:56:00-04:00,27.99,46.75,44.6,5.0,27.99,1759.0,29.98,64.68,547.0,4.8
2022-08-23 14:00:00-04:00,27.99,46.75,44.6,5.0,27.99,1759.0,29.98,64.68,548.0,4.8
2022-08-23 15:04:00-04:00,27.99,46.75,44.6,5.0,27.99,1720.0,29.98,64.46,548.0,4.8
2022-08-23 16:44:00-04:00,27.99,46.75,44.6,5.0,27.99,1716.0,29.98,64.46,548.0,4.8
2022-08-23 20:08:00-04:00,27.99,46.75,44.6,5.0,27.99,1720.0,29.98,64.46,548.0,4.8
2022-08-23 21:08:00-04:00,27.99,46.75,44.6,5.0,27.99,1655.0,29.98,64.46,548.0,4.8
2022-08-23 23:04:00-04:00,27.99,46.75,44.6,5.0,27.99,1603.0,29.98,64.46,548.0,4.8
2022-08-24 03:16:00-04:00,27.99,46.75,44.6,5.0,27.99,1636.0,29.98,64.46,548.0,4.8
2022-08-24 03:44:00-04:00,27.99,46.75,44.6,5.0,27.99,1636.0,29.98,62.82,549.0,4.8
2022-08-24 05:28:00-04:00,27.99,46.75,44.6,4.0,27.99,1632.0,29.98,62.52,549.0,4.8
2022-08-24 08:00:00-04:00,27.99,46.75,44.6,4.0,27.99,1632.0,29.98,62.52,552.0,4.8
2022-08-24 08:38:00-04:00,27.99,46.75,44.6,4.0,27.99,1632.0,29.98,62.52,553.0,4.8
2022-08-24 09:28:00-04:00,27.99,46.75,44.6,4.0,27.99,1660.0,29.98,62.3,553.0,4.8
2022-08-24 10:28:00-04:00,27.99,46.75,44.6,4.0,27.99,1660.0,29.98,62.3,554.0,4.8
2022-08-24 11:16:00-04:00,27.99,46.75,44.6,4.0,27.99,1668.0,29.98,62.16,554.0,4.8
2022-08-24 13:00:00-04:00,27.99,46.75,44.6,4.0,27.99,1668.0,29.98,62.0,554.0,4.8
2022-08-24 13:52:00-04:00,27.99,46.75,44.6,4.0,27.99,1660.0,29.98,62.0,554.0,4.8
2022-08-24 14:38:00-04:00,27.99,46.75,44.6,4.0,27.99,1668.0,29.98,62.0,554.0,4.8
2022-08-24 19:48:00-04:00,27.99,46.75,44.6,4.0,27.99,1721.0,29.98,62.0,554.0,4.8
2022-08-24 20:02:00-04:00,27.99,46.75,44.6,4.0,27.99,1721.0,29.98,61.22,554.0,4.8
2022-08-24 20:12:00-04:00,27.99,46.75,44.6,4.0,27.99,1638.0,29.98,61.22,554.0,4.8
2022-08-24 22:38:00-04:00,27.99,46.75,44.6,4.0,27.99,1662.0,29.98,60.78,554.0,4.8
2022-08-25 00:56:00-04:00,27.99,46.75,44.6,4.0,27.99,1662.0,29.98,60.4,554.0,4.8
2022-08-25 01:06:00-04:00,27.99,46.75,44.6,4.0,27.99,1662.0,29.98,60.36,554.0,4.8
2022-08-25 01:48:00-04:00,27.99,46.75,44.6,4.0,27.99,1677.0,29.98,60.36,554.0,4.8
2022-08-25 02:32:00-04:00,27.99,46.75,44.6,4.0,27.99,1677.0,29.98,60.24,554.0,4.8
2022-08-25 04:24:00-04:00,27.99,46.75,44.6,4.0,27.99,1696.0,29.98,60.24,554.0,4.8
2022-08-25 05:12:00-04:00,27.99,46.75,44.6,4.0,27.99,1696.0,29.98,59.9,554.0,4.8
2022-08-25 08:04:00-04:00,27.99,46.75,44.6,4.0,27.99,1696.0,29.98,59.74,556.0,4.8
2022-08-25 08:44:00-04:00,27.99,46.75,44.6,4.0,27.99,1725.0,29.98,59.74,556.0,4.8
2022-08-25 09:44:00-04:00,27.99,46.75,44.6,4.0,27.99,1696.0,29.98,59.62,558.0,4.8
2022-08-25 10:48:00-04:00,27.99,46.75,44.6,4.0,27.99,1725.0,29.98,59.62,558.0,4.8
2022-08-25 10:52:00-04:00,27.99,46.75,44.6,4.0,27.99,1725.0,29.98,59.6,558.0,4.8
2022-08-25 13:26:00-04:00,27.99,59.39,44.6,3.0,27.99,1725.0,29.98,59.6,558.0,4.8
2022-08-25 15:32:00-04:00,27.99,59.16,44.6,3.0,27.99,1725.0,29.98,59.6,558.0,4.8
2022-08-25 15:46:00-04:00,27.99,59.14,44.6,3.0,27.99,1806.0,29.98,59.6,558.0,4.8
2022-08-25 19:52:00-04:00,27.99,58.7,44.6,3.0,27.99,1804.0,29.98,59.6,558.0,4.8
2022-08-25 20:14:00-04:00,27.99,58.64,44.6,3.0,27.99,1806.0,29.98,59.6,558.0,4.8
2022-08-25 21:16:00-04:00,27.99,58.46,44.6,3.0,27.99,1892.0,29.98,59.6,558.0,4.8
2022-08-26 00:02:00-04:00,27.99,57.98,44.6,3.0,27.99,1796.0,29.98,59.6,558.0,4.8
2022-08-26 01:38:00-04:00,27.99,57.72,44.6,3.0,27.99,1796.0,29.98,57.72,558.0,4.8
2022-08-26 02:08:00-04:00,27.99,57.64,44.6,3.0,27.99,1796.0,29.98,57.72,558.0,4.8
2022-08-26 04:12:00-04:00,27.99,57.4,44.6,3.0,27.99,1757.0,29.98,57.72,558.0,4.8
2022-08-26 04:48:00-04:00,27.99,57.4,44.6,3.0,27.99,1757.0,29.98,57.4,558.0,4.8
2022-08-26 05:56:00-04:00,27.99,57.28,44.6,3.0,27.99,1851.0,29.98,57.4,558.0,4.8
2022-08-26 09:02:00-04:00,27.99,57.28,44.6,3.0,27.99,1851.0,29.98,57.4,562.0,4.8
2022-08-26 10:00:00-04:00,27.99,57.2,44.6,3.0,27.99,1892.0,29.98,57.2,565.0,4.8
2022-08-26 12:20:00-04:00,27.99,57.04,44.6,3.0,27.99,1963.0,29.98,57.2,565.0,4.8
2022-08-26 12:40:00-04:00,27.99,57.04,44.6,3.0,27.99,1963.0,29.98,57.04,565.0,4.8
2022-08-26 13:18:00-04:00,27.99,57.04,44.6,3.0,27.99,1892.0,29.98,57.04,565.0,4.8
2022-08-26 14:44:00-04:00,27.99,56.94,44.6,3.0,27.99,1998.0,29.98,57.04,565.0,4.8
2022-08-26 15:08:00-04:00,27.99,56.94,44.6,3.0,27.99,1892.0,29.98,57.04,565.0,4.8
2022-08-26 15:44:00-04:00,27.99,56.92,44.6,3.0,27.99,1998.0,29.98,57.04,565.0,4.8
2022-08-26 17:40:00-04:00,27.99,56.74,44.6,3.0,27.99,1998.0,29.98,57.04,565.0,4.8
2022-08-26 19:44:00-04:00,27.99,56.5,44.6,3.0,27.99,1.0,29.98,57.04,565.0,4.8
2022-08-26 20:16:00-04:00,27.99,56.4,44.6,3.0,27.99,1998.0,29.98,57.04,565.0,4.8
2022-08-26 21:48:00-04:00,27.99,56.14,44.6,3.0,27.99,1.0,29.98,57.04,565.0,4.8
2022-08-26 23:12:00-04:00,27.99,55.88,44.6,3.0,27.99,1998.0,29.98,57.04,565.0,4.8
2022-08-27 00:38:00-04:00,27.99,55.66,44.6,3.0,27.99,1.0,29.98,57.04,565.0,4.8
2022-08-27 02:24:00-04:00,27.99,55.66,44.6,3.0,27.99,1.0,29.98,57.04,566.0,4.8
2022-08-27 05:04:00-04:00,27.99,55.45,44.6,3.0,27.99,1.0,29.98,57.04,566.0,4.8
2022-08-27 06:56:00-04:00,27.99,55.25,44.6,3.0,27.99,2.0,29.98,57.04,566.0,4.8
2022-08-27 08:40:00-04:00,27.99,55.25,44.6,3.0,27.99,2.0,29.98,57.04,570.0,4.8
2022-08-27 08:52:00-04:00,27.99,55.25,44.6,3.0,27.99,2.0,29.98,57.04,571.0,4.8
2022-08-27 08:56:00-04:00,27.99,55.05,44.6,3.0,27.99,2.0,29.98,57.04,571.0,4.8
2022-08-27 11:08:00-04:00,27.99,54.69,44.6,3.0,27.99,2.0,29.98,57.04,571.0,4.8
2022-08-27 11:16:00-04:00,27.99,54.65,44.6,3.0,27.99,2.0,29.98,54.65,576.0,4.8
2022-08-27 12:32:00-04:00,27.99,54.65,44.6,3.0,27.99,2.0,29.98,54.65,577.0,4.8
2022-08-27 13:08:00-04:00,27.99,54.35,44.6,3.0,27.99,3.0,29.98,54.65,577.0,4.8
2022-08-27 15:12:00-04:00,27.99,54.07,44.6,3.0,27.99,4.0,29.98,54.65,577.0,4.8
2022-08-27 17:04:00-04:00,27.99,53.89,44.6,3.0,27.99,3.0,29.98,54.65,577.0,4.8
2022-08-27 17:16:00-04:00,27.99,53.87,44.6,3.0,27.99,4.0,29.98,54.65,577.0,4.8
2022-08-27 19:20:00-04:00,27.99,53.49,44.6,3.0,27.99,7.0,29.98,54.65,577.0,4.8
2022-08-27 20:24:00-04:00,27.99,53.31,44.6,3.0,27.99,7.0,29.98,54.65,577.0,4.8
2022-08-28 01:42:00-04:00,27.99,52.45,44.6,3.0,27.99,13.0,29.98,54.65,577.0,4.8
2022-08-28 02:34:00-04:00,27.99,52.29,44.6,3.0,27.99,13.0,29.98,54.65,577.0,4.8
2022-08-28 04:40:00-04:00,27.99,51.97,44.6,3.0,27.99,19.0,29.98,54.65,577.0,4.8
2022-08-28 07:36:00-04:00,27.99,51.97,44.6,3.0,27.99,19.0,29.98,54.65,578.0,4.8
2022-08-28 09:16:00-04:00,27.99,51.59,44.6,3.0,27.99,20.0,29.98,51.59,581.0,4.8
2022-08-28 09:36:00-04:00,27.99,51.53,44.6,3.0,27.99,20.0,29.98,51.53,581.0,4.8
2022-08-28 09:50:00-04:00,27.99,51.51,44.6,3.0,27.99,21.0,29.98,51.53,581.0,4.8
2022-08-28 11:24:00-04:00,27.99,51.23,44.6,3.0,27.99,21.0,29.98,51.23,585.0,4.8
2022-08-28 11:56:00-04:00,27.99,51.15,44.6,3.0,27.99,33.0,29.98,51.23,585.0,4.8
2022-08-28 14:00:00-04:00,27.99,50.79,44.6,3.0,27.99,33.0,29.98,51.23,585.0,4.8
2022-08-28 14:18:00-04:00,27.99,50.73,44.6,3.0,27.99,33.0,29.98,50.73,585.0,4.8
2022-08-28 16:04:00-04:00,27.99,50.43,44.6,3.0,27.99,42.0,29.98,50.73,585.0,4.8
2022-08-28 18:08:00-04:00,27.99,50.09,44.6,3.0,27.99,42.0,29.98,50.73,585.0,4.8
2022-08-28 20:14:00-04:00,27.99,49.73,44.6,3.0,27.99,61.0,29.98,50.73,585.0,4.8
2022-08-28 20:56:00-04:00,27.99,49.59,44.6,3.0,27.99,61.0,29.98,49.61,585.0,4.8
2022-08-28 21:16:00-04:00,27.99,49.57,44.6,3.0,27.99,61.0,29.98,49.61,585.0,4.8
2022-08-28 23:20:00-04:00,27.99,49.37,44.6,3.0,27.99,82.0,29.98,49.61,585.0,4.8
2022-08-29 01:12:00-04:00,27.99,49.13,44.6,3.0,27.99,82.0,29.98,49.13,586.0,4.8
2022-08-29 01:22:00-04:00,27.99,49.11,44.6,3.0,27.99,99.0,29.98,49.13,586.0,4.8
2022-08-29 03:00:00-04:00,27.99,48.83,44.6,3.0,27.99,99.0,29.98,48.83,587.0,4.8
2022-08-29 03:24:00-04:00,27.99,48.81,44.6,3.0,27.99,99.0,29.98,48.83,587.0,4.8
2022-08-29 05:28:00-04:00,27.99,48.75,44.6,3.0,27.99,107.0,29.98,48.83,587.0,4.8
2022-08-29 07:12:00-04:00,27.99,48.69,44.6,3.0,27.99,107.0,29.98,48.83,587.0,4.8
2022-08-29 08:56:00-04:00,27.99,48.63,44.6,3.0,27.99,107.0,29.98,48.83,587.0,4.8
2022-08-29 09:34:00-04:00,27.99,48.61,44.6,3.0,27.99,107.0,29.98,48.83,587.0,4.8
2022-08-29 11:40:00-04:00,27.99,48.53,44.6,3.0,27.99,107.0,29.98,48.83,587.0,4.8
2022-08-29 11:46:00-04:00,27.99,48.53,44.6,3.0,27.99,107.0,29.98,48.83,596.0,4.8
2022-08-29 13:46:00-04:00,27.99,48.17,44.6,3.0,27.99,119.0,29.98,48.83,596.0,4.8
2022-08-29 15:48:00-04:00,27.99,48.17,44.6,3.0,27.99,149.0,29.98,48.83,596.0,4.8
2022-08-29 17:44:00-04:00,27.99,48.1,44.6,3.0,27.99,149.0,29.98,48.83,596.0,4.8
2022-08-29 20:00:00-04:00,27.99,48.1,44.6,3.0,27.99,176.0,29.98,48.83,596.0,4.8
2022-08-29 20:12:00-04:00,27.99,48.09,44.6,3.0,27.99,149.0,29.98,48.83,596.0,4.8
2022-08-30 00:10:00-04:00,27.99,59.39,44.6,2.0,27.99,211.0,29.98,73.1,596.0,4.8
2022-08-30 06:04:00-04:00,27.99,59.39,44.6,2.0,27.99,269.0,29.98,73.1,596.0,4.8
2022-08-30 07:48:00-04:00,27.99,59.39,44.6,2.0,27.99,268.0,29.98,73.1,596.0,4.8
2022-08-30 08:00:00-04:00,27.99,59.39,44.6,2.0,27.99,268.0,29.98,73.1,603.0,4.8
2022-08-30 10:12:00-04:00,27.99,59.39,44.6,2.0,27.99,268.0,29.98,73.1,610.0,4.8
2022-08-30 12:36:00-04:00,27.99,59.39,44.6,2.0,27.99,310.0,29.98,73.1,610.0,4.8
2022-08-30 19:00:00-04:00,27.99,59.39,44.6,2.0,27.99,356.0,29.98,73.1,610.0,4.8
2022-08-30 20:36:00-04:00,27.99,59.39,44.6,2.0,27.99,310.0,29.98,73.1,610.0,4.8
2022-08-30 21:12:00-04:00,27.99,59.39,44.6,2.0,27.99,376.0,29.98,73.1,610.0,4.8
2022-08-31 01:32:00-04:00,27.99,59.39,44.6,2.0,27.99,401.0,29.98,73.1,611.0,4.8
2022-08-31 09:20:00-04:00,27.99,59.39,44.6,2.0,27.99,401.0,29.98,73.1,623.0,4.8
2022-08-31 10:12:00-04:00,27.99,59.39,44.6,2.0,27.99,401.0,29.98,73.1,627.0,4.8
2022-08-31 11:36:00-04:00,27.99,59.39,44.6,2.0,27.99,474.0,29.98,73.1,627.0,4.8
2022-08-31 11:44:00-04:00,27.99,59.39,44.6,2.0,27.99,483.0,29.98,73.1,627.0,4.8
2022-08-31 12:48:00-04:00,27.99,59.39,44.6,2.0,27.99,474.0,29.98,73.1,627.0,4.8
2022-08-31 16:08:00-04:00,27.99,59.39,44.6,2.0,27.99,521.0,29.98,73.11,627.0,4.8
2022-08-31 17:24:00-04:00,27.99,59.39,44.6,2.0,27.99,582.0,29.98,73.1,627.0,4.8
2022-08-31 21:02:00-04:00,27.99,59.39,44.6,2.0,27.99,631.0,29.98,73.1,627.0,4.8
2022-08-31 23:06:00-04:00,27.99,59.39,44.6,2.0,27.99,695.0,29.98,73.1,627.0,4.8
2022-09-01 02:46:00-04:00,27.99,59.39,44.6,2.0,27.99,717.0,29.98,73.1,628.0,4.8
2022-09-01 09:00:00-04:00,27.99,59.39,44.6,2.0,27.99,731.0,29.98,73.1,634.0,4.8
2022-09-01 09:44:00-04:00,27.99,59.39,44.6,2.0,27.99,731.0,29.98,73.1,637.0,4.8
2022-09-01 11:00:00-04:00,27.99,59.39,44.6,2.0,27.99,731.0,29.98,73.1,642.0,4.8
2022-09-01 12:44:00-04:00,27.99,59.39,44.6,2.0,27.99,706.0,29.98,73.1,642.0,4.8
2022-09-01 18:44:00-04:00,27.99,59.39,44.6,2.0,27.99,744.0,29.98,73.1,642.0,4.8
2022-09-02 02:04:00-04:00,27.99,59.39,44.6,2.0,27.99,878.0,29.98,73.1,642.0,4.8
2022-09-02 03:36:00-04:00,27.99,59.39,44.6,2.0,27.99,904.0,29.98,73.1,642.0,4.8
2022-09-02 07:16:00-04:00,27.99,59.39,44.6,2.0,27.99,919.0,29.98,73.1,642.0,4.8
2022-09-02 09:24:00-04:00,27.99,59.39,44.6,2.0,27.99,919.0,29.98,73.1,652.0,4.8
2022-09-02 11:40:00-04:00,27.99,59.39,44.6,2.0,27.99,851.0,29.98,73.1,652.0,4.8
2022-09-02 15:26:00-04:00,27.99,59.39,44.6,2.0,27.99,851.0,29.98,73.1,654.0,4.8
2022-09-02 18:08:00-04:00,27.99,59.39,44.6,2.0,27.99,923.0,29.98,73.1,654.0,4.8
2022-09-02 23:12:00-04:00,27.99,59.39,44.6,2.0,27.99,1072.0,29.98,73.1,654.0,4.8
2022-09-03 04:28:00-04:00,27.99,59.39,44.6,2.0,27.99,1092.0,29.98,73.1,655.0,4.8
2022-09-03 08:34:00-04:00,27.99,59.39,44.6,2.0,27.99,1092.0,29.98,73.1,659.0,4.8
2022-09-03 10:26:00-04:00,27.99,59.39,44.6,2.0,27.99,1044.0,29.98,73.1,659.0,4.8
2022-09-03 11:36:00-04:00,27.99,59.39,44.6,2.0,27.99,1044.0,29.98,73.1,664.0,4.8
2022-09-03 11:42:00-04:00,27.99,59.39,44.6,2.0,27.99,1051.0,29.98,73.1,664.0,4.8
2022-09-03 15:28:00-04:00,27.99,59.39,44.6,2.0,27.99,1154.0,29.98,73.1,664.0,4.8
2022-09-03 20:16:00-04:00,27.99,59.39,44.6,3.0,27.99,1154.0,29.98,73.1,664.0,4.8
2022-09-03 20:34:00-04:00,27.99,59.39,44.6,3.0,27.99,1204.0,29.98,73.1,664.0,4.8
2022-09-03 22:16:00-04:00,27.99,59.39,44.6,3.0,27.99,1204.0,29.98,69.94,664.0,4.8
2022-09-03 22:52:00-04:00,27.99,59.39,44.6,3.0,27.99,1154.0,29.98,69.94,664.0,4.8
2022-09-03 23:52:00-04:00,27.99,59.39,44.6,3.0,27.99,1270.0,29.98,69.94,664.0,4.8
2022-09-04 07:44:00-04:00,27.99,59.39,44.6,3.0,27.99,1279.0,29.98,69.94,664.0,4.8
2022-09-04 08:56:00-04:00,27.99,59.39,44.6,3.0,27.99,1242.0,29.98,69.94,664.0,4.8
2022-09-04 09:10:00-04:00,27.99,59.39,44.6,3.0,27.99,1286.0,29.98,69.94,671.0,4.8
2022-09-04 10:56:00-04:00,27.99,59.39,44.6,3.0,27.99,1242.0,29.98,69.94,671.0,4.8
2022-09-04 12:12:00-04:00,27.99,59.39,44.6,3.0,27.99,1230.0,29.98,69.94,671.0,4.8
2022-09-04 14:22:00-04:00,27.99,59.39,44.6,3.0,27.99,1230.0,29.98,69.94,679.0,4.8
2022-09-04 14:56:00-04:00,27.99,59.39,44.6,3.0,27.99,1280.0,29.98,69.94,679.0,4.8
2022-09-04 18:40:00-04:00,27.99,59.39,44.6,3.0,27.99,1280.0,29.98,69.94,664.0,4.8
