,AMAZON,NEW,USED,COUNT_NEW,BUY_BOX_SHIPPING,SALES,LISTPRICE,NEW_FBA,COUNT_REVIEWS,RATING
2022-04-09 05:40:00-04:00,26.73,26.73,44.9,1.0,26.73,16851.0,27.98,73.1,1.0,5.0
2022-04-09 09:28:00-04:00,26.73,26.73,44.9,1.0,26.73,17252.0,27.98,73.1,1.0,5.0
2022-04-09 11:38:00-04:00,26.73,26.73,44.9,1.0,26.73,13429.0,27.98,73.1,1.0,5.0
2022-04-09 15:16:00-04:00,26.73,26.73,44.9,1.0,26.73,10793.0,27.98,73.1,1.0,5.0
2022-04-09 20:08:00-04:00,26.73,26.73,44.9,1.0,26.73,12646.0,27.98,73.1,1.0,5.0
2022-04-10 03:36:00-04:00,26.73,26.73,44.9,1.0,26.73,10992.0,27.98,73.1,1.0,5.0
2022-04-10 06:12:00-04:00,25.93,25.93,44.9,1.0,25.93,11237.0,27.98,73.1,1.0,5.0
2022-04-10 17:12:00-04:00,25.93,25.93,44.9,1.0,25.93,9367.0,27.98,73.1,1.0,5.0
2022-04-10 20:08:00-04:00,25.93,25.93,44.9,1.0,25.93,8820.0,27.98,73.1,1.0,5.0
2022-04-10 23:08:00-04:00,25.93,25.93,44.9,1.0,25.93,9938.0,27.98,73.1,1.0,5.0
2022-04-11 06:00:00-04:00,26.62,26.62,44.9,1.0,26.62,11832.0,27.98,73.1,1.0,5.0
2022-04-11 06:30:00-04:00,26.62,26.62,44.9,1.0,26.62,11754.0,27.98,73.1,1.0,5.0
2022-04-11 10:54:00-04:00,26.62,26.62,44.9,1.0,26.62,12124.0,27.98,73.1,1.0,5.0
2022-04-11 12:44:00-04:00,26.62,26.62,44.9,1.0,26.62,12798.0,27.98,73.1,1.0,5.0
2022-04-11 17:32:00-04:00,26.62,26.62,44.9,1.0,26.62,12845.0,27.98,73.1,1.0,5.0
2022-04-11 20:08:00-04:00,26.62,26.62,44.9,1.0,26.62,13990.0,27.98,73.1,1.0,5.0
2022-04-12 06:16:00-04:00,26.55,26.55,44.9,1.0,26.55,14555.0,27.98,73.1,1.0,5.0
2022-04-12 08:32:00-04:00,26.55,26.55,44.9,1.0,26.55,14932.0,27.98,73.1,1.0,5.0
2022-04-12 13:04:00-04:00,26.55,26.55,44.9,1.0,26.55,15626.0,27.98,73.1,1.0,5.0
2022-04-12 14:14:00-04:00,26.55,26.55,44.9,1.0,26.55,15893.0,27.98,73.1,1.0,5.0
2022-04-12 20:04:00-04:00,26.55,26.55,44.9,1.0,26.55,18698.0,27.98,73.1,1.0,5.0
2022-04-12 20:40:00-04:00,26.55,26.55,44.9,1.0,26.55,21063.0,27.98,73.1,1.0,5.0
2022-04-12 23:20:00-04:00,26.55,26.55,44.9,1.0,26.55,21394.0,27.98,73.1,1.0,5.0
2022-04-13 16:40:00-04:00,26.35,26.35,44.9,1.0,26.35,22681.0,27.98,73.1,1.0,5.0
2022-04-13 19:20:00-04:00,27.98,27.98,44.9,1.0,27.98,25536.0,27.98,73.1,1.0,5.0
2022-04-14 00:40:00-04:00,27.98,27.98,44.9,1.0,27.98,27435.0,27.98,73.1,1.0,5.0
2022-04-14 14:22:00-04:00,27.98,27.98,44.9,1.0,27.98,21474.0,27.98,73.1,1.0,5.0
2022-04-14 20:04:00-04:00,27.98,27.98,44.9,1.0,27.98,28695.0,27.98,73.1,1.0,5.0
2022-04-15 00:16:00-04:00,27.98,27.98,44.9,1.0,27.98,31801.0,27.98,73.1,1.0,5.0
2022-04-15 01:40:00-04:00,27.98,27.98,44.9,1.0,27.98,34383.0,27.98,73.1,1.0,5.0
2022-04-15 05:28:00-04:00,27.98,27.98,44.9,1.0,27.98,35416.0,27.98,73.1,1.0,5.0
2022-04-15 14:42:00-04:00,27.98,27.98,44.9,1.0,27.98,26132.0,27.98,73.1,1.0,5.0
2022-04-15 20:12:00-04:00,27.98,27.98,44.9,1.0,27.98,25490.0,27.98,73.1,1.0,5.0
2022-04-15 23:00:00-04:00,27.98,27.98,44.9,1.0,27.98,29036.0,27.98,73.1,1.0,5.0
2022-04-16 02:12:00-04:00,27.98,27.98,44.9,1.0,27.98,32308.0,27.98,73.1,1.0,5.0
2022-04-16 05:36:00-04:00,27.98,27.98,44.9,1.0,27.98,24800.0,27.98,73.1,1.0,5.0
2022-04-16 09:56:00-04:00,27.98,27.98,44.9,1.0,27.98,26823.0,27.98,73.1,1.0,5.0
2022-04-16 13:12:00-04:00,27.98,27.98,44.9,1.0,27.98,28952.0,27.98,73.1,1.0,5.0
2022-04-16 20:04:00-04:00,27.98,27.98,44.9,1.0,27.98,30032.0,27.98,73.1,1.0,5.0
2022-04-17 01:34:00-04:00,27.98,27.98,44.9,1.0,27.98,30987.0,27.98,73.1,1.0,5.0
2022-04-17 05:32:00-04:00,27.98,27.98,44.9,1.0,27.98,33256.0,27.98,73.1,1.0,5.0
2022-04-17 06:44:00-04:00,27.98,27.98,44.9,1.0,27.98,33677.0,27.98,73.1,1.0,5.0
2022-04-17 10:52:00-04:00,27.98,27.98,44.9,1.0,27.98,33710.0,27.98,73.1,1.0,5.0
2022-04-17 12:52:00-04:00,27.98,27.98,44.9,1.0,27.98,36122.0,27.98,73.1,1.0,5.0
2022-04-17 17:02:00-04:00,27.98,27.98,44.9,1.0,27.98,31292.0,27.98,73.1,1.0,5.0
2022-04-17 20:04:00-04:00,27.98,27.98,44.9,1.0,27.98,29639.0,27.98,73.1,1.0,5.0
2022-04-18 08:20:00-04:00,27.98,27.98,44.9,1.0,27.98,38537.0,27.98,73.1,1.0,5.0
2022-04-18 10:36:00-04:00,27.98,27.98,44.9,1.0,27.98,38673.0,27.98,73.1,1.0,5.0
2022-04-18 17:12:00-04:00,27.98,27.98,44.9,1.0,27.98,19973.0,27.98,73.1,1.0,5.0
2022-04-18 20:08:00-04:00,27.98,27.98,44.9,1.0,27.98,24359.0,27.98,73.1,1.0,5.0
2022-04-19 05:20:00-04:00,27.98,27.98,44.9,1.0,27.98,22669.0,27.98,73.1,1.0,5.0
2022-04-19 09:40:00-04:00,27.98,27.98,44.9,1.0,27.98,23522.0,27.98,73.1,1.0,5.0
2022-04-19 16:20:00-04:00,27.98,27.98,44.9,1.0,27.98,17235.0,27.98,73.1,1.0,5.0
2022-04-19 20:06:00-04:00,27.98,27.98,44.9,1.0,27.98,18697.0,27.98,73.1,1.0,5.0
2022-04-19 22:20:00-04:00,27.98,27.98,44.9,1.0,27.98,16421.0,27.98,73.1,1.0,5.0
2022-04-20 06:24:00-04:00,27.98,27.98,44.9,1.0,27.98,22174.0,27.98,73.1,1.0,5.0
2022-04-20 09:52:00-04:00,27.98,27.98,44.9,1.0,27.98,22812.0,27.98,73.1,1.0,5.0
2022-04-20 12:02:00-04:00,27.98,27.98,44.9,1.0,27.98,19921.0,27.98,73.1,1.0,5.0
2022-04-20 13:04:00-04:00,27.98,27.98,44.9,1.0,27.98,22531.0,27.98,73.1,1.0,5.0
2022-04-20 20:04:00-04:00,27.98,27.98,44.9,1.0,27.98,18690.0,27.98,73.1,1.0,5.0
2022-04-21 03:18:00-04:00,27.98,27.98,44.9,1.0,27.98,25350.0,27.98,73.1,1.0,5.0
2022-04-21 06:52:00-04:00,27.98,27.98,44.9,1.0,27.98,23027.0,27.98,73.1,1.0,5.0
2022-04-21 13:16:00-04:00,27.98,27.98,44.9,1.0,27.98,24723.0,27.98,73.1,1.0,5.0
2022-04-21 15:24:00-04:00,27.98,27.98,44.9,1.0,27.98,23434.0,27.98,73.1,1.0,5.0
2022-04-21 21:28:00-04:00,27.98,27.98,44.9,1.0,27.98,17024.0,27.98,73.1,1.0,5.0
2022-04-22 03:54:00-04:00,27.99,27.99,44.9,1.0,27.99,19557.0,27.98,73.1,1.0,5.0
2022-04-22 09:20:00-04:00,27.99,27.99,44.9,1.0,27.99,18516.0,27.98,73.1,1.0,5.0
2022-04-22 10:40:00-04:00,27.99,27.99,44.9,1.0,27.99,19297.0,27.98,73.1,1.0,5.0
2022-04-22 14:06:00-04:00,27.99,27.99,44.9,1.0,27.99,18761.0,27.98,73.1,1.0,5.0
2022-04-22 20:28:00-04:00,27.99,27.99,44.9,1.0,27.99,12885.0,27.98,73.1,1.0,5.0
2022-04-22 21:52:00-04:00,27.99,27.99,44.9,1.0,27.99,13465.0,27.98,73.1,1.0,5.0
2022-04-23 14:08:00-04:00,27.99,27.99,44.9,1.0,27.99,17652.0,27.98,73.1,1.0,5.0
2022-04-23 19:16:00-04:00,27.99,27.99,44.9,1.0,27.99,18500.0,27.98,73.1,1.0,5.0
2022-04-23 19:40:00-04:00,27.99,27.99,44.9,1.0,27.99,14557.0,27.98,73.1,1.0,5.0
2022-04-24 08:10:00-04:00,27.99,27.99,44.9,1.0,27.99,11885.0,27.98,73.1,1.0,5.0
2022-04-24 10:40:00-04:00,27.99,27.99,44.9,1.0,27.99,12852.0,27.98,73.1,1.0,5.0
2022-04-24 14:34:00-04:00,27.99,27.99,44.9,1.0,27.99,9840.0,27.98,73.1,1.0,5.0
2022-04-24 14:44:00-04:00,27.99,27.99,44.9,1.0,27.99,9840.0,27.98,73.1,1.0,5.0
2022-04-24 18:40:00-04:00,27.99,27.99,44.9,1.0,27.99,8521.0,27.98,73.1,1.0,5.0
2022-04-24 22:52:00-04:00,27.99,27.99,44.9,1.0,27.99,9454.0,27.98,73.1,1.0,5.0
2022-04-25 03:40:00-04:00,27.99,27.99,44.9,1.0,27.99,8302.0,27.98,73.1,1.0,5.0
2022-04-25 06:28:00-04:00,27.99,27.99,44.9,1.0,27.99,8531.0,27.98,73.1,1.0,5.0
2022-04-25 15:00:00-04:00,27.99,27.99,44.9,1.0,27.99,10194.0,27.98,73.1,1.0,5.0
2022-04-25 15:28:00-04:00,27.99,27.99,44.9,1.0,27.99,9774.0,27.98,73.1,1.0,5.0
2022-04-25 20:04:00-04:00,27.99,27.99,44.9,1.0,27.99,8653.0,27.98,73.1,1.0,5.0
2022-04-26 15:40:00-04:00,27.99,27.99,44.9,1.0,27.99,10209.0,27.98,73.1,1.0,5.0
2022-04-26 20:04:00-04:00,27.99,27.99,44.9,1.0,27.99,8504.0,27.98,73.1,1.0,5.0
2022-04-27 08:44:00-04:00,27.99,27.99,44.9,1.0,27.99,10325.0,27.98,73.1,1.0,5.0
2022-04-27 15:26:00-04:00,27.99,27.99,44.9,1.0,27.99,12477.0,27.98,73.1,1.0,5.0
2022-04-27 17:36:00-04:00,27.99,27.99,44.9,1.0,27.99,11658.0,27.98,73.1,1.0,5.0
2022-04-27 21:30:00-04:00,27.99,27.99,44.9,1.0,27.99,11147.0,27.98,73.1,1.0,5.0
2022-04-28 07:56:00-04:00,27.99,27.99,44.9,1.0,27.99,14029.0,27.98,73.1,1.0,5.0
2022-04-28 11:22:00-04:00,27.99,27.99,44.9,1.0,27.99,14299.0,27.98,73.1,1.0,5.0
2022-04-28 13:30:00-04:00,27.99,27.99,44.9,1.0,27.99,14333.0,27.98,73.1,1.0,5.0
2022-04-28 19:22:00-04:00,27.99,27.99,44.9,1.0,27.99,12956.0,27.98,73.1,1.0,5.0
2022-04-29 04:12:00-04:00,27.99,27.99,44.9,1.0,27.99,14104.0,27.98,73.1,1.0,5.0
2022-04-29 11:08:00-04:00,27.99,27.99,44.9,1.0,27.99,14250.0,27.98,73.1,1.0,5.0
2022-04-29 16:04:00-04:00,27.99,27.99,44.9,1.0,27.99,16678.0,27.98,73.1,1.0,5.0
2022-04-29 17:52:00-04:00,27.99,27.99,44.9,1.0,27.99,17287.0,27.98,73.1,1.0,5.0
2022-04-29 20:44:00-04:00,27.99,27.99,44.9,1.0,27.99,13782.0,27.98,73.1,1.0,5.0
2022-04-30 01:36:00-04:00,27.99,27.99,44.9,1.0,27.99,12793.0,27.98,73.1,1.0,5.0
2022-04-30 05:44:00-04:00,27.99,27.99,44.9,1.0,27.99,12715.0,27.98,73.1,1.0,5.0
2022-04-30 10:46:00-04:00,27.99,27.99,44.9,1.0,27.99,14183.0,27.98,73.1,1.0,5.0
2022-04-30 12:30:00-04:00,27.99,27.99,44.9,1.0,27.99,14553.0,27.98,73.1,1.0,5.0
2022-04-30 17:24:00-04:00,27.99,27.99,44.9,1.0,27.99,11601.0,27.98,73.1,1.0,5.0
2022-04-30 19:22:00-04:00,27.99,27.99,44.9,1.0,27.99,8517.0,27.98,73.1,1.0,5.0
2022-05-01 02:52:00-04:00,27.99,27.99,44.9,1.0,27.99,9984.0,27.98,73.1,1.0,5.0
2022-05-01 05:48:00-04:00,27.99,27.99,44.9,1.0,27.99,10023.0,27.98,73.1,1.0,5.0
2022-05-01 12:48:00-04:00,27.99,27.99,44.9,1.0,27.99,10023.0,27.98,73.1,2.0,5.0
2022-05-01 16:48:00-04:00,27.99,27.99,44.9,1.0,27.99,9533.0,27.98,73.1,2.0,5.0
2022-05-01 20:10:00-04:00,27.99,27.99,44.9,1.0,27.99,9548.0,27.98,73.1,2.0,5.0
2022-05-02 02:00:00-04:00,27.99,27.99,44.9,1.0,27.99,10557.0,27.98,73.1,2.0,5.0
2022-05-02 16:12:00-04:00,27.99,27.99,44.9,1.0,27.99,10666.0,27.98,73.1,2.0,5.0
2022-05-02 19:56:00-04:00,27.99,27.99,44.9,1.0,27.99,11268.0,27.98,73.1,2.0,5.0
2022-05-02 21:36:00-04:00,27.99,27.99,44.9,1.0,27.99,11126.0,27.98,73.1,2.0,5.0
2022-05-03 00:40:00-04:00,27.99,27.99,44.9,1.0,27.99,11895.0,27.98,73.1,2.0,5.0
2022-05-03 12:02:00-04:00,27.99,27.99,44.9,1.0,27.99,11339.0,27.98,73.1,2.0,5.0
2022-05-03 15:14:00-04:00,27.99,27.99,44.9,1.0,27.99,10119.0,27.98,73.1,2.0,5.0
2022-05-03 20:06:00-04:00,27.99,27.99,44.9,1.0,27.99,10669.0,27.98,73.1,2.0,5.0
2022-05-04 09:08:00-04:00,27.99,27.99,44.9,1.0,27.99,11905.0,27.98,73.1,2.0,5.0
2022-05-04 13:06:00-04:00,27.99,27.99,44.9,1.0,27.99,8736.0,27.98,73.1,2.0,5.0
2022-05-04 20:12:00-04:00,27.99,27.99,44.9,1.0,27.99,9534.0,27.98,73.1,2.0,5.0
2022-05-05 08:16:00-04:00,27.99,27.99,44.9,1.0,27.99,10319.0,27.98,73.1,2.0,5.0
2022-05-05 12:36:00-04:00,27.99,27.99,44.9,1.0,27.99,11221.0,27.98,73.1,2.0,5.0
2022-05-05 20:04:00-04:00,27.99,27.99,44.9,1.0,27.99,10908.0,27.98,73.1,2.0,5.0
2022-05-06 02:38:00-04:00,27.99,27.99,44.9,1.0,27.99,10205.0,27.98,73.1,2.0,5.0
2022-05-06 04:36:00-04:00,27.99,27.99,44.9,1.0,27.99,10661.0,27.98,73.1,2.0,5.0
2022-05-06 09:46:00-04:00,27.99,27.99,44.9,1.0,27.99,11081.0,27.98,73.1,2.0,5.0
2022-05-06 12:36:00-04:00,27.99,27.99,44.9,1.0,27.99,11025.0,27.98,73.1,2.0,5.0
2022-05-06 15:00:00-04:00,27.99,27.99,44.9,1.0,27.99,12059.0,27.98,73.1,2.0,5.0
2022-05-07 03:52:00-04:00,27.99,27.99,44.9,1.0,27.99,8408.0,27.98,73.1,2.0,5.0
2022-05-07 06:14:00-04:00,27.99,27.99,44.9,1.0,27.99,8663.0,27.98,73.1,2.0,5.0
2022-05-07 12:08:00-04:00,27.99,27.99,44.9,1.0,27.99,9083.0,27.98,73.1,2.0,5.0
2022-05-07 13:14:00-04:00,27.99,27.99,44.9,1.0,27.99,7682.0,27.98,73.1,2.0,5.0
2022-05-07 16:24:00-04:00,27.99,27.99,44.9,1.0,27.99,7391.0,27.98,73.1,2.0,5.0
2022-05-07 20:08:00-04:00,27.99,27.99,44.9,1.0,27.99,7710.0,27.98,73.1,2.0,5.0
2022-05-07 22:28:00-04:00,27.99,27.99,44.9,1.0,27.99,7250.0,27.98,73.1,2.0,5.0
2022-05-08 10:56:00-04:00,27.99,27.99,44.9,1.0,27.99,8975.0,27.98,73.1,2.0,5.0
2022-05-08 14:28:00-04:00,27.99,27.99,44.9,1.0,27.99,9141.0,27.98,73.1,2.0,5.0
2022-05-08 17:48:00-04:00,27.99,27.99,44.9,1.0,27.99,7623.0,27.98,73.1,2.0,5.0
2022-05-08 20:08:00-04:00,27.99,27.99,44.9,1.0,27.99,8667.0,27.98,73.1,2.0,5.0
2022-05-09 04:12:00-04:00,27.99,27.99,44.9,1.0,27.99,8029.0,27.98,73.1,2.0,5.0
2022-05-09 05:40:00-04:00,27.99,27.99,44.9,1.0,27.99,8051.0,27.98,73.1,2.0,5.0
