,AMAZON,NEW,USED,COUNT_NEW,BUY_BOX_SHIPPING,SALES,LISTPRICE,COUNT_REVIEWS,RATING,NEW_FBA
2021-12-09 23:36:00-05:00,12.99,12.99,,1.0,12.99,75990.0,12.99,2.0,5.0,13.17
2021-12-10 05:48:00-05:00,12.99,12.99,,1.0,12.99,75990.0,12.99,2.0,5.0,13.17
2021-12-10 06:30:00-05:00,12.99,12.99,,1.0,12.99,75990.0,12.99,2.0,5.0,13.17
2021-12-10 10:32:00-05:00,12.99,12.99,,1.0,12.99,75990.0,12.99,2.0,5.0,13.17
2021-12-20 08:12:00-05:00,12.99,12.99,,1.0,12.99,75990.0,12.99,2.0,5.0,13.17
2021-12-21 10:12:00-05:00,12.99,12.99,,1.0,12.99,75990.0,12.99,2.0,5.0,13.17
2021-12-24 13:36:00-05:00,12.99,12.99,,1.0,12.99,75990.0,12.99,2.0,5.0,13.17
2021-12-24 15:44:00-05:00,12.99,12.99,,1.0,12.99,79730.0,12.99,2.0,5.0,13.17
2021-12-25 08:20:00-05:00,12.99,12.99,,1.0,12.99,93823.0,12.99,2.0,5.0,13.17
2021-12-25 11:58:00-05:00,12.99,12.99,,1.0,12.99,96073.0,12.99,2.0,5.0,13.17
2021-12-26 01:30:00-05:00,12.99,12.99,,1.0,12.99,836695.0,12.99,2.0,5.0,13.17
2021-12-26 15:40:00-05:00,12.99,12.99,,1.0,12.99,163835.0,12.99,2.0,5.0,13.17
2021-12-30 05:42:00-05:00,12.99,12.99,,1.0,12.99,67750.0,12.99,2.0,5.0,13.17
2021-12-30 05:52:00-05:00,12.99,12.99,,1.0,12.99,67683.0,12.99,2.0,5.0,13.17
2021-12-30 08:56:00-05:00,12.99,12.99,,1.0,12.99,70252.0,12.99,2.0,5.0,13.17
2021-12-31 02:32:00-05:00,12.99,12.99,,1.0,12.99,63409.0,12.99,2.0,5.0,13.17
2022-01-03 13:34:00-05:00,12.99,12.99,,1.0,12.99,104437.0,12.99,2.0,5.0,13.17
2022-01-04 04:44:00-05:00,12.99,12.99,,1.0,12.99,115113.0,12.99,2.0,5.0,13.17
2022-01-06 14:08:00-05:00,12.99,12.99,,1.0,12.99,134629.0,12.99,2.0,5.0,13.17
2022-01-08 05:08:00-05:00,12.99,12.99,,1.0,12.99,118094.0,12.99,2.0,5.0,13.17
2022-01-08 05:36:00-05:00,12.99,12.99,,1.0,12.99,145429.0,12.99,2.0,5.0,13.17
2022-01-08 09:46:00-05:00,12.99,12.99,,1.0,12.99,145669.0,12.99,2.0,5.0,13.17
2022-01-08 11:20:00-05:00,12.99,12.99,,1.0,12.99,145962.0,12.99,2.0,5.0,13.17
2022-01-09 10:56:00-05:00,12.99,12.99,,1.0,12.99,150499.0,12.99,2.0,5.0,13.17
2022-01-10 04:38:00-05:00,12.99,12.99,,1.0,12.99,154405.0,12.99,2.0,5.0,13.17
2022-01-10 09:46:00-05:00,12.99,12.99,,1.0,12.99,154665.0,12.99,2.0,5.0,13.17
2022-01-10 18:40:00-05:00,12.99,12.99,,1.0,12.99,155992.0,12.99,2.0,5.0,13.17
2022-01-11 03:22:00-05:00,12.99,12.99,,1.0,12.99,157794.0,12.99,2.0,5.0,13.17
2022-01-11 10:04:00-05:00,12.99,12.99,,1.0,12.99,158189.0,12.99,2.0,5.0,13.17
2022-01-11 17:44:00-05:00,12.99,12.99,,1.0,12.99,158818.0,12.99,2.0,5.0,13.17
2022-01-11 20:12:00-05:00,12.99,12.99,,1.0,12.99,57770.0,12.99,2.0,5.0,13.17
2022-01-12 03:50:00-05:00,12.99,12.99,,1.0,12.99,75524.0,12.99,2.0,5.0,13.17
2022-01-12 09:08:00-05:00,12.99,12.99,,1.0,12.99,78625.0,12.99,2.0,5.0,13.17
2022-01-12 12:08:00-05:00,12.99,12.99,,1.0,12.99,81007.0,12.99,2.0,5.0,13.17
2022-01-14 23:34:00-05:00,12.99,12.99,,1.0,12.99,42028.0,12.99,2.0,5.0,13.17
2022-01-15 02:32:00-05:00,12.99,12.99,,1.0,12.99,39482.0,12.99,2.0,5.0,13.17
2022-01-15 06:36:00-05:00,12.99,12.99,,1.0,12.99,30891.0,12.99,2.0,5.0,13.17
2022-01-15 13:30:00-05:00,12.99,12.99,,1.0,12.99,21618.0,12.99,2.0,5.0,13.17
2022-01-15 20:24:00-05:00,12.99,12.99,,1.0,12.99,25446.0,12.99,2.0,5.0,13.17
2022-01-16 07:46:00-05:00,12.99,12.99,,1.0,12.99,25440.0,12.99,2.0,5.0,13.17
2022-01-16 19:54:00-05:00,12.99,12.99,,1.0,12.99,24488.0,12.99,2.0,5.0,13.17
2022-01-17 01:52:00-05:00,12.99,12.99,,1.0,12.99,20192.0,12.99,2.0,5.0,13.17
2022-01-17 10:16:00-05:00,12.99,12.99,,1.0,12.99,23307.0,12.99,2.0,5.0,13.17
2022-01-17 15:44:00-05:00,12.99,12.99,,1.0,12.99,29505.0,12.99,2.0,5.0,13.17
2022-01-17 19:42:00-05:00,12.99,12.99,,1.0,12.99,33052.0,12.99,2.0,5.0,13.17
2022-01-17 23:48:00-05:00,12.99,12.99,,1.0,12.99,31473.0,12.99,2.0,5.0,13.17
2022-01-18 01:00:00-05:00,12.99,12.99,,1.0,12.99,30281.0,12.99,2.0,5.0,13.17
2022-01-18 12:48:00-05:00,12.99,12.99,,1.0,12.99,31655.0,12.99,2.0,5.0,13.17
2022-01-18 15:16:00-05:00,12.99,12.99,,1.0,12.99,33483.0,12.99,2.0,5.0,13.17
2022-01-18 18:42:00-05:00,12.99,12.99,,1.0,12.99,36667.0,12.99,2.0,5.0,13.17
2022-01-18 20:26:00-05:00,12.99,12.99,,1.0,12.99,40329.0,12.99,2.0,5.0,13.17
2022-01-19 06:40:00-05:00,12.99,12.99,,1.0,12.99,34270.0,12.99,2.0,5.0,13.17
2022-01-19 15:36:00-05:00,12.99,12.99,,1.0,12.99,30918.0,12.99,2.0,5.0,13.17
2022-01-19 18:50:00-05:00,12.99,12.99,,1.0,12.99,35554.0,12.99,2.0,5.0,13.17
2022-01-20 01:56:00-05:00,12.99,12.99,,1.0,12.99,26835.0,12.99,2.0,5.0,13.17
2022-01-20 05:16:00-05:00,12.99,12.99,,1.0,12.99,20195.0,12.99,2.0,5.0,13.17
2022-01-20 12:12:00-05:00,12.99,12.99,,1.0,12.99,22349.0,12.99,2.0,5.0,13.17
2022-01-20 18:00:00-05:00,12.99,12.99,,1.0,12.99,19738.0,12.99,2.0,5.0,13.17
2022-01-20 23:44:00-05:00,12.99,12.99,,1.0,12.99,15948.0,12.99,2.0,5.0,13.17
2022-01-21 01:42:00-05:00,12.99,12.99,,1.0,12.99,14990.0,12.99,2.0,5.0,13.17
2022-01-21 05:00:00-05:00,12.99,12.99,,1.0,12.99,15438.0,12.99,2.0,5.0,13.17
2022-01-22 03:20:00-05:00,12.99,12.99,,1.0,12.99,19708.0,12.99,2.0,5.0,13.17
2022-01-22 06:44:00-05:00,12.99,12.99,,1.0,12.99,21701.0,12.99,2.0,5.0,13.17
2022-01-22 13:58:00-05:00,12.99,12.99,,1.0,12.99,21164.0,12.99,2.0,5.0,13.17
2022-01-23 01:56:00-05:00,12.99,12.99,,1.0,12.99,19753.0,12.99,2.0,5.0,13.17
2022-01-24 03:46:00-05:00,12.99,12.99,,1.0,12.99,21094.0,12.99,2.0,5.0,13.17
2022-01-24 09:02:00-05:00,12.99,12.99,,1.0,12.99,23003.0,12.99,2.0,5.0,13.17
2022-01-24 16:32:00-05:00,12.99,12.99,,1.0,12.99,21690.0,12.99,2.0,5.0,13.17
2022-01-25 06:24:00-05:00,12.99,12.99,,1.0,12.99,18616.0,12.99,2.0,5.0,13.17
2022-01-25 10:44:00-05:00,12.99,12.99,,1.0,12.99,17014.0,12.99,2.0,5.0,13.17
2022-01-25 14:02:00-05:00,12.99,12.99,,1.0,12.99,16693.0,12.99,2.0,5.0,13.17
2022-01-25 16:14:00-05:00,12.99,12.99,,1.0,12.99,16212.0,12.99,2.0,5.0,13.17
2022-01-26 15:34:00-05:00,12.99,12.99,,1.0,12.99,17659.0,12.99,2.0,5.0,13.17
2022-01-26 18:32:00-05:00,12.99,12.99,,1.0,12.99,16473.0,12.99,2.0,5.0,13.17
2022-01-27 00:30:00-05:00,12.99,12.99,,1.0,12.99,17482.0,12.99,2.0,5.0,13.17
2022-01-27 09:14:00-05:00,12.99,12.99,,1.0,12.99,18791.0,12.99,2.0,5.0,13.17
2022-01-27 12:40:00-05:00,12.99,12.99,,1.0,12.99,18791.0,12.99,2.0,5.0,13.17
2022-01-27 18:32:00-05:00,12.99,12.99,,1.0,12.99,19986.0,12.99,2.0,5.0,13.17
2022-01-27 22:28:00-05:00,12.99,12.99,,1.0,12.99,20134.0,12.99,2.0,5.0,13.17
2022-01-28 02:52:00-05:00,12.99,12.99,,1.0,12.99,19347.0,12.99,2.0,5.0,13.17
2022-01-28 07:56:00-05:00,12.99,12.99,,1.0,12.99,19706.0,12.99,2.0,5.0,13.17
2022-01-28 10:14:00-05:00,12.99,12.99,,1.0,12.99,16762.0,12.99,2.0,5.0,13.17
2022-01-28 15:20:00-05:00,12.99,12.99,,1.0,12.99,15774.0,12.99,2.0,5.0,13.17
2022-01-29 00:36:00-05:00,12.99,12.99,,1.0,12.99,14542.0,12.99,2.0,5.0,13.17
2022-01-29 02:36:00-05:00,12.99,12.99,,1.0,12.99,15944.0,12.99,2.0,5.0,13.17
2022-01-29 04:44:00-05:00,12.99,12.99,,1.0,12.99,17508.0,12.99,2.0,5.0,13.17
2022-01-29 09:52:00-05:00,12.99,12.99,,1.0,12.99,17508.0,12.99,3.0,5.0,13.17
2022-01-29 10:12:00-05:00,12.99,12.99,,1.0,12.99,17890.0,12.99,3.0,5.0,13.17
2022-01-30 20:04:00-05:00,12.99,12.99,,1.0,12.99,16927.0,12.99,3.0,5.0,13.17
2022-01-30 21:18:00-05:00,12.99,12.99,,1.0,12.99,17785.0,12.99,3.0,5.0,13.17
2022-01-31 08:52:00-05:00,12.99,12.99,,1.0,12.99,19228.0,12.99,3.0,5.0,13.17
2022-01-31 12:24:00-05:00,12.99,12.99,,1.0,12.99,18395.0,12.99,3.0,5.0,13.17
2022-02-01 05:44:00-05:00,12.99,12.99,,1.0,12.99,19310.0,12.99,3.0,5.0,13.17
2022-02-01 08:00:00-05:00,12.99,12.99,,1.0,12.99,16236.0,12.99,3.0,5.0,13.17
2022-02-01 09:52:00-05:00,12.99,12.99,,1.0,12.99,16214.0,12.99,3.0,5.0,13.17
2022-02-01 16:24:00-05:00,12.99,12.99,,1.0,12.99,17353.0,12.99,3.0,5.0,13.17
2022-02-01 20:12:00-05:00,12.99,12.99,,1.0,12.99,16097.0,12.99,3.0,5.0,13.17
2022-02-02 06:30:00-05:00,12.99,12.99,,1.0,12.99,16900.0,12.99,3.0,5.0,13.17
2022-02-02 08:44:00-05:00,12.99,12.99,,1.0,12.99,17234.0,12.99,3.0,5.0,13.17
2022-02-02 19:04:00-05:00,12.99,12.99,,1.0,12.99,17031.0,12.99,3.0,5.0,13.17
2022-02-03 11:00:00-05:00,12.99,12.99,,1.0,12.99,16048.0,12.99,3.0,5.0,13.17
2022-02-03 22:22:00-05:00,12.99,12.99,,1.0,12.99,14056.0,12.99,3.0,5.0,13.17
2022-02-04 00:44:00-05:00,12.99,12.99,,1.0,12.99,11085.0,12.99,3.0,5.0,13.17
2022-02-04 06:42:00-05:00,12.99,12.99,,1.0,12.99,13018.0,12.99,3.0,5.0,13.17
2022-02-04 13:00:00-05:00,12.99,12.99,,1.0,12.99,13882.0,12.99,3.0,5.0,13.17
2022-02-04 16:00:00-05:00,12.99,12.99,,1.0,12.99,13884.0,12.99,3.0,5.0,13.17
2022-02-04 20:26:00-05:00,12.99,12.99,,1.0,12.99,14708.0,12.99,3.0,5.0,13.17
2022-02-04 23:16:00-05:00,12.99,12.99,,1.0,12.99,12832.0,12.99,3.0,5.0,13.17
2022-02-05 01:08:00-05:00,12.99,12.99,,1.0,12.99,16137.0,12.99,5.0,4.1,13.17
2022-02-05 03:26:00-05:00,12.99,12.99,,1.0,12.99,16137.0,12.99,6.0,4.2,13.17
2022-02-05 22:58:00-05:00,12.99,12.99,,1.0,12.99,18727.0,12.99,6.0,4.2,13.17
2022-02-06 01:12:00-05:00,12.99,12.99,,1.0,12.99,16936.0,12.99,6.0,4.2,13.17
2022-02-06 13:12:00-05:00,12.99,12.99,,1.0,12.99,16936.0,12.99,7.0,4.3,13.17
2022-02-06 22:08:00-05:00,12.99,12.99,,1.0,12.99,10586.0,12.99,7.0,4.3,13.17
2022-02-07 06:44:00-05:00,12.99,12.99,,1.0,12.99,10586.0,12.99,8.0,4.4,13.17
2022-02-08 05:16:00-05:00,12.99,12.99,,1.0,12.99,10859.0,12.99,8.0,4.4,13.17
2022-02-08 08:20:00-05:00,12.99,12.99,,1.0,12.99,10859.0,12.99,7.0,4.8,13.17
2022-02-08 14:52:00-05:00,12.99,12.99,,1.0,12.99,13840.0,12.99,7.0,4.8,13.17
2022-02-09 14:44:00-05:00,12.99,12.99,,1.0,12.99,13840.0,12.99,8.0,4.8,13.17
2022-02-09 15:08:00-05:00,12.99,12.99,,1.0,12.99,12004.0,12.99,8.0,4.8,13.17
2022-02-09 21:20:00-05:00,12.99,12.99,,1.0,12.99,13564.0,12.99,8.0,4.8,13.17
2022-02-10 01:16:00-05:00,12.99,12.99,,1.0,12.99,15760.0,12.99,8.0,4.8,13.17
2022-02-10 09:16:00-05:00,12.99,12.99,,1.0,12.99,15760.0,12.99,9.0,4.8,13.17
2022-02-10 22:50:00-05:00,12.99,12.99,,1.0,12.99,14055.0,12.99,9.0,4.8,13.17
2022-02-10 23:52:00-05:00,12.99,12.99,,1.0,12.99,14040.0,12.99,9.0,4.8,13.17
2022-02-11 03:08:00-05:00,12.99,12.99,,1.0,12.99,14040.0,12.99,10.0,4.9,13.17
2022-02-11 06:06:00-05:00,12.99,12.99,,1.0,12.99,14040.0,12.99,11.0,4.8,13.17
2022-02-11 10:10:00-05:00,12.99,12.99,,1.0,12.99,13688.0,12.99,11.0,4.8,13.17
2022-02-11 10:52:00-05:00,12.99,12.99,,1.0,12.99,13688.0,12.99,13.0,4.8,13.17
2022-02-11 11:48:00-05:00,12.99,12.99,,1.0,12.99,13688.0,12.99,14.0,4.8,13.17
2022-02-11 14:22:00-05:00,12.99,12.99,,1.0,12.99,13688.0,12.99,15.0,4.8,13.17
2022-02-12 00:02:00-05:00,12.99,12.99,,1.0,12.99,13688.0,12.99,16.0,4.9,13.17
2022-02-12 00:22:00-05:00,12.99,12.99,,1.0,12.99,10906.0,12.99,16.0,4.9,13.17
2022-02-12 03:48:00-05:00,12.99,12.99,,1.0,12.99,10401.0,12.99,16.0,4.9,13.17
2022-02-12 11:00:00-05:00,12.99,12.99,,1.0,12.99,12038.0,12.99,16.0,4.9,13.17
2022-02-12 12:20:00-05:00,12.99,12.99,,1.0,12.99,12038.0,12.99,17.0,4.9,13.17
2022-02-12 19:56:00-05:00,12.99,12.99,,1.0,12.99,13274.0,12.99,17.0,4.9,13.17
2022-02-12 22:48:00-05:00,12.99,12.99,,1.0,12.99,13274.0,12.99,18.0,4.9,13.17
2022-02-13 03:24:00-05:00,12.99,12.99,,1.0,12.99,12163.0,12.99,18.0,4.9,13.17
2022-02-13 04:52:00-05:00,12.99,12.99,,1.0,12.99,11827.0,12.99,18.0,4.9,13.17
2022-02-14 00:12:00-05:00,12.99,12.99,,1.0,12.99,17047.0,12.99,18.0,4.9,13.17
2022-02-14 04:04:00-05:00,12.99,12.99,,1.0,12.99,17047.0,12.99,20.0,4.9,13.17
2022-02-14 07:00:00-05:00,12.99,12.99,,1.0,12.99,16179.0,12.99,20.0,4.9,13.17
2022-02-14 23:56:00-05:00,12.99,12.99,,1.0,12.99,15061.0,12.99,20.0,4.9,13.17
2022-02-15 05:52:00-05:00,12.99,12.99,,1.0,12.99,16708.0,12.99,20.0,4.9,13.17
2022-02-15 09:00:00-05:00,12.99,12.99,,1.0,12.99,16708.0,12.99,21.0,4.8,13.17
2022-02-15 11:42:00-05:00,12.99,12.99,,1.0,12.99,16332.0,12.99,21.0,4.8,13.17
2022-02-15 14:32:00-05:00,12.99,12.99,,1.0,12.99,16332.0,12.99,22.0,4.8,13.17
2022-02-16 01:10:00-05:00,12.99,12.99,,1.0,12.99,12152.0,12.99,22.0,4.8,13.17
2022-02-16 20:32:00-05:00,12.99,12.99,,1.0,12.99,12497.0,12.99,22.0,4.8,13.17
2022-02-17 07:34:00-05:00,12.99,12.99,,1.0,12.99,14497.0,12.99,22.0,4.8,13.17
2022-02-17 14:44:00-05:00,12.99,12.99,,1.0,12.99,15107.0,12.99,22.0,4.8,13.17
2022-02-17 16:00:00-05:00,12.99,12.99,,1.0,12.99,15107.0,12.99,23.0,4.9,13.17
2022-02-18 05:20:00-05:00,12.99,12.99,,1.0,12.99,11596.0,12.99,23.0,4.9,13.17
2022-02-18 11:48:00-05:00,12.99,12.99,,1.0,12.99,11596.0,12.99,24.0,4.9,13.17
2022-02-19 17:52:00-05:00,12.99,12.99,,1.0,12.99,10012.0,12.99,24.0,4.9,13.17
2022-02-19 19:52:00-05:00,12.99,12.99,,1.0,12.99,8885.0,12.99,24.0,4.9,13.17
2022-02-20 14:40:00-05:00,12.99,12.99,,1.0,12.99,10164.0,12.99,24.0,4.9,13.17
2022-02-20 17:24:00-05:00,12.99,12.99,,1.0,12.99,7893.0,12.99,24.0,4.9,13.17
2022-02-21 00:00:00-05:00,12.99,12.99,,1.0,12.99,9467.0,12.99,24.0,4.9,13.17
2022-02-21 12:04:00-05:00,12.99,12.99,,1.0,12.99,9467.0,12.99,25.0,4.9,13.17
2022-02-21 14:52:00-05:00,12.99,12.99,,1.0,12.99,10746.0,12.99,25.0,4.9,13.17
2022-02-22 04:10:00-05:00,12.99,12.99,,1.0,12.99,10286.0,12.99,26.0,4.8,13.17
2022-02-22 11:52:00-05:00,12.99,12.99,,1.0,12.99,10555.0,12.99,26.0,4.8,13.17
2022-02-22 18:24:00-05:00,12.99,12.99,,1.0,12.99,10752.0,12.99,26.0,4.8,13.17
2022-02-23 08:00:00-05:00,12.99,12.99,,1.0,12.99,7551.0,12.99,27.0,4.8,13.17
2022-02-23 11:04:00-05:00,12.99,12.99,,1.0,12.99,8070.0,12.99,27.0,4.8,13.17
2022-02-23 21:48:00-05:00,12.99,12.99,,1.0,12.99,9187.0,12.99,27.0,4.8,13.17
2022-02-24 12:32:00-05:00,12.99,12.99,,1.0,12.99,9187.0,12.99,28.0,4.8,13.17
2022-02-24 13:16:00-05:00,12.99,12.99,,1.0,12.99,9729.0,12.99,28.0,4.8,13.17
2022-02-24 17:24:00-05:00,12.99,12.99,,1.0,12.99,8968.0,12.99,28.0,4.8,13.17
2022-02-24 21:56:00-05:00,12.99,12.99,,1.0,12.99,9779.0,12.99,28.0,4.8,13.17
2022-02-25 00:00:00-05:00,12.99,12.99,,1.0,12.99,7717.0,12.99,28.0,4.8,13.17
2022-02-25 02:00:00-05:00,12.99,12.99,,1.0,12.99,8240.0,12.99,28.0,4.8,13.17
2022-02-25 07:58:00-05:00,12.99,12.99,,1.0,12.99,7960.0,12.99,28.0,4.8,13.17
2022-02-25 10:16:00-05:00,12.99,12.99,,1.0,12.99,8491.0,12.99,28.0,4.8,13.17
2022-02-25 10:32:00-05:00,12.99,12.99,,1.0,12.99,8491.0,12.99,29.0,4.9,13.17
2022-02-25 15:48:00-05:00,12.99,12.99,,1.0,12.99,8491.0,12.99,30.0,4.9,13.17
2022-02-25 20:32:00-05:00,12.99,12.99,,1.0,12.99,8001.0,12.99,30.0,4.9,13.17
2022-02-25 22:52:00-05:00,12.99,12.99,,1.0,12.99,8795.0,12.99,30.0,4.9,13.17
2022-02-26 10:16:00-05:00,12.99,12.99,,1.0,12.99,8795.0,12.99,32.0,4.9,13.17
2022-02-26 10:38:00-05:00,12.99,12.99,,1.0,12.99,8708.0,12.99,32.0,4.9,13.17
2022-02-26 14:06:00-05:00,12.99,12.99,,1.0,12.99,7338.0,12.99,32.0,4.9,13.17
2022-02-27 11:20:00-05:00,12.99,12.99,,1.0,12.99,7641.0,12.99,32.0,4.9,13.17
2022-02-27 20:02:00-05:00,12.99,12.99,,1.0,12.99,8677.0,12.99,32.0,4.9,13.17
2022-02-27 23:52:00-05:00,12.99,12.99,,1.0,12.99,9064.0,12.99,32.0,4.9,13.17
2022-02-28 11:16:00-05:00,12.99,12.99,,1.0,12.99,9186.0,12.99,32.0,4.9,13.17
2022-02-28 13:00:00-05:00,12.99,12.99,,1.0,12.99,9186.0,12.99,33.0,4.9,13.17
2022-03-01 00:00:00-05:00,12.99,12.99,,1.0,12.99,9545.0,12.99,33.0,4.9,13.17
2022-03-01 12:44:00-05:00,12.99,12.99,,1.0,12.99,9522.0,12.99,33.0,4.9,13.17
2022-03-01 15:26:00-05:00,12.99,12.99,,1.0,12.99,9522.0,12.99,34.0,4.9,13.17
2022-03-01 23:48:00-05:00,12.99,12.99,,1.0,12.99,9707.0,12.99,34.0,4.9,13.17
2022-03-02 11:12:00-05:00,12.99,12.99,,1.0,12.99,10038.0,12.99,35.0,4.9,13.17
2022-03-03 00:50:00-05:00,12.99,12.99,,1.0,12.99,7613.0,12.99,35.0,4.9,13.17
2022-03-03 11:44:00-05:00,12.99,12.99,,1.0,12.99,6840.0,12.99,35.0,4.9,13.17
2022-03-03 15:28:00-05:00,12.99,12.99,,1.0,12.99,6436.0,12.99,35.0,4.9,13.17
2022-03-04 00:56:00-05:00,12.99,12.99,,1.0,12.99,5505.0,12.99,35.0,4.9,13.17
2022-03-04 09:18:00-05:00,12.99,12.99,,1.0,12.99,5763.0,12.99,35.0,4.9,13.17
2022-03-04 09:56:00-05:00,12.99,12.99,,1.0,12.99,5763.0,12.99,36.0,4.9,13.17
2022-03-04 10:30:00-05:00,12.99,12.99,,1.0,12.99,5315.0,12.99,36.0,4.9,13.17
2022-03-04 17:44:00-05:00,12.99,12.99,,1.0,12.99,5657.0,12.99,36.0,4.9,13.17
2022-03-04 21:44:00-05:00,12.99,12.99,,1.0,12.99,5657.0,12.99,39.0,4.9,13.17
2022-03-04 22:34:00-05:00,12.99,12.99,,1.0,12.99,6322.0,12.99,39.0,4.9,13.17
2022-03-05 00:08:00-05:00,12.99,12.99,,1.0,12.99,5921.0,12.99,39.0,4.9,13.17
2022-03-05 08:46:00-05:00,12.99,12.99,,1.0,12.99,5388.0,12.99,39.0,4.9,13.17
2022-03-06 01:36:00-05:00,12.99,12.99,,1.0,12.99,5786.0,12.99,39.0,4.9,13.17
2022-03-06 08:50:00-05:00,12.99,12.99,,1.0,12.99,6570.0,12.99,39.0,4.9,13.17
2022-03-06 12:54:00-05:00,12.99,12.99,,1.0,12.99,7190.0,12.99,39.0,4.9,13.17
2022-03-06 16:20:00-05:00,12.99,12.99,,1.0,12.99,6431.0,12.99,39.0,4.9,13.17
2022-03-07 00:28:00-05:00,12.99,12.99,,1.0,12.99,5774.0,12.99,39.0,4.9,13.17
2022-03-07 07:12:00-05:00,12.99,12.99,,1.0,12.99,6041.0,12.99,39.0,4.9,13.17
2022-03-07 14:08:00-05:00,12.99,12.99,,1.0,12.99,6084.0,12.99,39.0,4.9,13.17
2022-03-07 23:56:00-05:00,12.99,12.99,,1.0,12.99,5959.0,12.99,40.0,4.9,13.17
2022-03-08 06:14:00-05:00,12.99,12.99,,1.0,12.99,5708.0,12.99,40.0,4.9,13.17
2022-03-08 09:48:00-05:00,12.99,12.99,,1.0,12.99,5889.0,12.99,40.0,4.9,13.17
2022-03-08 13:56:00-05:00,12.99,12.99,,1.0,12.99,5169.0,12.99,40.0,4.9,13.17
2022-03-08 23:48:00-05:00,12.99,12.99,,1.0,12.99,4928.0,12.99,40.0,4.9,13.17
2022-03-09 13:36:00-05:00,12.99,12.99,,1.0,12.99,5467.0,12.99,40.0,4.9,13.17
2022-03-10 05:40:00-05:00,12.99,12.99,,1.0,12.99,5467.0,12.99,41.0,4.9,13.17
2022-03-10 09:28:00-05:00,12.99,12.99,,1.0,12.99,4491.0,12.99,41.0,4.9,13.17
2022-03-10 11:06:00-05:00,12.99,12.99,,1.0,12.99,4809.0,12.99,41.0,4.9,13.17
2022-03-10 12:46:00-05:00,12.99,12.99,,1.0,12.99,4809.0,12.99,42.0,4.9,13.17
2022-03-10 16:00:00-05:00,12.99,12.99,,1.0,12.99,4773.0,12.99,42.0,4.9,13.17
2022-03-11 01:04:00-05:00,12.99,12.99,,1.0,12.99,5244.0,12.99,42.0,4.9,13.17
2022-03-11 07:44:00-05:00,12.99,12.99,,1.0,12.99,5286.0,12.99,42.0,4.9,13.17
2022-03-11 16:10:00-05:00,12.99,12.99,,1.0,12.99,7542.0,12.99,42.0,4.9,13.17
2022-03-11 20:40:00-05:00,12.99,12.99,,1.0,12.99,8112.0,12.99,42.0,4.9,13.17
2022-03-12 03:56:00-05:00,12.99,12.99,,1.0,12.99,8278.0,12.99,42.0,4.9,13.17
2022-03-12 17:40:00-05:00,12.99,12.99,,1.0,12.99,6624.0,12.99,42.0,4.9,13.17
2022-03-12 22:44:00-05:00,12.99,12.99,,1.0,12.99,6321.0,12.99,42.0,4.9,13.17
2022-03-13 06:20:00-04:00,12.99,12.99,,1.0,12.99,6211.0,12.99,42.0,4.9,13.17
2022-03-13 09:52:00-04:00,12.99,12.99,,1.0,12.99,6519.0,12.99,42.0,4.9,13.17
2022-03-13 19:34:00-04:00,12.99,12.99,,1.0,12.99,7760.0,12.99,42.0,4.9,13.17
2022-03-14 01:58:00-04:00,12.99,12.99,,1.0,12.99,6606.0,12.99,42.0,4.9,13.17
2022-03-14 07:52:00-04:00,12.99,12.99,,1.0,12.99,6464.0,12.99,42.0,4.9,13.17
2022-03-14 10:40:00-04:00,12.99,12.99,,1.0,12.99,6464.0,12.99,43.0,4.9,13.17
2022-03-14 20:08:00-04:00,12.99,12.99,,1.0,12.99,6356.0,12.99,43.0,4.9,13.17
2022-03-15 03:12:00-04:00,12.99,12.99,,1.0,12.99,6167.0,12.99,43.0,4.9,13.17
2022-03-15 06:04:00-04:00,12.99,12.99,,1.0,12.99,6556.0,12.99,43.0,4.9,13.17
2022-03-15 10:30:00-04:00,12.99,12.99,,1.0,12.99,6388.0,12.99,43.0,4.9,13.17
2022-03-15 11:24:00-04:00,12.99,12.99,,1.0,12.99,6388.0,12.99,44.0,4.9,13.17
2022-03-15 13:06:00-04:00,12.99,12.99,,1.0,12.99,6723.0,12.99,44.0,4.9,13.17
2022-03-16 06:40:00-04:00,12.99,12.99,,1.0,12.99,5241.0,12.99,44.0,4.9,13.17
2022-03-16 09:16:00-04:00,12.99,12.99,,1.0,12.99,5241.0,12.99,45.0,4.9,13.17
2022-03-16 19:02:00-04:00,12.99,12.99,,1.0,12.99,5028.0,12.99,45.0,4.9,13.17
2022-03-17 00:50:00-04:00,12.99,12.99,,1.0,12.99,5083.0,12.99,45.0,4.9,13.17
2022-03-17 04:20:00-04:00,12.99,12.99,,1.0,12.99,6018.0,12.99,45.0,4.9,13.17
2022-03-17 14:38:00-04:00,12.99,12.99,,1.0,12.99,6008.0,12.99,45.0,4.9,13.17
2022-03-17 19:02:00-04:00,12.99,12.99,,1.0,12.99,5530.0,12.99,45.0,4.9,13.17
2022-03-18 01:04:00-04:00,12.99,12.99,,1.0,12.99,5066.0,12.99,45.0,4.9,13.17
2022-03-18 11:08:00-04:00,12.99,12.99,,1.0,12.99,5233.0,12.99,45.0,4.9,13.17
2022-03-18 21:08:00-04:00,12.99,12.99,,1.0,12.99,6130.0,12.99,46.0,4.9,13.17
2022-03-19 03:58:00-04:00,12.99,12.99,,1.0,12.99,5133.0,12.99,46.0,4.9,13.17
