Timestamp,ASIN,Title,Brand,Manufacturer,AMAZON,NEW,USED,SALES
2011-01-01 00:44:00,B0BWYYN9QV,"KISS Classy Fake Nails Ready-To-Wear DIY Manicure - Dashing, Waterproof, Smudge Proof, Chip Proof, No Dry Time, Durable & Flexible, Long Lasting, Medium & Coffin Shaped, Quick & Easy | 28 Count",KISS,"Kiss Products, Inc.",0.0885,0.0897,,39444
2011-01-01 00:45:00,B0BWYYN9QV,"KISS Classy Fake Nails Ready-To-Wear DIY Manicure - Dashing, Waterproof, Smudge Proof, Chip Proof, No Dry Time, Durable & Flexible, Long Lasting, Medium & Coffin Shaped, Quick & Easy | 28 Count",KISS,"Kiss Products, Inc.",0.08990000000000001,0.0891,,38463
2011-01-01 00:46:00,B0BWYYN9QV,"KISS Classy Fake Nails Ready-To-Wear DIY Manicure - Dashing, Waterproof, Smudge Proof, Chip Proof, No Dry Time, Durable & Flexible, Long Lasting, Medium & Coffin Shaped, Quick & Easy | 28 Count",KISS,"Kiss Products, Inc.",0.0599,0.0888,,44817
2011-01-01 00:47:00,B0BWYYN9QV,"KISS Classy Fake Nails Ready-To-Wear DIY Manicure - Dashing, Waterproof, Smudge Proof, Chip Proof, No Dry Time, Durable & Flexible, Long Lasting, Medium & Coffin Shaped, Quick & Easy | 28 Count",KISS,"Kiss Products, Inc.",0.0739,0.0891,,42430
2011-01-01 00:48:00,B0BWYYN9QV,"KISS Classy Fake Nails Ready-To-Wear DIY Manicure - Dashing, Waterproof, Smudge Proof, Chip Proof, No Dry Time, Durable & Flexible, Long Lasting, Medium & Coffin Shaped, Quick & Easy | 28 Count",KISS,"Kiss Products, Inc.",0.0599,0.08990000000000001,,49245
2011-01-01 00:49:00,B0BWYYN9QV,"KISS Classy Fake Nails Ready-To-Wear DIY Manicure - Dashing, Waterproof, Smudge Proof, Chip Proof, No Dry Time, Durable & Flexible, Long Lasting, Medium & Coffin Shaped, Quick & Easy | 28 Count",KISS,"Kiss Products, Inc.",0.08990000000000001,0.0799,,77455
2011-01-01 00:50:00,B0BWYYN9QV,"KISS Classy Fake Nails Ready-To-Wear DIY Manicure - Dashing, Waterproof, Smudge Proof, Chip Proof, No Dry Time, Durable & Flexible, Long Lasting, Medium & Coffin Shaped, Quick & Easy | 28 Count",KISS,"Kiss Products, Inc.",0.0599,0.08990000000000001,,76458
2011-01-01 00:51:00,B0BWYYN9QV,"KISS Classy Fake Nails Ready-To-Wear DIY Manicure - Dashing, Waterproof, Smudge Proof, Chip Proof, No Dry Time, Durable & Flexible, Long Lasting, Medium & Coffin Shaped, Quick & Easy | 28 Count",KISS,"Kiss Products, Inc.",0.08990000000000001,0.0895,,77875
2011-01-01 00:52:00,B0BWYYN9QV,"KISS Classy Fake Nails Ready-To-Wear DIY Manicure - Dashing, Waterproof, Smudge Proof, Chip Proof, No Dry Time, Durable & Flexible, Long Lasting, Medium & Coffin Shaped, Quick & Easy | 28 Count",KISS,"Kiss Products, Inc.",0.0599,0.0849,,64456
2011-01-01 00:53:00,B0BWYYN9QV,"KISS Classy Fake Nails Ready-To-Wear DIY Manicure - Dashing, Waterproof, Smudge Proof, Chip Proof, No Dry Time, Durable & Flexible, Long Lasting, Medium & Coffin Shaped, Quick & Easy | 28 Count",KISS,"Kiss Products, Inc.",0.0699,0.0895,,62600
