Timestamp,ASIN,Title,Brand,Manufacturer,AMAZON,NEW,USED,SALES
2011-01-01,B0D627CTRK,"Apple Watch Series 5 (GPS, 40MM) - PARENT - (Renewed)",Apple,,,,,
