Timestamp,ASIN,Title,Brand,Manufacturer,AMAZON,NEW,USED,SALES
2011-01-01 00:48:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14150000000000001,0.1379,,194
2011-01-01 00:49:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1445,0.1408,,180
2011-01-01 00:50:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1467,0.11720000000000001,,156
2011-01-01 00:51:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1407,0.12269999999999999,,139
2011-01-01 00:52:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14150000000000001,0.1244,,136
2011-01-01 00:53:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1445,0.1201,,155
2011-01-01 00:54:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1459,0.1244,,165
2011-01-01 00:55:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1474,0.1186,,216
2011-01-01 00:56:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1489,0.1209,,251
2011-01-01 00:57:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14150000000000001,0.1231,,260
2011-01-01 00:58:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14300000000000002,0.1245,,262
2011-01-01 00:59:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1459,0.134,,226
2011-01-01 01:00:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1475,0.1253,,205
2011-01-01 01:01:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14859999999999998,0.126,,198
2011-01-01 01:02:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14980000000000002,0.11800000000000001,,195
2011-01-01 01:03:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1427,0.1211,,174
2011-01-01 01:04:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1448,0.1244,,173
2011-01-01 01:05:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1458,0.11720000000000001,,184
2011-01-01 01:06:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1465,0.11800000000000001,,186
2011-01-01 01:07:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1476,0.1211,,234
2011-01-01 01:08:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14859999999999998,0.12279999999999999,,213
2011-01-01 01:09:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14980000000000002,0.12390000000000001,,184
2011-01-01 01:10:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1411,0.1255,,194
2011-01-01 01:11:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1419,0.11800000000000001,,197
2011-01-01 01:12:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1432,0.1195,,191
2011-01-01 01:13:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1444,0.1225,,187
2011-01-01 01:14:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1451,0.124,,207
2011-01-01 01:15:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1462,0.1251,,204
2011-01-01 01:16:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1476,0.1263,,201
2011-01-01 01:17:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1489,0.1192,,203
2011-01-01 01:18:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14980000000000002,0.1213,,234
2011-01-01 01:19:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1407,0.12240000000000001,,338
2011-01-01 01:20:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1417,0.1231,,291
2011-01-01 01:21:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1438,0.1242,,315
2011-01-01 01:22:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14429999999999998,0.1252,,370
2011-01-01 01:23:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1457,0.1263,,269
2011-01-01 01:24:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1467,0.1176,,203
2011-01-01 01:25:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14800000000000002,0.1184,,208
2011-01-01 01:26:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14880000000000002,0.1197,,213
2011-01-01 01:27:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1325,0.1209,,219
2011-01-01 01:28:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1412,0.122,,227
2011-01-01 01:29:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1421,0.1231,,257
2011-01-01 01:30:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1436,0.1242,,280
2011-01-01 01:31:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1439,0.1255,,282
2011-01-01 01:32:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1444,0.1263,,271
2011-01-01 01:33:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1449,0.11720000000000001,,233
2011-01-01 01:34:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14529999999999998,0.1182,,231
2011-01-01 01:35:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1461,0.12029999999999999,,226
2011-01-01 01:36:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14730000000000001,0.1208,,228
2011-01-01 01:37:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1478,0.1222,,220
2011-01-01 01:38:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1481,0.1232,,195
2011-01-01 01:39:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1484,0.1245,,264
2011-01-01 01:40:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1487,0.12539999999999998,,241
2011-01-01 01:41:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.149,0.1273,,223
2011-01-01 01:42:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1493,0.1177,,219
2011-01-01 01:43:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1494,0.1186,,245
2011-01-01 01:44:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.14980000000000002,0.1201,,213
2011-01-01 01:45:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1502,0.12050000000000001,,248
2011-01-01 01:46:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1407,0.1209,,297
2011-01-01 01:47:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1413,0.12140000000000001,,470
2011-01-01 01:48:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1412,0.1219,,466
2011-01-01 01:49:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1413,0.1226,,379
2011-01-01 01:50:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1412,0.12380000000000001,,368
2011-01-01 01:51:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.153,0.1244,,441
2011-01-01 01:52:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1412,0.1247,,329
2011-01-01 01:53:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1407,0.125,,322
2011-01-01 01:54:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1376,0.1253,,444
2011-01-01 01:55:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.12050000000000001,0.12560000000000002,,426
2011-01-01 01:56:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1407,0.1259,,407
2011-01-01 01:57:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1623,0.126,,514
2011-01-01 01:58:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1275,0.1264,,476
2011-01-01 01:59:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.126,0.1268,,257
2011-01-01 02:00:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.12619999999999998,0.11720000000000001,,269
2011-01-01 02:01:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1384,0.11789999999999999,,342
2011-01-01 02:02:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.141,0.1177,,323
2011-01-01 02:03:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1394,0.11789999999999999,,313
2011-01-01 02:04:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1391,0.1177,,295
2011-01-01 02:05:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1577,0.134,,300
2011-01-01 02:06:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.13949999999999999,0.1177,,306
2011-01-01 02:07:00,B071WWY2VB,"Hanes Men's Pullover EcoSmart Hooded Sweatshirt, ash, Large",Hanes,Hanes Branded Printwear,0.1518,0.11720000000000001,,332
